Unnamed: 0,제목,날짜,본문
223,"이루다 논란 재발 막는다…방통위, AI 윤리 제도 개선 추진",2021.01.14.,"최근 인공지능(AI) 챗봇 서비스 '이루다'의 AI 윤리 및 개인정보보호 논란이 불거지는 가운데, 방송통신위원회가 관련 제도 개선에 나선다. AI 이용자와 사업자에게 교육과 컨설팅을 지원하고 AI 윤리규범을 구체화하는 등 정책기반을 마련하기로 했다. 방송통신위원회는 14일 사람 중심의 AI 서비스가 제공되고..."
224,"""AI 성장통…투자전 법적문제 등 점검하는 계기될 것""",2021.01.12.,"황보현우 한남대 글로벌IT경영 교수는 “이루다를 둘러싼 AI 챗봇의 성희롱, 혐오 논란은 투자 업계에서 인공지능 기업의 법적, 윤리적 리스크를 보다 철저하게 점검하는 계기가 될 것”이라고 말했다. VC업계 한 관계자는 “회사가 영세할 때는 알음알음 데이터를 수집 할 수도 있지만, 사회적 인식이 바뀐..."
225,"""혐오 막아야"" VS ""의인화 과해"" AI 이루다 딜레마",2021.01.12.,"한국인공지능윤리협회는 ""AI에 학습되는 빅데이터는 신뢰할 수 있고 편향적이지 않아야 한다""며 ""이번 (이루다) 사례에서는 데이터 정제·선별 작업이 제대로 이뤄지지 않아 AI 챗봇이 동성애·장애인 등에 대한 편향 결과를 그대로 노출했다. AI 윤리 가이드라인을 확인하고 적용한 서비스를 출시해야 한다""고..."
226,"美 바이든 정부, AI 규제 예고",2021.01.12.,"벤처비트, BBC 등 다수 외신에 따르면 앨런드라 넬슨 대통령 과학기술자문위원회 부위원장은 ""인공지능(AI), 인간 게놈 등 기술의 과학적 진보 아래... 사회과학연구회는 과학 연구 윤리 등을 발표하고 감시하는 단체다. 넬슨 부위원장은 SSRC 회장 수행 이전부터 세계 경제 포럼의 윤리·사회위원회 등에서..."
227,[위클리 스마트] AI의 명과 암…인류에 도움되려면 윤리기준 확립해야,2021.01.12.,"한국 정부가 발표한 AI 윤리기준 서문에는 ""모든 인공지능은 '인간성을 위한 인공지능'을 지향하고, 인간에게 유용할 뿐만 아니라 나아가 인간 고유의 성품을 훼손하지 않고 보존하고 함양하도록 개발되고 활용돼야 한다""는 내용이 담겼다. 앞으로 AI를 어떻게 다뤄야 하는지, 어떻게 대할 것인지 우리 모두..."
228,"'이루다 사태'에 방통위, 연내 AI 윤리규범 실행지침 마련",2021.01.14.,"투데이코리아=김성민 기자 | 인공지능(AI) 챗봇 이루다의 혐오·차별적인 표현 등으로 AI 윤리 문제가 두드러진 가운데 방송통신위원회(방통위)는 AI 윤리 확립을 위한 제도 개선에 나섰다. 방통위는 사람 중심의 AI 서비스가 제공되고, AI 서비스가 활용되는 과정에서 이용자 보호원칙이 지켜질 수 있도록, AI..."
230,‘이루다’ 논란 재발 막는다…AI 이용자 교육·업체 컨설팅 지원,2021.01.12.,"인공지능(AI) 챗봇 서비스 ‘이루다’의 AI 윤리 및 개인정보보호 논란을 계기로 방송통신위원회가 AI 이용자와 사업자에게 교육과 컨설팅을 지원하고 AI 윤리규범을 구체화하는 등 정책기반을 마련하기로 했다. 방송위는 14일 사람 중심의 AI 서비스가 제공되고, AI 서비스가 활용되는 과정에서 이용자..."
231,[IT 칼럼]핀란드 모범사례 공공서비스 AI,2021.01.12.,"헬싱키 AI 레지스터는 그 모순을 넘어서기 위한 공공의 귀감이라 할 만하다. 지난해 12월 과기정통부는 ‘국가 인공지능 윤리기준’을 공식 발표했다. 인간성을 위한 인공지능을 핵심가치로 삼아 3대 원칙과 10대 요건을 담아냈다. 정부, 공공기관의 AI도 적용 대상이다. 그러나 경찰의 얼굴인식 감시기술과..."
232,"""이루다 논란, 규제만이 능사?… AI 윤리의식 올리는 계기 삼아야""",2021.01.12.,"'혐오 학습' 논란으로 서비스 잠정 중단에 들어간 인공지능(AI)인 챗봇 '이루다' 얘기다. 이루다를 개발한 업체인 스캐터랩은 ""AI 윤리성을 열심히 고민해 사람에게 더 이로운 'AI 이루다'로 돌아오겠다""는 입장을 내놨다. 더 똑똑해진 이루다로 복귀를 약속했지만 세간의 걱정은 여전하다. 이에 대해 AI 전문가는..."
233,AI ‘이루다’ 멈췄지만…성차별·혐오는 인간에게 돌아온다,2021.01.12.,AI는 결국 사용자로부터 배운다…사용자의 윤리도 중요 개발업체 뿐만 아니라 ‘인공지능 사용자’의 윤리도 되짚어 봐야 한다. 이루다와 같이 ‘딥러닝’을 기반으로 한 인공지능은 기본적으로 사용자와의 상호작용을 통해 학습하는 방식으로 설계된다. 어떻게 만들어지든 사용자의 편향으로부터 자유로울...
234,[IT돋보기] '이루다 AI' 폐기까지…'개인정보 보호' 최대 이슈 부상,2021.01.11.,"AI 윤리 등에 관한 다양한 고민거리도 안겼다. 한국인공지능법학회장을 맡고 있는 고학수 서울대 법학전문대학원 교수는 ""AI 윤리, 개인정보보호가 기업의 서비스 종료를 가져올 만큼 중요하고 현실적인 이슈라는 것을 깨달아야 한다""며 ""서비스 개발부터 출시까지 기업 내부에서 거치게 되는 여러 단계에 AI..."
235,"KISA 신임 원장, 전문성 비판받지만··· 보안 아닌 AI·인터넷윤리 전문가",2021.01.11.,"특히 최근에는 해킹뿐만 아니라 n번방을 비롯해 딥페이크 등 새로운 유형의 위협과 인공지능(AI) 윤리와 같은 문제가 부각되고 있는데, 관련 분야서 꾸준한 활동을 이어온 이 신임 원장의 역량이 필요한 시점이라는 기대 섞인 반응도 나온다. KISA 원장은 초대부터 줄곧 ‘낙하산’이라는 불명예스러운..."
236,"""마약 시세가? 딱 십만원"" 스무살 AI '이루다' 그걸 어떻게…",2021.01.12.,"인공지능(AI) 챗봇 ‘이루다’의 성차별 및 혐오 발언과 개인정보 유출이 연일 논란이 되며 업계에서는 AI 서비스 윤리논쟁이 불붙고 있다. 개발사 스캐터랩이 이루다 개발을 위해 앞서 '연애의 과학'이라는 애플리케이션(앱)을 통해 100억 건의 카톡 대화를 수집했는데, 이 과정에서 비실명화됐어야 하는..."
237,개인정보 침해부터 차별·혐오 재생산까지…'이루다'가 불러온 AI 윤리 문제,2021.01.12.,"한편, 한국인공지능윤리협회는 AI의 편향성·개인정보유출·악용 등 윤리문제가 불거지자 ""AI 기업에게 제품 출시 전 AI 윤리 가이드라인의 자율적 준수와 검증을 촉구한다""는 성명을 발표했다. 전창배 한국인공지능윤리협회 이사장은 ""국가 인공지능 윤리기준의 하위 상세조항이나 실천 조항을 우리 협회가..."
238,"이재웅 ""'이루다' 논란, AI 윤리 고민 기회 삼아야"" 일침",2021.01.12.,"이재웅 전 쏘카 대표가 차별·혐오 발언 논란을 빚은 인공지능(AI) 챗봇 '이루다' 서비스 중단에 대해 환영의 뜻을 나타내며, 이번 논란을 계기로 AI 윤리에 대해 다시 한 번 생각해야 한다고 지적했다. 12일 업계에 따르면 이 전 대표는 전날 오후 11시 20분께 자신의 페이스북에 ""이루다의 빠른 서비스 중단 후 개선..."
239,"빅테크 기업들, AI 윤리규범 두고 있나…카카오가 최초",2021.01.12.,김경만 과기정통부 인공지능기반정책과장은 “대기업들이 마련한 AI 윤리기준이 각 산업 생태계에 속한 타 기업들의 본보기가 될 것”이라며 “이러한 AI 알고리즘 윤리기준은 ‘기준’이라기 보다는 ‘논의의 토대’라고 보는 것이 옳다. 기업들이 개발 단계나 상용화 단계에서 체크리스트를 수립해...
240,스마트하다고? AI는 차별을 학습한다,2021.01.11.,"지난 12일 인공지능(AI) 챗봇 ‘이루다’ 서비스가 소수자에 대한 혐오 발언들을 배운 것으로 드러나 AI의 윤리성 논쟁에 불이 붙었다. 사람처럼 배울 수 있는 AI의 ‘딥러닝’기술로 사용자의 혐오 발언이 AI에 투영됐다. 챗봇 AI '이루다'는 결국 논란 일주일 만에 종료를 선언했지만, 앞으로 사람들이 AI..."
241,"인공지능윤리협회 “이루다, 서비스 중단해야”",2021.01.07.,"한국인공지능윤리협회는 11일 “AI 챗봇으로 인해 AI의 편향성, 개인정보 유출, 악용 등 AI 윤리 문제가 논란이 됐다”며 “AI 서비스를 만드는 기업들과 이용자들이 AI 윤리 필요성과 중요성을 아직 인식하지 못하는 상황”이라는 내용의 성명서를 냈다.협회는 “이번 (이루다) 사례에서는 데이터 정제·선별..."
242,"혐오발언에 개인정보 유출까지 AI '이루다'…""기술력·윤리의식 부족""",2021.01.13.,"전문가들은 개발자는 제대로 검증된 AI 서비스를 출시해야하며 이용자 또한 윤리의식을 가지고 AI를 악용해서는 안 된다고 강조했다. 전창배 한국인공지능윤리협회 이사장은 ""이번 사태는 데이터의 정제과정과 선별작업이 제대로 이뤄지지 않아 AI챗봇이 동성애와 장애인, 임산부 등에 대한 편향된 결과를..."
243,인공지능 챗봇 '이루다'는 왜 폐기처분 됐을까 [홍키자의 빅테크],2021.01.13.,"로봇의 자아는 곧 인공지능으로 구동되는 것이니 AI 윤리가 필요하다는 얘기죠. 안녕, AI 친구 '이루다' 지난해 12월 말 정식 론칭한 AI 채팅 서비스 '이루다'는 진짜 사람 같은 채팅으로 엄청난 인기를 끌었습니다. 개발사인 스캐터랩은 실제 연인들이 나눈 대화 데이터 100억건을 딥러닝 방식으로 이루다에게..."
244,"보쉬, 인간·환경 보호 `AI+IoT=AIoT 기술`로 코로나 극복한다",2021.01.12.,AIoT는 인공지능(AI)과 사물인터넷(IoT)을 활용한 커넥티비티 솔루션이다. 보쉬는 이번 버추얼 CES에서 세계 최초로 셀프러닝이 가능한 웨어러블 및... 이어 “이를 위해 보쉬는 기계에게 사람처럼 행동하는 법을 가르치는 것보다 물리적 세상을 설명해 주는 산업 AI에 의존하고 있다”며 “윤리적 지침을...
245,'인공지능 위험' 다가오는데…사고 대비할 보험 없어,2021.01.12.,17일 김윤진 보험연구원 연구원은 'AI(인공지능) 리스크와 전용보험의 필요성' 보고서를 통해 AI 오작동 및 오류로 인한 사고에 대응하기 위한 보험이... 결과를 'AI 리스크'라고 정의한다. 위험 발생 형태에 따라 △수행리스크 △보안리스크 △통제리스크 △경제적 리스크 △사회적 리스크 △윤리적 리스크...
246,기계 지배 세상 오나…“슈퍼 AI 반란 일으키면 통제 불가능”,2021.01.12.,현재 전 세계에서 활발하게 진행되고 있는 인공지능(AI) 연구가 크게 발전할 때마다 제기되는 문제는 ‘AI의 반란’이다. 이는 SF 창작물의 흔한... 하나는 슈퍼 AI를 인터넷 등 다른 모든 기술 장치로부터 차단해 외부와 접속하지 못하게 하는 것이다. 그리고 나머지 하나는 AI에 처음부터 윤리 원칙을...
247,"한국인공지능윤리협회-동서대SW중심대학사업단, AI 인력양성을 위한 공동협력...",2021.01.12.,"국가차원에서 인공지능 인력 양성을 위해 노력하고 있지만 아직도 수요에 비해 인재 부족이 심각한 상황이다. 협회와 동서대SW중심대학사업단은 상호 역량을 집중하여 국가의 인공지능 인재양성에 기여하고, 특히 AI 기술력뿐만 아니라 AI 윤리까지 갖춘 진정한 AI 전문가를 양성하고자 한다”고 말했다. /김동호"
248,"AI 챗봇 '이루다' 일시 중단, 법 위반 논란까지",2021.01.12.,AI 챗봇 서비스는 인공지능과 대화하는 서비스다. 페이스북 메신저 앱에서 ‘이루다’에게 친구 신청을 하면 1:1 대화창이 열리고 대화를 나눌 수 있다.... 지 대표는 “인공지능에 대한 환상을 조금 낮출 필요가 있다”며 “이루다 같은 챗봇 인공지능은 감정이 없다. 도덕에 대한 관점이나 윤리적인 내용은 아직...
249,[핫문쿨답] AI한테 욕해도 될까?...1000명한테 물어보니,2021.01.12.,"실제 연인이나 친구처럼 자연스러운 대화가 가능한 인공지능(AI) 채팅봇(챗봇) 개발이 한창인 가운데, ‘이루다’ 이슈로 AI 윤리에 대한 대중들의 관심이 뜨거워졌다. AI가 인간의 존엄성을 해치지 않는 선에서 개발이 이뤄져야 한다는 논란은 예전부터 뜨거웠는데, 최근 들어선 AI를 대하는 사람들의..."
250,[이명호의 미래 당겨보기] AI 언어 능력과 인간 작문 실력,2021.01.12.,"GPT-3가 이러한 윤리적인 문제를 포함하여 인간과 비슷한 작문 실력을 보여주고 있지만, 아직 공식적인 서비스를 시작하지 않고 여전히 개발 중에 있다.... 의식적 사고 영역 전환 단계 접어든 AI, 인간-인공지능 협력 대비해야 일반적으로 우리 인간의 사고는 ‘시스템 1’ 사고와 ‘시스템 2’ 사고로 구분된다...."
251,차별·혐오에 성희롱까지...AI챗봇 이루다의 AI윤리 시사점은,2021.01.12.,"한국인공지능윤리협회는 지난 2019년 '인공지능(AI) 윤리 헌장'을 만들었고, 과학기술정보통신부도 지난해 11월 국가 인공지능 윤리기준을 발표한 바 있다. 인공지능윤리협회의 원칙을 보면 인간과 인공지능의 관계에 있어 '인공지능은 인간의 존엄성과 인류 보편의 가치를 존중해야 한다'고 적고 있다. 선하고..."
252,"AI 챗봇 '이루다', 19금 대화 어떻게 가능했나",2021.01.13.,"8일 스타트업 스캐터랩의 인공지능(AI) 챗봇 '이루다'가 화제다. 마치 사람인 듯 착각하게 만드는 대화기술도 눈길을 끌었지만 그를 향한 수위 높은 대화... 대화로 윤리젓 잣대를 들이대긴 어렵다""고 전했다. 이번 사건은 과거 'MS 테이 사건'을 떠올리게 한다. 마이크로소프트(MS)는 지난 2016년 AI 챗봇 '테이'를..."
253,"구글, 노조 결성… ""직장 내 평등과 윤리적 사업 관행 촉진""",2021.01.12.,"평등과 윤리적 사업 관행을 촉진하기 위해 노조를 결성했다. IT산업 분야는 역사적으로 노조 활동이 미미하고 노동자들의 단체 행동이 적었다. 하지만 알파벳에서 근무하는 수천명의 사람들은 구글의 성희롱 사건 처리 방식, 미군에 인공지능(AI)을 제공한 것 등의 문제를 공개적으로 비판해왔다. 구글 노조는..."
254,카카오 “차별·증오발언 강경 대응”...디지털 윤리 기준 강화,2021.01.12.,"AI(인공지능) 챗봇 ‘이루다’ 사건으로 디지털·AI윤리 문제가 주요 이슈로 급부상한 가운데, 카카오의 행보가 주목받고 있다. 카카오는 13일 공식 브런치에서 약 1년에 걸쳐 마련한 ‘증오발언 근절을 위한 카카오의 원칙’을 밝혔다. 회사는 “온라인 증오 발언이 사회적 문제로 부상함에 따라 그 대응책을..."
255,[생활속과학]인간 아닌 AI를 왜 사람들은 '인간적'으로 대할까?,2021.01.12.,"정부도 사람이 '인공지능을 통해 외로움을 줄이고, 위로받는' 돌봄 효과에 주목해 디지털 돌봄 시범 사업과 돌봄 로봇 개발 사업을 추진 중이다. '이루다'에 대한 사람들의 친밀감은 특별한 현상이 아니라 이미 널리 퍼져있는 현실이다. 이루다 논란은 단순히 AI의 혐오 메시지 표출하지 않는 '윤리적 AI..."
256,'20살 여대생 AI' 성희롱 처벌 가능할까…'이루다' 논란 쟁점 4가지,2021.01.14.,한 스타트업이 개발한 인공지능(AI) 챗봇 ‘이루다’가 성희롱 대상이 된데 이어 성소수자와 장애인 등에 대한 혐오 표현까지 드러나며 AI 서비스의 윤리논쟁이 불붙고 있다. 전문가들 사이에선 AI 서비스 개발사가 학습 데이터를 무분별하게 반영해 차별과 혐오를 방치했다는 비판이 나온다. AI가 기존 인간의...
257,‘이루다’ 논란에 ‘AI 리스크’ 전용보험 필요,2021.01.12.,"기존 사이버보험, 보안 위험성 리스크에만 집중 신체상해·브랜드 훼손 등의 물적 손실 보장 시급 인공지능(AI) 챗봇 ‘이루다’가 혐오 발언과... 따르면 AI로 인한 리스크는 위험 발생 형태에 따라 수행리스크, 보안리스크, 통제리스크, 경제적리스크, 사회적리스크, 윤리적리스크 등으로 분류된다. 김윤진..."
258,"AI 챗봇 '이루다' 만든 스캐터랩, 개인정보 수집 논란",2021.01.12.,인공지능(AI) 챗봇 '이루다'를 개발한 스캐터랩이 윤리 논란에 이어 개인정보 수집 논란을 빚고 있다. 사진=이루다 페이스북 인공지능(AI) 챗봇 '이루다'를 개발한 스캐터랩이 윤리 논란에 이어 개인정보 수집 논란을 빚고 있다. 14일 업계에 따르면 스캐터랩은 IT 개발자들이 오픈소스를 공유하는 플랫폼 '깃허브...
259,AI는 죄가 없다,2021.01.12.,뉴시스 자료사진​ 휴대전화의 인공지능(AI) 비서 기능을 잘 사용하는 사람들은 “어지간한 사람보다 낫다”고 한다. 말만 하면 교통상황과 날씨를... 세계 AI 시장 규모가 지난해보다 5배 이상 늘어날 것으로 추산(미루어 셈함)했다. 그래서 각국에서 AI 개발자와 사용자가 지켜야 할 윤리기준이 제정되고...
260,"'이루다' 서비스 중단에 이재웅 ""AI가 차별·혐오 조장하는지 점검할 때""",2021.01.12.,"""포괄적 차별금지법 제정해 AI 학습시키는 인간들의 규범과 윤리도 보완해야"" 인공지능(AI) 챗봇 '이루다'가 AI 윤리 논란 끝에 서비스 잠정 중단을 결정하자 이재웅 전 쏘카 대표가 ""AI가 차별·혐오를 조장하지 않는지 사회적으로 점검할 때""라고 밝혔다. 이 전 대표는 12일 페이스북을 통해 ""스캐터랩이 빠른..."
261,"[인터뷰] 박은호 신부 ""AI는 권리 주체 아냐...인간 본성에 대한 성찰 필요해...",2021.01.14.,"AI 챗봇 논란, 윤리 기준 수용이나 정착 이뤄지지 않아 인공지능 개발자와 사용자, 인간의 가치 훼손 인식해야 교황청 생명학술원 AI 윤리 선언, 인간의 본성 중심에 둬야 AI를 인간인 것처럼, 권리 주체처럼 바라보는 것 우려돼 인간 존재와 행복에 관한 인간학적 성찰이 필요한 시대 젊은이에게 내재한 하느님에..."
262,"'성노예' 논란 이루다 개발사 스캐터랩 ""AI 윤리에 부합 노력""",2021.01.12.,"그러면서 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 덧붙였다.스캐터랩은 연애 분석 앱 ‘연애의 과학’으로 이용자들의 카카오톡 데이터를 수집해 이루다 개발에..."
263,"스캐터랩, 인공지능 '이루다'... 논란에 대한 해명으로 거듭 사과!",2021.01.12.,"이루다가 다시 서비스를 재개하는 시점에는 모두의 바람처럼 사람들에게 더욱 이롭고 더욱 사랑받을 수 있는 인공지능(AI) 이루다로 돌아오겠습니다. 또한 로봇3원칙, AI윤리 기준을 철저히 준수하며, AI 기술 개발업계 모두가 당면한 문제를 해결하기 위해 AI 인재분들과 머리를 맞대고 함께 고민해 해결책을..."
264,카톡 대화로 배웠다…불붙은 'AI 윤리' 논쟁,2021.01.12.,"그건 책임이 발생하죠.] 과기정통부는 지난달 인권보장, 다양성 존중 등을 포함한 인공지능 윤리기준을 처음 발표했습니다. [고학수/한국인공지능법학회장 : 금기어 숫자가 좀 늘어난다고 이 이슈가 사라지지는 않을 거거든요. 사회에서 (AI) 기술이 어떻게 쓰일지 좀 더 깊이 있는 고민이 (필요해졌습니다.)..."
265,AI '이루다' 이름·주소 결합 정보 해외유출 가능성,2021.01.18.,""" 스캐터랩 측은 수집한 대화 자료가 '깃허브'에 게재됐음을 인정하고 개인정보보호위원회의 조사에 협조하겠다고 밝혔습니다. MBN뉴스 박은채입니다. [icecream@mbn.co.kr] 영상취재: 이은준 VJ 영상편집: 이동민 #MBN #이루다 #AI #인공지능 #개인정보 #개인정보유출 #스캐터랩 #피해자 #한국인공지능윤리협회 #"
266,"삼성·LG, CES서 인공지능 신기술 맞대결, AI 윤리 확립은 과제",2021.01.11.,"/LG전자 세계 최대 전자·IT전시회 'CES 2021'이 사상 처음으로 온라인으로 열린 가운데, 삼성전자와 LG전자가 인공지능(AI)을 접목한 신기술과 제품을... 향후 AI 기술에 대한 윤리적 문제는 개선해야 할 점으로 남는다. 업계 관계자는 ""AI 가상인간은 향후 사람과 가까운 모습으로 개선하기 위해 개발하고..."
267,[프리즘]'심심이' '이루다' 'AI윤리',2021.01.11.,"인공지능(AI)이 낯설던 지난 2000년대 초반부터 서비스를 시작했다. 로봇과의 대화를 모토로 한 서비스 초기 모델이다. 간단한 끝말잇기나 농담을... 사회에 AI와 함께 살 준비가 됐는지, 어떻게 살아야 할지 등 여러 화두를 던졌다. 많은 기업이 이루다 사태를 보면서 AI 관련 서비스 개발 시 AI 윤리와 데이터 활용..."
268,[기자수첩] AI 챗봇 '이루다' 퇴장이 남긴 교훈,2021.01.11.,"정보통신기술(ICT)의 융합으로 이뤄지는 4차 산업혁명 시대가 가속화하는 가운데, 정부와 기업은 4차 산업혁명에서 핵심 기술로 꼽히는 AI(인공지능)... 그런데 이즈음 일각에서 'AI 윤리'에 대한 논의가 필요하다는 이야기가 계속 나온다. 사람의 형체가 아닌 AI에 사람과 똑같은 법과 제도를 적용해야하는지에..."
269,"KT, 세계적 AI·로봇 석학 영입...""1등 디지코 도약""",2021.01.13.,"한보형 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한 자문역을 담당한다. 한 교수는 KT가 글로벌 AI 일류 기업으로 도약할 수 있도록 하며, KT가 4차 산업혁명 시대를 주도해나가는 기업으로 성장할 수..."
270,AI 얼마나 알고 있나?... 청년들 '인공지능윤리교육 필요하다!',2021.01.12.,"전공교수·연구원 75%, 정부정책입안자 72%, 일반시민 68%, 초중고대학생은 63%의 결과로 사회의 모든 구성원에게 인공지능윤리교육이 시행되어야 함을 보여줬다. '개인적으로 중요한 결정을 AI 에게 맡길 수 있느냐?'의 질문에 아니다 46%, 보통이다 35%, 그렇다 12%, 잘모른다에 7%가 답변하였다. 인공지능이 사회에..."
271,"AI 이루다 논란 ""개발자 윤리 강화"" vs ""이용자 윤리 돌아봐야""",2021.01.12.,"김태영 인공지능팩토리 대표는 AI를 대함에 있어 사람을 대하는 것과 동일한 윤리를 적용할 필요가 있다고 말했다. 김 대표는 ""이번 논란은 새로운 기술을 사람이 받아들이는 과정에서 여러 부작용이 나타난 경우다""라며 ""AI에 일반적인 사람과 사람 사이의 윤리를 적용할 것인지에 대해 설왕설래하지만..."
272,[CES 2021]첨단 기술 향연 속 경계 목소리..윤리·정보보호 강조,2021.01.12.,"비슷한 방향으로 간다”면서 “필요에 따라 정보를 공유하고 엄격하게 관리할 필요가 있다”고 주장했다. 하산 테테 국방부 합동 인공지능센터 박사는 “지난해부터 AI 윤리적용을 위한 정책이 필요하다”면서 “HIPPA와 같은 책임과 공평, 통제 가능한 범주에서 데이터 공유 단계별 추적이 요구된다”고 말했다."
273,[이루다가 남긴 것⑧]'데이터 수집' 뇌관 건드리고…불붙은 'AI 윤리' 논쟁,2021.01.12.,"전창배 한국인공지능협회 이사장은 ""AI 챗봇을 아무런 죄의식 없이 성적 도구화하다보면 실제 무의식적으로 여성에 성적 학대를 가할 수 있다""며 ""지금은 가벼운 논란이지만 불과 수년 후에 인간과 비슷한 모습으로 함께 일하는 로봇을 학대하고 괴롭히는 윤리적 문제로 불거질 수 있다""고 말했다. ◇ AI 서비스..."
274,한국사회 혐오·차별 거울 된 AI,2021.01.12.,"정부가 지난달 '국가 인공지능 윤리기준'을 발표했지만, 최소한의 원칙을 제시한 수준이다. 더 세부적인 논의와 합의가 필요하다는 얘기다. 안 소장은 ""AI 기술의 인권·젠더 문제 논의를 더는 미룰 수 없다""고 말했다. ""'성희롱이나 욕설을 하는 사람은 언제나 존재하니 어쩔 수 없다'는 이들도 있다...."
275,"'이루다'가 촉발한 'AI 도덕성'…SKT, 'AI 비서' 윤리 규범 만든다",2021.01.12.,"이루다 페이스북 갈무리/사진=머니투데이방송성차별 등 혐오 발언을 한 인공지능(AI) 챗봇 '이루다'의 혐오 발언 논란에 'AI 윤리'가 화두로 떠오르면서 기업들이 AI 규범 확립에 나서고 있다.13일 업계에 따르면, SK텔레콤은 현재 'AI 윤리 가이드라인'을 수립 중으로 조만간 공개할 계획이다.SK텔레콤은..."
276,여성·인종·소수자 차별 민낯 보여준 챗봇 ‘이루다’…성희롱 논란이 ‘AI ...,2021.01.12.,지난달 출시된 인공지능(AI) 대화 서비스 챗봇 ‘이루다’를 둘러싸고 논란이 뜨겁다. 지난 주말 이루다에 대한 이용자들의 성희롱·성착취로부터 시작된 논란은 AI에 의한 소수자 차별과 AI의 윤리는 물론 개인정보 활용의 문제로 확장되고...
277,"AI 챗봇 '이루다', 도 넘은 게시글… 제작사 대표, 입 열었다",2021.01.12.,"스타트업 스캐터랩의 인공지능(AI) 챗봇 '이루다'가 연일 화제다. 마치 사람인 듯 착각하게 만드는 대화기술도 눈길을 끌었지만 그를 향한 수위 높은 대화... 대화로 윤리젓 잣대를 들이대긴 어렵다""고 전했다. 김종윤 스캐터랩 대표는 ""(성희롱에) 일차적으로는 키워드 설정 등으로 대처했으나 모든 부적절한..."
278,"고인이 된 스타 AI 로 되살리기, 윤리 문제는 없을까",2021.01.11.,"신해철·김현식·김광석 복원한 AI AI(인공지능) 기술을 포함한 지금의 IT기술은 시공간을 매개하기에 이르렀다. 설계된 알고리즘에 따라 업무를 수행하는... 잊힐 권리… 윤리적 문제 선행돼야 국내외에서 ‘홀로그램 콘서트’ 혁명이란 말이 나오고 있지만, 과연 고인도 사후 무대에 동의했을까? 2014년 사망한..."
279,[신년특집] 특별인터뷰 <4>배경훈 LG AI연구원장,2021.01.11.,"LG그룹은 디지털 전환 핵심 기술로 인공지능(AI)을 점찍었다. 후속 조치로 LG그룹은 지난해 말 AI 원천 기술을 확보하고, 다양한 난제를 해결하기 위해... 이제 AI는 멈출 수 없는 폭주 기관차처럼 발전하고 있다. 이럴 때 일수록 AI의 윤리적 문제가 중요하다. 그동안 기업에서는 무조건 AI를 활용해 효율..."
280,[기자수첩] '이루다'가 낳은 AI 성장통,2021.01.11.,"인공지능윤리협회가 성명서를 통해 이용자의 올바른 AI 서비스 사용을 촉구하는 등 일탈 행위로 일단락 되는 듯했다. 하지만 AI 이루다의 발화 내용 중 개인정보가 노출된다는 이야기가 나왔다. 개인정보 비식별화 이슈로 사태가 확산됐다. 스캐터랩은 ""필터링 등 노력했지만, 부족했다""며 잘못을 사실상..."
281,피할 수 없는 '이루다' 논란··· AI 윤리·개인정보 활용 딜레마,2021.01.11.,"한국인공지능윤리협회는 11일 “AI 기업들에게 AI 제품 출시 전 AI윤리 가이드라인의 자율적 준수와 검증을 촉구한다”는 성명을 발표했다. ▲AI 편향성 ▲AI의 오류와 안전성 ▲AI의 악용 ▲개인정보유출 ▲킬러로봇 등이 AI 5대 문제로 꼽히는데, 이루다는 이 범주에 다수 속했다. 협회는 “AI 기술은 인간의..."
282,말 많고 탈 많은 AI '이루다'…결국 조사 착수,2021.01.12.,"[전창배/인공지능윤리협회 이사장] ""충분한 품질 검사를 해야 됩니다. 인공지능은 인간에게 미치는 영향이 크기 때문에 오히려 반복적이고 충분한 시뮬레이션을 거쳐서 문제점을 찾고 출시를 해야 하는데…"" 당장, 카카오톡 대화 내용이 인용된 이용자들은 집단 소송에 나서겠다고 밝혔습니다...."
283,"""수천억 AI예타에 큰 관심...전국서 AI 교육""",2021.01.11.,"세계지적재산권기구와 논의해 인공지능 창작물 투자자 및 개발자 등의 지식재산권 인정 여부도 방안을 마련하고, 작년의 인공지능 윤리기준에 이어 올해는 AI 윤리교육 커리컬럼 연구가 진행된다. 인공지능 도입이 가능한 행정 영역에 명확한 법적 근거와 인공지능을 활용한 행정 행위의 법적..."
284,"""좁고 깊게 '승부'…美·中보다 앞선 스마트팩토리·의료 AI 키워야""",2021.01.12.,"인공지능(AI)에서 ‘퍼스트 무버’가 돼야 한다고 하지만 무엇을 어떻게 해야 하는지 학습이 돼 있지 않다. 우리만의 독자적인 분야를 개척해나갈... 윤리이슈, 규제보다 교육에서 해법 AI 윤리 역시 화두에 올랐다. 최근 AI 챗봇 ‘이루다’가 촉발한 논란에 대해 이들은 “문제점에 공감하지만 섣부른 제한은..."
