Unnamed: 0,제목,날짜,본문
63,"과기정통부, ""중소·벤처 및 중견기업에 980억원 규모 350여개 과제에 'AI 바...",2021.12.07.,"'제23회 중국 로봇·인공지능(AI) 콘테스트'에 참가한 로봇. (제공=신화통신) 과학기술정보통신부가 인공지능(AI) 기술을 도입하려는 중소·벤처 및... 부정수급, 개인정보보호 위반, 윤리 이슈 초래, 불성실한 과제수행 등에 대해서는 심의과정을 통해 귀책이 인정되는 경우 사업참여 제한과 사업비 환수 등..."
64,"[WIKI 프리즘] 인공지능(AI)과 메타버스의 접목...아바타, 다언어, 가상현실 ...",2021.12.08.,- 인공지능 모델 훈련(AI model training)에 데이터를 사용할 권한의 문제 : 어떻게 하면 우리는 윤리에 벗어나지 않게 메타버스에서 인공지능을 훈련시킬 수 있을까? 어떤 식으로 동의를 수락받을 수 있는가의 문제 - 인공지능의 편견과 관련된 책임 문제 : 디지털 인간이나 이와 유사한 알고리즘이 비뚤어진...
65,"KAIST, 인공지능·미래사회 국제심포지엄 개최",2021.12.07.,"[사진=KAIST] KAIST는 '인공지능과 미래사회 KAIST 국제심포지엄'을 오는 10일 온라인으로 개최한다고 7일 밝혔다. 인공지능연구원, Post-AI 연구소... 두 번째 `인공지능 윤리'에서는 오랜 세월 분투해왔지만, 여전히 비윤리적인 행동 문제를 해결하지 못한 인간이 과연 `윤리적인 인공지능'을 만들 수 있는지에 대해..."
68,안면인식에 신중해진 빅테크…개인정보보호에 AI윤리까지 산 넘어 산,2021.12.08.,"구글·마이크로소프트(MS)에 이어 메타(전 페이스북)가 지난달 인공지능(AI) 얼굴인식 기능을 없앤다고 발표해, 빅테크 기업들의 잇따른 기술중단 결정... AI 윤리에 대한 대중의 인식과 사회 기준선이 높아진 데다 기술만으론 해결할 수 없는 문제에 직면한 업체들이 한 발 물러선 것으로 볼 수 있다. 장병탁..."
69,"""동성애·페미니즘 혐오 안돼!"" 도덕 판단하는 AI 나왔다",2021.12.02.,인공지능(AI) 혹은 AI를 탑재한 로봇이 윤리적일 수 있을까. 지금 당장은 어려워도 그럴 가능성을 보여주는 AI가 나왔다. 미국 시애틀의 앨런연구소는 올 10월 도덕적 판단 능력을 갖춘 '델파이(Delphi)'를 공개했다. 앨런연구소는 마이크로소프트(MS) 공동창업자인 고(故) 폴 앨런이 설립한 AI 연구소다. 델파이란...
70,인공지능시대의 윤리문제,2021.12.02.,엄경철 선임기자 AI(인공지능)가 갈수록 인간의 뇌처럼 정교해지고 있다. 최근 초거대 AI가 등장하면서 진화가 빨라지고 있는 것이다. 초거대 AI는... 이같은 AI의 긍정적인 기능에 대한 기대감이 있는가 하면 또다른 측면에서는 우려의 목소리가 나오고 있다. 진화하는 AI의 윤리문제다. 얼마 전 국내 한 업체가...
71,딥마인드도 초거대 AI 언어모델 고퍼 공개...크기 대비 성능이 차별점,2021.12.01.,딥마인드가 초거대 인공지능(AI) 언어모델 개발 경쟁에 처음 합류했다. 모델 크기를 늘리는 여타 기업과 달리 AI 학습 효율을 높여 개발 비용을... 고퍼의 성능을 증명하는 논문과 함께 이날 딥마인드는 검색 언어모델(Retrieval Language Model)과 거대 언어모델의 윤리 문제를 각기 다룬 논문 2개를 함께...
72,"TTA, 신뢰할 수 있는 AI 글로벌 표준화 논의 본격화",2021.12.01.,"공동주관으로 '인공지능 기술로 구현하는 신뢰할 수 있는 디지털 사회를 위한 표준화'를 주제로 인공지능 국제워크숍(AI for Good)을 개최한다고 밝혔다.... 자율적으로 인공지능 윤리를 점검할 수 있는 점검표(안)에 대해 소개하고, TTA는 신뢰가능한 인공지능 구현 환경과 안전한 인공지능 활용 기반 조성을..."
73,"경찰 ""'로톡' 변호사법 위반 안해""…불송치 결정(종합)",2021.12.02.,"또 ""로톡의 인공지능(AI) 기술 기반 '로톡 형량예측', 로톡의 브랜딩 광고가 변호사법을 위반했다는 등 기타 혐의도 경찰은 모두 무혐의로 불송치 결정했다""고 전했다. 대한변호사협회는 변호사 광고에 관한 규정과 변호사 윤리장전을 개정해 변호사의 법률 플랫폼 이용을 금지하고 있다. 이를 어기는 변호사는..."
74,"와이즈스톤, KSA 소프트웨이브서 'AI+인증' 소개",2021.12.01.,"한편 와이즈스톤과 한국표준협회는 현재의 AI+인증 초기 안착에서 한발 더 나아가 향후 △인공지능 발전단계 별 시험환경, 평가방안 등 인증 고도화 △인공지능 적용 분야 별 인증 세분화 및 축적된 시험 데이터 기반 평가기준 정교화 △윤리, 안전, 신뢰성 등 인증 영역 확장 △인공지능 품질 연구 및 평가..."
75,"심심이, AI 윤리 검증 학습용 데이터 구축 과제 순항",2021.12.01.,"1일 심심이에 따르면 심심이는 과학기술정보통신부가 주관하고, 한국지능정보사회진흥원이 추진하는 '2021년도 인공지능 학습용 데이터 구축사업'에 참여해 '텍스트 윤리검증 데이터' 구축에 박차를 가하고 있다. 회사 관계자는 ""최근 10년 간 딥러닝 패러다임이 AI 기술을 지배하고 있다. 최신 모델이 공개될..."
76,"인공지능이 저지른 불법 행위, 책임은 누가?",2021.12.21.,"인공지능(AI) 챗봇이 성희롱적인 표현을 한다면 어떻게 될까? AI가 딥페이크를 만들어 보이스피싱을 한다면 처벌은 어떻게 해야 할까? AI에 대한 우려가... 대표적인 사례로 스캐터랩에서 개발한 페이스북 메신저 기반의 AI챗봇 이루다가 있다. 이루다는 서비스 출시 초기, 좋은 반응을 얻었으나 반 윤리적 채팅..."
77,편견 없는 AI 제품 개발과 데이터 공정성 높이려면 뭐가 필요할까,2021.12.21.,"데이터 공정성을 높이려면 연합학습을 통한 새로운 알고리즘 모델도 있어야 한다."" KAIST가 10일 개최한 '인공지능과 미래사회 국제심포지엄' 첫 세션에서 전문가들은 공정한 AI를 활용한 제품 모델링과 편향 없는 데이터 활용법에 대해 논의했다. 구글 AI 제품 윤리 총괄 책임자 털시 도시(Tulsee Doshi)는..."
78,"[채널Who] 자율주행차는 아이와 어른 누굴 살리나, 윤리적 난제 빠지다",2021.12.21.,"트롤리 딜레마란 생명의 선택과 관련된 유명한 윤리 사고실험 문제로, 자율주행차의 인공지능(AI)을 개발하는 엔지니어들이 현실로 맞닥뜨리고 있는 문제기도 하다. 자율주행분야에서 트롤리 딜레마는 보통 운전자와 보행자의 문제로 치환된다. 만일 자동차가 급제동을 할 수 없는 상황이라면 자율주행..."
79,AI가 낸 사고 다루려면 어떤 법 필요할까? 자율주행차부터 AI 챗봇까지,2021.12.21.,법조계 전문가들이 모여 인공지능(AI)을 통해 피해를 입었을 시 필요한 법제도를 논의하는 자리가 마련됐다. 과기정통부는 9일 코엑스에서 '제3차... AI 챗봇 악의적 사용 제재 방법도 필요...AI 법에서 AI 정의 명확해야 우리나라에 AI 윤리 필요성을 알린 대표적인 서비스는 AI 챗봇 이루다라고 할 수 있다. 제2의...
80,"KAIST, 10일 인공지능과 미래사회 국제심포지엄 온라인 개최",2021.12.21.,"인공지능이 인류에게 제시하는 도전과제가 무엇인지를 정의하고 이로부터 발생하는 기회와 위기를 전망하기 위해 공정성·윤리·정책·기후변화 등... [전국매일신문] 대전/ 정은모기자 J-em@jeonmae.co.kr 전국매일신문,전국은지금,전국뉴스,전국,카이스트,국제심포지엄,인공지능,4차산업,AI"
81,[View & Review] 5개년 vs 개X…문맥까지 살피는 AI로 욕설 걸러낸다,2021.12.21.,게임회사 넥슨은 욕설이나 비속어를 실시간으로 걸러내는 인공지능(AI)을 운영 중이다. 가령 게임 채팅 중에 ‘시11111X 미쳤나’라는 문구가 뜨면... 국내 기업들이 ‘AI 윤리’ 도입과 확대에 팔을 걷어붙이고 있다. 지난 1월 소수자 차별·혐오 발언 논란을 일으킨 챗봇 서비스 ‘이루다’ 사태가 직접적인...
82,"심심이, AI 윤리 검증 학습용 데이터 구축 사업 순항",2021.12.21.,"인공지능(AI) 기술을 활용한 챗봇 서비스 '심심이(대표 최정회)'의 AI 윤리 검증 데이터 구축 사업이 순항 중이다. 대화형 AI 윤리에 대한 경험 및 노하우를 인정받아 과학기술정보통신부(이하 과기정통부)가 주관하고, 한국지능정보사회진흥원(이하 NIA)이 추진하는 '2021년도 인공지능 학습용 데이터 구축사업'에..."
83,"방통위, '인공지능과의 공존(Living in the age of AI)'... 지능정보사회 이용...",2021.12.21.,"지능정보사회 이용자보호 국제컨퍼런스는 인공지능(AI) 기술 확산에 따른 새로운 유형의 이용자보호 이슈를 논의하고 관련 정책에 대한... 중심의 인공지능: 새로운 통합'을, 엠마 러트캠프-블룸(Emma Ruttkamp-Bloem) 교수(남아공 프리토리아 대학)가 '인공지능 시대의 동맹으로서의 윤리'를 발표했다...."
84,"[AI 북터뷰]""국가 안보 강화에 AI 도입 필요""...'인공지능 기반의 국가위기관...",2021.12.21.,(사진=김동원 기자) 인공지능(AI). 2016년 알파고와 이세돌 프로바둑기사가 대전을 했을 때만 해도 생소했던 AI가 어느새 일상에서 쉽게 찾아볼 수 있는... 그래서 설명할 수 있는 AI 기술이 고도화돼서 윤리적으로 문제 되지 않는 AI가 나와야 정책에 적용하고 운영할 수 있다. 집필하면서 AI 관계자들을 만나...
85,"엔씨소프트, ESG경영 첫해 ‘A’ 등급 달성... 최우수 게임사",2021.12.21.,"◆ 사회적 공감대 업그레이드중 엔씨소프트는 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 시각을 공유하는 ‘AI Framework’ 시리즈를 연중 기획 프로젝트로 진행 중이다. 윤송이 CSO(최고전략책임자)가 하버드대학교, 스탠포드대학교, 매사추세츠공과대학(MIT) 등 저명한 석학과의..."
86,"이루다, 서비스 재개 '시동'…비공개 테스터 3000명 모집",2021.12.21.,"인공지능(AI) 윤리 논란을 낳았던 AI 챗봇 서비스 ‘이루다’가 내년도 서비스 재개를 목표로 움직임에 나섰다. ‘이루다 2.0’ 공식 출시에 앞서 클로즈(비공개) 베타 테스트 진행을 예고하고, 참가자들을 모으고 있다. 이루다 제작사 스캐터랩은 21일 공식 페이스북 계정을 통해 '이루다 클로즈 베타테스터..."
87,"엔씨소프트, 글로벌 ESG 평가에서 'A' 등급 획득",2021.12.21.,올해 4월부터는 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 'AI Framework' 시리즈를 연중 기획 프로젝트로 진행 중이다. 12월에는 윤송이 CSO(최고전략책임자)와 미국 하버드대학교에서 '임베디드 에틱스(Embedded Ethics)'를 이끌고 있는 제임스 미킨스(James...
88,내년 탄소중립 이행 '원년'…전기·수소차 두배로 늘린다(종합),2021.12.21.,"인공지능(AI) 학습용 자료 310종을 추가로 구축하는 등 '데이터 댐'을 확장하고 국가지식플랫폼인 '디지털집현전'을 내년 하반기 구축에 시범운영한다.... 내년 하반기에는 '인공지능교육법'과 윤리기준도 제정한다. 한정애 환경부 장관은 ""탄소중립은 미래와 생존을 위해 선택이 아닌 필수""라면서 ""한국판..."
89,"돌아온 이루다, '불편하지 않은 답변'이 가능하려면",2021.12.21.,"음성 AI(인공지능)인 ‘바네사’는 사람과 자연스럽게 소통하며 음성지시에 따라 메일을 읽어주고, 스케줄을 관리하는 AI 비서다. 여기서 더 나아가... 그리고 AI 모델을 게시했다. 가명정보를 불특정 다수에게 제공하면서, 특정 개인을 식별하는 데 사용할 수 있는 정보를 포함한 것이다. AI윤리 준칙으로..."
90,"[카드뉴스] 공공부문 인공지능(AI) 도입, 부작용 없도록 대응책 마련해야",2021.12.21.,최근 한국지능정보사회진흥원(NIA)은 국가 인공지능 사업을 기획·실행하는 단계에서 지켜야 할 윤리원칙을 제정하기도 했습니다. 세부적인 법령 정비를 통해 공공부문에서의 AI 도입이 문제없이 이뤄져 긍정적 영향을 체감할 수 있는 사회가 오기를 기대합니다. 산업인과 소통하는 산업전문 미디어 '산소통'
91,[인사] 환경부·경찰청·우정사업본부 등,2021.12.21.,이승규 ▲인공지능정책과장 최태조 ▲공무원교육원 교육운영과장 성유석 ▲보건환경연구원 동물위생시험소장 김정남 ▲상수도사업본부 경영부장... 송영길 ▲윤리경영팀장 윤서현 ▲노사상생팀장 백창민 ▲회계팀장 성주현 ▲마케팅전략팀장 김유경 ▲일본마케팅팀장 정영인 ▲중국마케팅팀장 이민호...
92,"엔씨소프트, 글로벌 ESG 평가에서 ‘A’ 등급…국내 게임사 중 최고",2021.12.28.,올해 4월부터 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 ‘AI Framework’ 시리즈를 연중 기획 프로젝트로 진행 중이다. 12월에는 윤송이 CSO(최고전략책임자)와 미국 하버드대학교에서 ‘임베디드 에틱스(Embedded Ethics)’를 이끌고 있는 제임스 미킨스...
93,엔씨소프트 ‘ESG 경영’ 10개월만에 세계적 반열 올랐다,2021.12.28.,엔씨는 내년에도 AI(인공지능) 윤리 등 IT 기업의 특징을 살린 ESG 경영 계획을 지체 없이 추진한다는 계획이다. 글로벌 ESG 평가 기관인 모건스탠리캐피털인터내셔널(MSCI)은 최근 실시한 평가모델에서 엔씨소프트에 ‘A’ 등급을 매겼다. 지난해 ‘BBB’ 등급보다 한 단계 상향된 결과다. 조사 대상에...
94,"엔씨, 국내외 ESG 평가서 'A등급' 받았다",2021.12.21.,올해 4월부터 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 ‘AI 프레임워크(Framework)’ 시리즈를 연중 기획 프로젝트로 진행 중이다. 이달에는 윤송이 CSO(최고전략책임자)와 미국 하버드대학교에서 ‘임베디드 에틱스(Embedded Ethics)’를 이끌고 있는...
97,[표지로 읽는 과학]오미크론 변이 첫 보고한 남아공 연구자 등 네이처 선정 올...,2021.12.21.,"네이처는 이외에도 폭염, 홍수 등 극한 기후변화를 연구하는 프리데리케 오토 영국 옥스퍼드대 환경변화연구소 명예 연구원, 장 룽차오 중국국가과학기술산업위원회 달탐사센터 화성탐사선 톈원 1호 수석 설계자, 인공지능(AI) 윤리 전문가인 팀니트 게브루 분산인공지능연구소 설립자, 단백질 구조 예측 AI인..."
98,"'벵에돔부터 참돔까지' 어종별 손맛 재현…광주 AI 기업 포텐츠글로벌, '낚시...",2021.12.21.,"광주 인공지능(AI) 기업 포텐츠글로벌(대표 김광필)이 출시한 국내 최초 4D 낚시 게임 '타이트라인'이 업계에서 화두로 떠올랐다. 독보적인 기술력을... AI타임스 유형동 기자 yhd@aitimes.com [관련 기사] 한국인터넷신문협회, '2021 언론대상 및 언론윤리대상'성료...본보 유형동 기자 수상 [관련 기사] [광주에 둥지를..."
99,"리더란 무엇인가, 어떻게 통합할 것인가… ‘대선의 해’ 던지는 화두",2021.12.21.,(어크로스)는 윤리와 공감이 결여된 빅테크의 어두운 그늘에 주목한다. 책은 ‘최적화’를 향한 기업들의 집착이 사생활 침해와 일자리 축소로 이어지고 있다고 경고한다. 반면 ‘피터 2.0’(피터 스콧 모건·김영사)은 시한부 선고를 받은 로봇 과학자가 가상현실(VR)·인공지능(AI) 등 첨단기술 덕분에...
100,"서울대 AI 연구원, 비디오 튜링 테스트 대회 개최...""사람 수준의 AI 개발 가...",2021.12.21.,"포함한 연구결과물들은 VTT과제의 결과물로써 공개소프트웨어로 개방형 연구 생태계 조성을 위해 공유될 예정""이라고 말했다. [관련기사]""데이터 사용 특례와 AI 인재창출 방안 필요""...인공지능에 관한 법률안 두고 AI 기관·업체 한 목소리 [관련기사]""AI 윤리, 원칙은 그만 만들고 기술적 접근법 마련해야"""
101,학생 맞춤교육 강화·촘촘한 복지망 구축,2021.12.21.,"이와 함께 AI 교육지원활용 선도학교, 사제동행 AI 학습 전문적 학습공동체, 자체 콘텐츠 제작과 블렌디드 러닝(대면·비대면 혼합형 학습)을 지원하도록... 교육분야 인공지능 윤리기준을 마련하기로 했다. 또 교육복지 사각지대를 없애고자 초등 돌봄 운영시간을 오후 7시까지로 늘리고, 유치원 방과 후 과정..."
103,"[칼럼] 신뢰할 수 있는 AI, 시스템 개별 특성을 반영한 윤리적 설계로 구현 가...",2021.12.28.,kr *본 칼럼은 저자의 KISDI 심포지엄 토론 내용의 일부를 재구성해 작성되었습니다 인공지능(AI) 기술은 사회 전반에 확산되며 다양한 서비스 분야의... 기술영향평가의 결과는 AI 시스템 개선 과정에서 AI 윤리 원칙이나 시스템 활용 범위 등을 설정하는데 사용될 수 있다. 또한 AI 시스템 활용에 대한 책임...
107,"엔씨소프트, 국내외 기관으로부터 ESG 평가 'A' 등급 획득",2021.12.21.,올해 4월부터 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 'AI Framework' 시리즈를 연중 기획 프로젝트로 진행 중이다. 12월에는 윤송이 CSO(최고전략책임자)와 미국 하버드대에서 '임베디드 에틱스(Embedded Ethics)'를 이끌고 있는 제임스 미킨스(James Mickens)...
113,"정부, '마이크로바이옴'에 10년간 1조투자..임상 기준도 완화",2021.12.28.,"사람 대상의 임상연구에 대한 윤리적 심의 기준을 낮추고, 유전정보 등 민간정보 기준 동의 절차를 개선할 예정이다. 또 바이오 분야 연구 단계에서... 과기정통부는 향후 보건복지부·식품의약품안전처·질병관리청과 협력해 바이오의약품 시험분석법 수탁기관 범위 확대, 인공지능(AI) 기반 의료기술에 대한..."
114,"엔씨소프트, 글로벌 ESG 평가에서 'A' 등급 획득",2021.12.21.,올해 4월부터 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 'AI Framework' 시리즈를 연중 기획 프로젝트로 진행 중이다. 12월에는 윤송이 CSO(최고전략책임자)와 미국 하버드대학교에서 '임베디드 에틱스(Embedded Ethics)'를 이끌고 있는 제임스 미킨스(James...
119,"엔씨, 글로벌 ESG 평가에서 'A' 등급 받은 까닭..""독립적이고 투명한 지배구조...",2021.12.28.,같은해 4월부터 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 'AI Framework' 시리즈를 연중 기획 프로젝트로 진행 중이다. 12월에는 윤송이 CSO(최고전략책임자)와 미국 하버드대학교에서 '임베디드 에틱스(Embedded Ethics)'를 이끌고 있는 제임스 미킨스(James...
120,‘ESG 친환경 도시 경영’ 통한 사회 혁신 [오세혁의 행복도시 만들기],2021.12.21.,"기업이 환경 보호에 앞장서고, 사회공헌을 통해 국가에 기여하며, 법과 윤리를 준수하는 윤리경영을 실천하는 것으로 설명된다. 현재 세계적인... 중인 인공지능(AI) 기반 정보통신산업(ICT) 융·복합 산업단지 조성과 같은 스마트 시티로 변모하는 데도 크게 기여할 것으로 확신한다. 끝으로 국가과제인 지역..."
124,"전문가, ""로봇化 1위 국가, 선제적 AI 윤리 법제화 시급""",2021.12.28.,이번 공동학술대회는 지난 4월16일 한국법제연구원과 유네스코한국위원회 간 교류협력협약서 체결 이후 양 기관 공동연구로 발간된 보고서인 '인공지능(AI) 윤리와 법'의 연구성과를 국내 전문가들과 공유하고 향후 국내 인공지능 관련 규제 방향을 함께 모색하기 위해 마련됐다. 김계홍 한국법제연구원...
125,[김승일의 디지털 광장] 공화주의와 알고리즘,2021.12.28.,그런데 쇼핑몰 사이트가 연관 상품을 추천해 주는 것과 인공지능(AI) 뉴스 추천은 다른 차원에서 다뤄져야 한다. 뉴스는 담론을 형성하는 역할을 수행하기... 공화주의는 공동체 현안에 책임감을 갖고 적극 참여하면서 개인의 자유를 실현하는 정치 윤리에 기반하고 있다. 공화주의에 비춰 볼 때 알고리즘 추천은...
126,내년 유아부터 대학생까지 교육비 부담 경감,2021.12.01.,교육부는 인공지능(AI) 교육을 교육 전 단계에 걸쳐 체계적으로 지원하기 위해 ‘인공지능교육법’ 제정을 추진하고 ‘교육분야 인공지능 윤리기준’도 마련합니다. 대학의 지역혁신역량 강화를 위해서는 ‘지역혁신플랫폼’을 현 4개에서 6개로 확대하고 평생직업교육 거점도 조성합니다. 이밖에 지역산업...
127,"엔씨소프트, MSCI ESG A등급 획득...지속가능경영보고서 발간 영향",2021.12.01.,올해 4월부터 올바른 AI(인공지능) 윤리 정립을 위해 'AI Framework' 시리즈도 연중 기획 프로젝트로 진행 중이다. 글로벌 석학들이 참여해 새로운 관점과 방향에서 본 ESG 경영 지식을 공유하는 프로젝트다. 12월에는 윤송이 CSO(최고전략책임자)와 미국 하버드대학교에서 '임베디드 에틱스'(Embedded...
128,[2022년 한국경제 대전망] 비대면·메타버스·전기차…‘포스트 코로나’ 신성...,2021.12.01.,"전기차와 충전 등 관련 인프라 시장도 핵심산업으로 등장했고, 인공지능 AI와 로봇은 점차 인간의 영역을 대체해 가고 있습니다. 2022년 한국경제 대전망... 얼마 후면 논란이 됐던 챗봇 이루다도 다시 나온다는데 아직까지 AI에게 윤리의식을 요구하고 인간처럼 정교하기를 바라는 것은 무리인 상황이라는 건..."
129,"[2021결산-10대건설] ⑧DL이앤씨, 기업분할 첫해 디벨로퍼 도약 발판 마련",2021.12.01.,대표적으로는 건설 프로세스에 ▲BIM(빌딩정보모델링) ▲인공지능(AI) ▲증강현실 ▲사물인터넷(IoT) 등이다. 이 기술들이 사업의 장벽을 넘어서는... 디벨로퍼로서 글로벌 고객들로부터 신뢰를 구축하기 위해 기존에 운영 중인 윤리경영시스템을 국제 표준에 맞도록 재구축하는데 총력을 기울였다. 각고의...
130,"“가상인간, 디지털 대변인 역할까지 할 것…성장 가능성 무한”",2021.12.01.,"함께 인공지능(AI), 가상현실(VR), 메타버스 등 관련 기술이 발전하면서 이들의 활동 영역도 넓어지고 있다. 실제 가수, 은행원, 쇼핑 호스트, 아나운서 등으로 활동하는 가상인간이 존재한다. 다만, 일각에서는 가상인간의 부작용을 우려하는 목소리도 나온다. 일자리 이슈, 성(姓)·인종 윤리 문제 등이..."
131,[Interview] 도리스 나이스비트 나이스비트 중국연구소 디렉터·엘리너 넬 왓...,2021.12.01.,패권이 미국에서 중국으로 옮겨갈 것이라는 이야기죠.”(도리스 나이스비트 나이스비트 중국연구소 디렉터)“인공지능(AI) 영향력이 향후 10년간 지금의... 지금은 AI와 기술에 대한 윤리적 측면을 고민해볼 시간이기도 하다.” 코로나19 이후 예상되는 위기는. 나이스비트 “도시화와 에너지 위기가 예상된다....
132,"개인정보위, '제56차 APPA 포럼'서 정책 성과 공유",2021.12.01.,"포럼 셋째 날인 3일에는 개인정보처리자의 책임성 준수 및 인공지능(AI)의 윤리적 개발·활용 등에 관한 폭넓은 논의가 이뤄질 예정이다. 윤종인 개인정보위 위원장은 ""APPA 포럼 등 국제적 협력무대를 통해 세계 각국의 개인정보 감독기구와 지속적인 교류·협력을 강화하고, 데이터 경제 시대에 걸맞은..."
133,챗봇 ‘이루다’가 돌아온다,2021.12.01.,혐오발언·개인정보 유출 등으로 논란을 빚었던 인공지능(AI) 챗봇 ‘이루다’가 돌아온다. 21일 스캐터랩은 공식 출시에 앞서 서비스 고도화 등을 위해 내년 1월11일부터 ‘이루다2.0’ 베타 테스트를 진행한다고 밝혔다. 스캐터랩 “윤리 준칙 세웠다...비공개 테스트 진행할 것” 이루다는 ‘친구 같은...
134,[새해 달라지는 것] 근로자 권리 확대…'중대재해처벌법' 시행,2021.12.21.,인공지능(AI) 학습용 자료 310종을 추가로 구축하는 등 '데이터 댐'을 확장하고 국가지식플랫폼인 '디지털집현전'을 내년 하반기 구축에 시범 운영한다.... 내년 하반기에는 '인공지능교육법'과 윤리기준도 제정해 인공지능의 체계적이고 안전한 활용도 준비할 계획이다. [EBN ()]
135,"[2022 계획] 산업부, '탄소중립 이행' 원년…녹색전환 가속화",2021.12.21.,AI 앰뷸런스를 전국에 단계적 배치한다. 정부는 디지털·탄소중립 교육기반을 확충한다. 정부는 초·중·고등학교 전체 학습공간 38만실에 내년 2월까지 기가급 무선망을 구축하고 민간·공공 에듀테크 서비스를 연계·통합한 ‘케이(K)-에듀 통합플랫폼’을 신설한다. 또 내년 하반기 인공지능교육법과 윤리기...
136,"엔씨소프트, 글로벌 ESG 평가 'A'등급... 국내 게임사 최고",2021.12.21.,올해 4월부터 올바른 AI(인공지능) 윤리 정립을 위해 세계적인 석학들의 새로운 관점과 방향을 공유하는 'AI Framework' 시리즈를 연중 기획 프로젝트로 진행 중이다. 이달에는 윤송이 CSO(최고전략책임자)와 미국 하버드대학교에서 '임베디드 에틱스(Embedded Ethics)'를 이끌고 있는 제임스 미킨스(James...
137,내년 2월까지 초중고 모든 교실에 기가급 무선망 구축 완료,2021.12.21.,'인공지능교육법'과 윤리기준을 내년 하반기까지 제정해 인공지능(AI)의 체계적이고 안전한 활용도 준비할 예정이다. 탄소 중립을 뒷받침하는 녹색인프라 전환을 위해 '그린스마트 미래학교'도 내년에 518동을 신규 선정해 사전기획에 들어간다. 올해 선정한 484개교 761동은 사전기획을 마치고 설계와...
138,"대전삼천중 김자연 교사, 2021 대한민국 정보교육상 수상",2021.12.21.,"마스크 착용 감지 AI 만들기, 깨끗한 손씻기 6단계 AI 만들기, 코로나 행동 수칙 번역 프로그램 제작을 통해 사회에서 가치 있게 쓰일 인공지능 프로그램을... 제작, AI를 활용한 문제 해결력 향상 등 정보 수업의 새로운 교수학습 방법 개선에 기여했다. 디지털 공간에서 올바른 정보윤리의식을 형성하여 건강한..."
140,"[M-커버스토리] 이통사·포털, ESG 리딩 컴퍼니 도약 위한 ESG 경쟁 '가열'",2021.12.23.,"네이버는 또 사회 분야에서 기업윤리규범과 인공지능(AI) 윤리준칙, 개인정보 자기통제권 정책, 컴플라이언스 조직 신설과 체계 정립, 2021년 8월 반부패경영시스템(ISO37001) 도입, 직군별 교육훈련 체계 등 인재 양성 프로그램도 이어가고 있다. 카카오는 지난 1월 ESG에 대한 중요성을 인식하고 이사회..."
141,"""황새만 쫓다 가랑이 찢어질라""…한국형 플랫폼 '규제·진흥' 시급 [IT돋보기...",2021.12.23.,"구체적으로 1분과에서는 ▲국내 시장에 적합한 진흥 정책 마련 ▲초거대 인공지능(AI) 개발 모델의 중소기업 활용 및 AI 허브 접근성·활용성 확대 방안... 4분과는 플랫폼의 역기능을 최소화하고 이용자 모두의 편익을 위해 정부가 준비 중인 'AI윤리 자율점검표' 및 'AI 개발안내서', '온라인 검색·추천 서비스..."
142,"민관 ""플랫폼 입법 일변도 규제 지양하고 자율규제해야""",2021.12.23.,또 내년에 초거대 인공지능(AI) 개발모델의 중소기업 활용·지원을 검토해야 한다는 내용도 논의됐다. 전통산업과 전문직·금융·세탁·배달 등 새로운... 플랫폼사들이 개발하고 있는 AI가 공정·투명·신뢰를 확보할 수 있는 방안도 얘기됐다. ①AI윤리 교육 콘텐츠 개발 기준 마련(2021년 12월 ) 및 콘텐츠 제작...
143,"개인정보위, 제56차 APPA 포럼에서 정책 성과 공유한다",2021.12.01.,"포럼 셋째날에는 개인정보처리자의 책임성 준수 및 인공지능(AI)의 윤리적 개발·활용 등에 관한 폭넓은 논의가 이뤄질 예정이다. 윤 위원장은 ""APPA 포럼 등 국제적 협력무대를 통해 세계 각국의 개인정보 감독기구와 지속적인 교류·협력을 강화하고 데이터 경제 시대에 걸맞은 개인정보보호와 활용에 대한..."
144,"한국해양대 LINC+사업단, '제3회 스마트융합기술포럼' 개최",2021.12.01.,"그리고 부산산업과학혁신원 채준원 팀장과 한국인공지능협회 안종훈 AI 윤리 전문위원의 주제발표가 뒤를 이었다. 채준원 팀장과 안종훈 전문위원은 '산학협력 혁신도시 조성을 위한 지역 여건과 지자체 역할', '스마트 해양신도시가 제공해 줄 스마트라이프'에 대해 각각 발표했다. 경갑수 한국해양대 LINC..."
