Unnamed: 0,제목,날짜,본문
76,AI 스스로 '법·제도·윤리적 편향성'까지 판단…원천기술 개발 추진,2021.05.13.,"정부가 이미 구현중인 인공지능(AI) 시스템에 판단기술 등을 설명할 수 있는 기능을 추가하고, 인공기능이 스스로 법과 제도, 윤리적 편향성을 진단하고 효율적으로 제거할 수 있도록 하는 원천기술 개발을 추진한다. 과학기술정보통신부는 13일 오후 서울중앙우체국 스카이홀에서 열린 대통령 직속..."
79,"네이버, 하이퍼스케일 AI 첫 공개",2021.05.13.,"뿐만 아니라 글로벌 AI 리더십 확보를 위한 연구 생태계 조성 계획, ‘올바른’ AI 사용을 위해 네이버가 학계와 함께 설계한 AI 윤리 준칙이 현실에서 적용되고 있는 방식도 함께 공유될 예정이다. ?테크 세션에서는 방대한 양의 한국어 데이터를 학습하는 과정, 검색이나 인공지능 비서(AI Assistant)를..."
82,“제2의 이루다 막겠다”…정부 AI 가이드라인 도입,2021.05.13.,이와 함께 정부 차원에서 AI 윤리교육 과정을 개발해 교육을 진행한다. 현재 ‘카카오 알고리즘 헌장’ ‘네이버 인공지능 윤리’ 등 정보기술(IT) 기업을 중심으로 윤리 원칙을 수립하기 위한 노력이 이뤄지고 있다. 정부는 이를 바탕으로 시민ㆍ전문가 등 다양한 주체의 의견을 수렴할 수 있는 윤리정책...
84,"SKT, AI 추구 가치 제정으로 新 사업 혁신 가속",2021.05.12.,"자문단에는 오병철 연세대 교수(윤리 법학)와 박상철 서울대 교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권, 정보기술), 윤석원 테스트웍스 대표(AI 사회적 기업), 오혜연 한국과학기술원 교수(소셜 컴퓨팅), 김윤 SK텔레콤 최고기술책임자(CTO)가 참가한다. SK텔레콤은 매년 개최하는 ‘ai.x..."
88,"과기부, '신뢰할 수 있는 인공지능(AI) 실현전략' 발표",2021.05.13.,"최근 성차별과 소수자 차별 논란을 일으킨 인공지능(AI) 챗봇 '이루다' 사태 등 AI의 부정적 영향에 대응하기 위해 '신뢰할 수 있는 인공지능 실현전략'이... 있는 인공지능 실현전략'을 발표했다. 이번 전략은 ""누구나 신뢰할 수 있는 인공지능, 모두가 누릴 수 있는 인공지능 구현""을 비전으로, 기술･제도･윤리..."
94,"정부, 인공지능 신뢰성 높여 제2 이루다 사태 막는다",2021.05.13.,기업 입장에서는 인공지능 윤리기준 자체가 추상적인 개념이라 서비스 개발에 어려움을 겪는다. 정부 차원의 인공지능 윤리기준 구체화가 필요한... 중소기업·스타트업을 위해 인공지능 구현 목적의 ‘데이터 확보-알고리즘 학습-검증’을 통합 지원하는 플랫폼도 만든다. 정부는 2018년부터 AI 허브를 통해...
96,막말 하는 인공지능 못 나온다…정부 '신뢰할 수 있는 AI 실현전략' 발표,2021.05.13.,정부도 이번에 ‘신뢰할 수 있는 인공지능 실현전략’을 통해 기술·제도·윤리 3개 부분에서 AI의 신뢰도를 높일 수 있도록 10대 실행과제를 마련했다. 기술적으로는 2026년까지 총 295억 원을 투입해 ‘설명가능’ ‘공정’ ‘견고’ 등 3개 분야에서 원천기술을 개발한다. 이를 통해 기존 시스템에...
97,"SK텔레콤, ‘사람 중심의 AI’ 핵심 이념으로 AI 추구 가치 정립",2021.05.13.,"자문단에는 이번 추구 가치 제정의 자문 역할을 한 오병철 연세대 법대 교수(윤리 법학)와 박상철 서울대 법대 교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권, 정보기술), AI 사회적 기업인 윤석원 테스트웍스 대표, 오혜연 카이스트 전산학부 교수(소셜 컴퓨팅), 김윤 CTO가 참가한다...."
98,'네이버 AI 나우' 25일 개최...초대규모 인공지능 공개,2021.05.13.,"글로벌 AI 리더십 확보를 위한 연구 생태계 조성 계획,‘올바른’AI 사용을 위해 네이버가 학계와 함께 설계한AI 윤리 준칙이 현실에서 적용되고 있는 방식도 함께 공유될 예정이다. 테크 세션에서는 방대한 양의 한국어 데이터를 학습하는 과정,검색이나 인공지능 비서(AI Assistant)를 비롯한 여러 서비스에..."
99,"SKT ""AI설계부터 운영까지 사람이 중심""",2021.05.13.,SK텔레콤이 인공지능(AI) 시대에 맞춰 사람 중심의 윤리를 발표했다. SK텔레콤은 이를 기반으로 사규 반영과 AI 서비스 체크리스트 개발 등 경영 시스템 전반에 적용하는 구체적인 방안을 수립할 계획이다. 13일 SK텔레콤에 따르면 사람 중심의 AI를 핵심 이념으로 하는 AI 추구 가치를 제정했다. AI 추구 가치...
102,[미래생각]인공지능 시대 맞이할 준비해야,2021.05.13.,"인공지능(AI)은 대표적인 4차 산업혁명 대응기술이다. 알고리즘 개선을 통한 인지능력 향상 등 인공지능 기술 자체가 가지는 의미 외에도, 범용 정보기술... 판단되며 인공지능이 사회경제적으로 미치는 부작용, 윤리와 법적 문제, 사회적 영향 등에 대한 논의와 합의는 선제적으로 충분한 준비가 필요함에도..."
105,"SKT, 사람 중심 ‘AI 추구 가치’ 정립… 전사 프로세스 반영 계획",2021.05.13.,"이번 제정의 자문 역할을 한 오병철 연세대 법대 교수(윤리법학)와 박상철 서울대 법대 교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권·정보기술), AI 사회적 기업인 테스트웍스 윤석원 대표, 오혜연 카이스트 전산학부 교수(소셜컴퓨팅), 김윤 SK텔레콤 CTO(최고기술책임자)가 참가한다. 정기..."
108,"정부 '신뢰할 수 있는 AI 실현전략' 마련…""AI 윤리 강화""",2021.05.12.,"있도록 인공지능 윤리교육 총론을 마련하고, 개발자·시민에게 맞춤형 교육도 진행할 예정이다. 개발자, 이용자 등이 업무, 일상생활 속에서 윤리 준수 여부를 자율점검을 할 수 있는 체크리스트도 개발한다. 최기영 과기부 장관은 ""최근 챗봇 사건은 우리 사회가 AI의 신뢰성에 대해 어떻게 대처해야 하는지..."
110,"""제2 이루다 없게"" AI 개인정보 지침서 나온다",2021.05.12.,"빚은 AI(인공지능) 챗봇 서비스 '이루다' 사태의 재발을 막기 위해 팔을 걷어 붙였다. 개인정보보호위원회는 AI 서비스 개발자·운영자들이 지켜야 할... 구체적으로 개인정보보호법과 개인정보보호 중심설계(PbD) 원칙, 과학기술정보통신부의 AI 윤리기준을 바탕으로 △적법성 △공정성 △안정성 △책임성..."
112,[뉴스해설]규제보다 진흥으로 AI 신뢰성 확보 추진,2021.05.13.,"신뢰할 수 있는 AI 실현전략 핵심은 민간에서 인공지능 제품서비스를 구현하는 단계에서 기업과 개발자 등이 신뢰성 구현을 위해 참조할 수 있는 신뢰 확보 기준과 방법론을 제시하고 지원하는 것이다. 과기정통부는 전문가·기업·개발자 등과 복잡한 AI 관련 법·규제와 개인정보보호, 윤리기준 등을 포함한..."
114,"SKT, 'AI 가치 정립'…전사 프로세스 반영",2021.05.12.,"자문단에는 오병철 연세대 법대 교수(윤리 법학), 박상철 서울대 법대 교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권·정보기술), 윤석원 테스트웍스 대표(AI 사회적기업), 오혜연 카이스트 전산학부 교수(소셜 컴퓨팅), 김윤 SKT 최고기술책임자(CTO)가 참가한다. 자문단은 정기 회의를 통해..."
117,"과기정통부, 신뢰할 수 있는 인공지능 실현전략 발표",2021.05.13.,"AI Hub) 플랫폼에서 검증체계에 따른 신뢰 속성별 수준 분석, 실제환경 테스트 등의 기능을 추가 개발·연계해 일괄적으로 지원한다.마지막으로 ③인공지능 신뢰성 원천기술을 개발한다. 이미 구현된 시스템에 인공지능이 판단기준 등을 설명할 수 있는 기능을 추가할 수 있고, 인공지능이 스스로 법･제도･윤리..."
120,구글 ‘AI 윤리 강화’ 나선다… 연구 인원 2배 확대,2021.05.18.,인공지능(AI) 기술 개발에 박차를 가하고 있는 구글이 사내 윤리 문제 연구팀을 대폭 강화하기로 했다. 최근 AI 윤리 이슈가 각국 정부는 물론 정보기술(IT) 기업의 최대 관심사가 되면서 인력과 예산을 투입해 문제 발생 소지를 줄이기로 한 것이다. 매리언 크로크 구글 엔지니어링 담당 부사장은 11일...
121,SKT 'AI 컴퍼니로의 혁신' 선언… '사람' 중심의 AI 이념 설정,2021.05.18.,"교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권, 정보기술), 윤석원 테스트웍스 대표, 오혜연 카이스트 전산학부 교수(소셜 컴퓨팅), 김윤 CTO가 참가한다. 자문단은 정기 회의를 통해 AI 윤리 관련 이슈를 논의하고 AI 적용 시스템을 강화하는 방안을 제안할 예정이다. 또한 5월과 6월 2회..."
122,"네이버, 이달 25일 ‘NAVER AI NOW’ 25일 개최…‘초대규모 AI’ 공개",2021.05.18.,"뿐만 아니라 글로벌 AI 리더십 확보를 위한 연구 생태계 조성 계획, ‘올바른’ AI 사용을 위해 네이버가 학계와 함께 설계한 AI 윤리 준칙이 현실에서 적용되고 있는 방식도 함께 공유될 예정이다. 테크 세션을 통해서는 방대한 양의 한국어 데이터를 학습하는 과정, 검색이나 인공지능 비서(AI Assistant)를..."
123,"'AI 컴퍼니로의 혁신'…SKT, '사람 중심' AI 이념 정립",2021.05.13.,"자문단에는 이번 추구 가치 제정의 자문 역할을 한 오병철 연세대학교 교수(윤리 법학)와 박상철 서울대학교 교수(인공지능법), 김현경 서울과학기술대학교 교수(지적재산권·정보기술), AI 사회적 기업 윤석원 테스트웍스 대표, 오혜연 카이스트 전산학부 교수(소셜 컴퓨팅), 김윤 SK텔레콤 CTO가..."
124,개발과정서 윤리문제 진단… AI 신뢰 확보 기준 만든다,2021.05.13.,"정부가 오는 2025년까지 신뢰 가능한 AI(인공지능) 환경을 조성한다. 안전한 AI 활용 기반을 마련해 사회 전반에 건전한 AI 의식을 확산시키고 AI 강국으로... 있는 AI 실현전략을 마련했다. 정부가 이날 발표한 전략은 '누구나 신뢰할 수 있는 AI, 모두가 누릴 수 있는 AI 구현'을 비전으로 기술·제도·윤리 측면의..."
125,"과기부, 인공지능 인증제 도입하고 개발 가이드북 보급한다",2021.05.13.,"허브(AI Hub) 플랫폼에서 검증체계에 따른 신뢰 속성별 수준 분석, 실(實)환경 테스트 등의 기능을 추가 개발·연계해 일괄적으로 지원한다. 이미 구현된 시스템에 인공지능이 판단기준 등을 설명할 수 있는 기능을 추가할 수 있고, 인공지능이 스스로 법제도윤리적 편향성을 진단하고 효율적으로 제거할 수..."
126,보험연구원 '보험산업의 AI 적용 현황과 과제' 세미나 개최,2021.05.13.,"김규동 보험연구원 연구위원은 보험산업의 AI 윤리문제와 윤리기준 제정 방안을 이야기한다. 홍성호 보험개발원 팀장은 보험산업 AI 적용 현황과 주요 이슈에 대해 말한다. 패널토론에서는 인공지능 적용과 관련한 쟁점사항과 향후 과제를 논한다. 강용성 와이즈넛 대표, 김민기 카이스트 교수, 안수현..."
129,"참여연대·민변 등 120개 시민단체, ""인권·안전·민주주의 보장 AI 정책 마련...",2021.05.13.,"인공지능 제품이 어떻게 개인정보를 오남용하고 사회적 혐오를 재생산할 수 있는지 목격했다. 공공기관과 민간기업이 AI채용을 확대하고 있지만 불합격된 사람은 어떻게 평가받고 탈락됐는지 알 수 없다""며 정보공개의 필요성을 강조했다. 이들은 ""딥러닝 등 특정한 기술적 특성이나 기업의 자율적인 윤리가..."
130,"AI 신뢰성 확보한다… 정부, ‘사람 중심 AI 실현 전략’ 발표",2021.05.13.,최근 인공지능(AI) 챗봇 ‘이루다’가 점화시킨 인공지능 윤리 관련 논의에 정부가 가이드라인을 제시했다. 스타트업 등에 대한 지원과 신뢰성 확보를 위한 기술 개발도 추진한다. 과학기술정보통신부가 지난 13일 대통령 직속 4차산업혁명위원회 제22차 전체회의에서 사람이 중심이 되는 인공지능을 위한...
131,"정부, 신뢰받는 AI 실현전략 마련…규제 보다 '진흥'",2021.05.13.,"또 고위험 인공지능 정의 등 잠재적 위험을 미칠 AI 범주를 설정하고, 서비스 제공 전 해당 인공지능의 활용 여부 고지 의무화를 추진한다. 연구·개발자, 이용자 등이 AI 윤리 준수 여부를 자율점검을 할 수 있는 '체크리스트'를 보급한다. 윤성로 위원장은 ""인공지능 대중화를 위해서는 '신뢰할 수 있는..."
132,"개인정보위, 이달 말 `AI 관련 개인정보보호 자율점검표` 공개",2021.05.13.,"개인정보보호위원회가 'AI(인공지능) 관련 개인정보보호 자율점검표'를 이달 말 발표할 계획이라고 12일 밝혔다. AI 관련 개인정보보호 자율점검표는 AI... 활용과 AI 기술발전에도 대응한다. 윤종인 개인정보위 위원장은 ""최근 AI로 인한 사생활 침해 등 다양한 윤리적 이슈가 발생하고 있고 AI 서비스 개발..."
133,"SKT, ‘사람’ 중심 AI 윤리 사내 적용 천명",2021.05.13.,"지난 2월에는 온라인 세미나를 통해 AI 윤리에 대한 구성원들의 이해도를 높였다. 이러한 과정을 통해 ‘사람 중심의 AI’라는 이념을 핵심으로 한 ‘AI 추구 가치’가 정립됐다. 인공지능 서비스를 활용한 독거노인 돌봄 서비스, 내 주변의 코로나 안전도 확인 서비스인 ‘SafeCaster’ 등 사람을 위한 사회적..."
134,"""누구나 신뢰하고 누릴 수 있는 AI 만든다""",2021.05.13.,"허브(AI Hub) 플랫폼에서 검증체계에 따른 신뢰 속성별 수준 분석, 실 환경 테스트 등의 기능을 추가 개발·연계해 일괄적으로 지원한다. 이미 구현된 시스템에 인공지능이 판단기준 등을 설명할 수 있는 기능을 추가할 수 있고, 인공지능이 스스로 법·제도·윤리적 편향성을 진단하고 효율적으로 제거할 수 있도록..."
135,"SKT, ‘사람 중심' AI 추구 가치 정립…전사 프로세스 반영",2021.05.13.,"자문단에는 이번 추구 가치 제정의 자문 역할을 한 오병철 연세대 법대 교수(윤리 법학)와 박상철 서울대 법대 교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권, 정보기술), AI 사회적 기업인 테스트웍스 윤석원 대표, 카이스트 전산학부 오혜연 교수(소셜 컴퓨팅), 김윤 CTO가 참가한다.자문단은..."
136,네이버의 '초대규모 AI' 공개한다… 'NAVER AI NOW' 25일 개최,2021.05.13.,"뿐만 아니라 글로벌 AI 리더십 확보를 위한 연구 생태계 조성 계획, '올바른' AI 사용을 위해 네이버가 학계와 함께 설계한 AI 윤리 준칙이 현실에서 적용되고 있는 방식도 함께 공유될 예정이다. 테크 세션을 통해서는 방대한 양의 한국어 데이터를 학습하는 과정, 검색이나 인공지능 비서(AI Assistant)를..."
142,[해외 AI대학원] ③ 인공지능의 대부 'MIT'와 AI 윤리 핵심 'UC 버클리',2021.05.13.,"인공지능의 윤리 문제는 1학년 AI 교육과정의 일부로서 인공지능의 미래 방향성을 이끌고자 하는 BAIR 연구자들의 핵심 연구 주제이다. 이 외에도, ▶하버드 대학교(Harvard University) ▶프린스턴 대학교(Princeton University) ▶캘리포니아 공과대학(California Institute of Technology) ▶워싱턴 대학교(University of..."
143,"정부, '제2의 이루다 사태' 근절한다... AI 신뢰성 확보 전략 추진",2021.05.13.,뉴데일리 김동준 기자 = 정부가 혐오 발언 및 개인정보 유출 등의 이슈로 논란이 된 인공지능(AI) 챗봇 '이루다' 사태의 재발을 방지하기 위해 '신뢰할 수... 있는 인공지능 실현을 위한 지원 정책이 조속히 필요하다는 판단 하에 이번 전략을 마련했다. 이번 전략은 지난해 발표한 '인공지능 윤리기준'의 실천방안을...
148,"네이버, '네이버 AI 나우'서 초대규모 AI 공개",2021.05.13.,뿐만 아니라 글로벌 AI 리더십 확보를 위한 연구 생태계 조성 계획과 올바른 AI 사용을 위해 네이버가 학계와 함께 설계한 AI 윤리 준칙이 현실에서 적용되고 있는 방식도 함께 공유될 예정이다. 테크 세션을 통해서는 방대한 양의 한국어 데이터를 학습하는 과정과 검색이나 인공지능 비서를 비롯한 여러...
156,"SKT, '사람' 중심 AI 추구 가치 정립",2021.05.13.,"자문단에는 이번 추구 가치 제정의 자문 역할을 한 연세대 법대 오병철 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI 사회적 기업 테스트웍스 윤석원 대표, 카이스트 전산학부 오혜연 교수(소셜 컴퓨팅), 김윤 CTO가 참가한다...."
157,"‘사람 중심의 AI’…SK텔레콤, 사규에 반영한다",2021.05.13.,SK텔레콤이 제공 중인 다양한 서비스의 PLM 프로세스에도 적용해 서비스 사전 검토부터 고객의 피드백까지 AI가 적용되는 모든 단계에서 윤리성을... 지난 2018년부터 개최한 ai.x컨퍼런스를 통해 ‘사람’을 위한 AI 생태계의 필요성과 AI 오용 예방의 중요성을 강조해 왔다. 또한 인공지능 서비스를 활용한...
160,'위험한 AI' 걸러내는 원천기술 개발·영향평가 추진된다,2021.05.13.,정부는 실현 전략에 담긴 기술·제도·윤리 측면의 3대 전략과 10대 실행 과제를 2025년까지 단계적으로 추진할 계획이다. ━ '알고리즘 설명 가능한 AI' 만드는 원천기술 개발 추진 ━ 정부는 인공지능이 내린 판단에 대해 왜 그런 결과가 도출됐는지를 개발자들이 설명할 수 있도록 해 공정성을 담보하는 것을...
161,"개인정보위, AI 자율점검표 이달 말 공개…'이루다 사태' 재발 막는다",2021.05.13.,"개인정보보호위원회는 인공지능(AI) 서비스 개발자·운영자가 반드시 알아야 할 개인정보보호 법령 상 의무사항과 참고사항 등을 안내하고, 스스로 점검... 활용과 AI 기술발전에도 대응해 나갈 계획이다. 윤종인 개인정보위 위원장은 “최근 AI로 인한 사생활 침해 등 다양한 윤리적 이슈가 발생하고 있는데, AI..."
162,"과기부, 신뢰할 수 있는 AI 인증제 도입…'제2 이루다 사태' 막는다",2021.05.13.,"4차산업혁명위원회는 13일 열린 제22차 전체회의에서 ‘신뢰할 수 있는 인공지능 실현전략’을 발표했다. 기술·제도·윤리 측면의 3대 전략과 10대 실행과제를 2025년까지 단계적으로 추진하겠다는 내용이 담겼다. 이를 통해 AI 활용에서 세계 5위, 신뢰 가능한 사회 세계 10위, 안전한 사이버국가 세계 5위에..."
164,SKT ‘AI 기업’ 혁신 본격화… 추구가치 정립해 사규 반영,2021.05.13.,"자문단에는 이번 추구 가치 제정의 자문 역할을 한 연세대 법대 오병철 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI 사회적 기업인 테스트웍스 윤석원 대표, 카이스트 전산학부 오혜연 교수(소셜 컴퓨팅), 김윤 CTO가 참가한다. SKT 김윤..."
167,"보험연구원, 26일 ‘보험산업의 AI 적용 현황과 과제’ 온라인 세미나",2021.05.13.,"‘보험산업의 인공지능(AI) 적용 현황과 과제’란 주제로 열리는 이번 세미나는 보험산업의 디지털 전환에 있어서 AI의 보험산업 적용 현황을 알아보고... 상무(AI와 보험 비즈니스 전망), 보험개발원 홍성호 팀장(보험산업 AI 적용 현황 및 주요 이슈), 보험연구원 김규동 연구위원(보험산업의 AI 윤리문제와..."
168,"AI 서비스 인증체계 마련···""인공지능 신뢰 확보""",2021.05.13.,"이와 함께 정부는 인공지능 영향평가를 실시하고, 인공지능에 대한 신뢰 확보와 이용자 보호 등을 위한 법·제도 정비도 추진할 계획입니다. (영상취재: 김태형 / 영상편집: 오희현) 또, 인공지능 윤리교육 과정을 개발해 시민과 연구·개발자, 학생 등을 대상으로 교육도 실시할 예정입니다. KTV 문기혁입니다."
169,과기정통부 AI 가이드라인 만드는 변호사들...로펌 최초 AI팀 인터뷰,2021.05.13.,"(왼쪽부터)이수진, 이재규, 마경태 변호사, 김득원 박사, 이상직 변호사.(사진=이하나 기자) 우리나라 인공지능(AI) 윤리 이슈에 불을 지핀 AI 챗봇 이루다가 공식적으로 법적 처벌을 받았다. 개인정보보호위원회는 지난 4월 28일 개인정보보호법 위반을 이유로 이루다 개발사 스캐터랩에 1억330만원 과징금을..."
170,"과기정통부, 인공지능 그랜드 챌린지' 5차 대회 개최...총상금 47억원 규모",2021.05.13.,"있는 AI 기반 기술 확보할 목적으로 연구역량을 직접 검증, 우수팀을 선발한다. 참가팀은 모집기간 동안 인공지능 그랜드 챌린지 홈페이지를 통해... com [관련기사] SKT, AI 회사로서 '사람 중심' 7대 추구 가치 정립 [관련기사] 구글, 게브루 사태 이후 새 전환점 맞나‥ AI윤리팀 인력 두 배로 늘린다"
171,[뉴스투데이 E] 네이버 '인공지능 기술'은 어느 정도일까?…'NAVER AI NOW' 행...,2021.05.13.,"뿐만 아니라 글로벌 AI 리더십 확보를 위한 연구 생태계 조성 계획, ‘올바른’ AI 사용을 위해 네이버가 학계와 함께 설계한 AI 윤리 준칙이 현실에서 적용되고 있는 방식도 함께 공유한다. 테크 세션은 방대한 양의 한국어 데이터를 학습하는 과정, 검색이나 인공지능 비서(AI Assistant)를 비롯한 여러..."
172,"안민석 의원, 4차산업 이끌 AI 인재양성 범정부 지원법 발의",2021.05.13.,최근 AI 인재 양성과 AI교육이 교육정책의 중요한 화두가 되고 있으나 인간 중심 AI교육을 범정부 차원에서 종합적으로 지원하는 법·제도 및 정책은 미흡한 실정이다. '인공지능교육진흥법안'에는 ▶인간 중심의 윤리적 책임을 고려한 인공지능교육을 체계적으로 추진함으로써 인공지능 시대를 주도해 나갈...
174,"[IT오늘] SK텔레콤이 정의한 AI 7대 추구 가치는?…KT, 韓 최초 AI 미디어 관...",2021.05.13.,"자문단에는 △오병철 연세대 법대 교수(윤리 법학) △박상철 서울대 법대 교수(인공지능법) △김현경 서울과학기술대 교수(지적재산권, 정보기술) △AI 사회적 기업 테스트웍스 윤석원 대표 △오혜연 카이스트 전산학부 교수(소셜 컴퓨팅) △김윤 CTO 등이 참여했다. 자문단은 정기 회의를 통해 AI 윤리..."
175,"과기정통부, 'AI 실현전략' 발표…3대 전략‧10대 실천과제 제시",2021.05.13.,"중심으로 AI에 대한 신뢰성 확보를 추진 중이다. 이날 발표된 실천전략은 지난해 발표한 AI 윤리기준의 실천방안을 구체화하고 민간 자율 신뢰성 확보를... 등이 인공지능 제품·서비스 개발 과정에서 혼란을 겪거나 국민이 피해 보는 일이 없도록 AI 신뢰 확보 기준을 명확하게 하겠다""고 밝혔다. 이어 ""기술적..."
176,"보험연구원, '보험산업의 AI 적용 현황과 과제' 세미나 개최",2021.05.13.,"보험연구원이 이달 26일 '보험산업의 인공지능(AI) 적용 현황과 과제'라는 주제로 온라인 세미나를 개최한다고 18일 밝혔다. 보험산업 디지털 전환에서... 상무(AI와 보험 비즈니스 전망), 보험개발원 홍성호 팀장(보험산업 AI 적용 현황 및 주요 이슈), 보험연구원 김규동 연구위원(보험산업의 AI 윤리문제와..."
178,[한상기 칼럼] '신뢰'를 인공지능의 핵심 경쟁력으로 만들자,2021.05.13.,인공지능 윤리를 발표했다. 그러나 이런 원칙이나 가이드라인을 제정한다고 해서 인공지능 기술의 발전을 촉진하는 것은 아니다. 이제 원칙과 가이드라인 얘기는 그만하고 그에 맞는 기술 프레임워크를 개발하는 것이 더 중요하다. '이루다 AI'가 보여준 현재 인공지능 기술의 부족함이나 실 세계에서 적용...
182,"'AI 이루다 사태 예방'에 총력 기울이는 정부, 650억 이상 투입(종합)",2021.05.13.,민간의 인공지능 서비스 구현을 체계적으로 지원하고 이용자가 믿고 안전하게 사용할 수 있도록 제도를 보완하며 사회 전반에 건전한 인공지능 윤리를 확산하는 것이 중점 방향이다. 3대 전략은 ▲신뢰 가능한 AI 구현 환경 ▲안전한 AI 활용 기반 마련 ▲사회 전반의 건전한 AI 의식 확산 등이다. 신뢰 가능한...
183,"국가 'AI 실현전략' 발표…""신뢰성 높이고 민간 인증도 지원""",2021.05.13.,"신뢰할 수 있는 인공지능 실현전략의 비전·목표·추진전략. 사진/과기정통부 먼저 민간 기업·개발자가 개발 과정에서 참고할 가이드북을 보급한다. 개발 단계에서 AI 신뢰성과 관련한 법·제도·윤리사항을 담았고, 이후 이를 검증할 수 있는 절차·방법 등 체계를 마련한다. 아울러 민간 자율의 AI 제품..."
184,"SKT, 'AI 컴퍼니'로 거듭난다…‘사람 중심의 AI‘ 핵심 가치 정립",2021.05.13.,"교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권, 정보기술), 윤석원 테스트웍스의 대표, 오혜연 카이스트 전산학부 교수(소셜 컴퓨팅), 김윤 CTO가 참가한다. 자문단은 정기 회의를 통해 AI 윤리 관련 이슈를 논의하고, AI 적용 시스템을 강화하는 방안을 제안할 예정이다. 또한 5월과 6월 2회..."
186,"SK텔레콤, 사람 중심 AI 추구 가치 정립 나서",2021.05.13.,지난 2월 'AI 윤리'를 주제로 한 세미나에 구성원들이 온라인으로 참여하고 있는 모습. [사진=SKT] SK텔레콤이 인공지능(AI) 회사로 혁신 선언에 발 맞춰 사람 중심의 AI 추구 가치 정립에 나섰다. SKT는 AI 회사로의 혁신을 본격화 하기 위해 AI 서비스 체크리스트 개발 등 경영 시스템 전반에 적용하는...
188,"美, 'AI 관련법' 151건 발의…韓, 4건에 그쳐",2021.05.13.,"그나마 이상민 의원 법안은 '생명윤리' 부문을 다뤘다. 최근 5년 동안 국가연구개발사업을 통해 추진하고 있는 AI 관련 과제는 대폭 증가 추세에 있다. 국회미래연구원에서 제공한 '연도별 인공지능 관련 국가연구개발사업 현황'에 따르면 2016년 151건에서 2017년 313건, 2020년 682건으로 늘었다. 연구의 양적..."
189,[리뷰] 벤처가 대기업을 먹어 치울 시간이 왔다... AI가 바꿔놓을 10년 뒤,2021.05.16.,"인공지능(AI) 기술이 미래 경쟁력의 핵심이라는 것은 삼척동자도 안다. 실제 무인자동차부터 드론, 로봇, 블록체인 등 인간의 일상에 인공지능이 점차... 대표적으로 식물성 단백질을 개발하는 '임파서블푸드'는 가축 도축을 꺼리는 윤리적 인식과 친환경적인 소비 경향으로 인해 점차 소비자를 늘려가는..."
190,[기자수첩] '성숙한' 인공지능 키우려면,2021.05.13.,"이미 구현된 시스템에 인공지능이 판단기준 등을 설명할 수 있는 기능을 추가할 수 있고, 인공지능이 스스로 법･제도･윤리적 편향성을 진단하고 효율적으로 제거할 수 있는 신뢰성 원천기술 개발도 정부에 의해 추진된다. 특히 신뢰성 확보 역량이 떨어지는 중소 AI 개발사들을 위한 가이드북 및 검증 체계..."
191,"네이버, 25일 ‘초대규모 AI’ 첫 공개...슈퍼컴퓨터 성과 공유",2021.05.13.,아울러 ▲글로벌 AI 리더십 확보를 위한 연구 생태계 조성 계획 ▲바람직한 AI 사용을 위해 네이버와 학계가 함께 설계한 AI 윤리 준칙이 현실에서 적용되고 있는 방식도 함께 공유될 예정입니다. 테크 세션을 통해서는 방대한 양의 한국어 데이터를 학습하는 과정·검색이나 인공지능 비서(AI Assistant)를...
192,"AI 원스톱 지원 플랫폼 구축… 사업자등록번호, 공공데이터로 개방한다",2021.05.14.,"제3자가 AI의 신뢰성 관련 법·제도, 윤리·기술적 요구 사항을 확인할 수 있는 개발 가이드북을 제작하는 한편 검증 체계를 마련하고 민간 자율 인증과 공시도 추진한다.이와 함께 국민의 안전이나 기본권에 잠재적 위험을 미칠 수 있는 고위험 인공지능의 범주를 설정하고 해당 기업이 서비스를 제공하기 전에..."
195,"정부, '사람이 중심되는 신뢰할 수 있는 AI 실현전략' 마련",2021.05.14.,"앞서 인공지능 윤리기준은 '인간성을 위한 AI'를 위해 사회구성원이 지켜야 할 3대 원칙(인간 존엄성, 사회 공공선, 기술의 합목적성)과 10대 요건(책임성, 안전성, 투명성)을 제시했다. 이번 전략은 '누구나 신뢰할 수 있는 인공지능, 모두가 누릴 수 있는 인공지능 구현'을 비전으로 기술·제도·윤리 측면의 3대..."
196,"과기부, 4차위 전체회의서 'AI 개발 가이드북 제작·보급' 추진",2021.05.13.,과학기술정보통신부(과기부)는 13일 대통령 직속 4차산업혁명위원회 제22차 전체회의에서 사람 중심이 되는 AI를 위한 '신뢰할 수 있는 인공지능 실현전략'을 발표했다. AI 신뢰 구현을 위한 법제도·윤리·기술적 요구사항을 종합한 인공지능 개발 가이드북을 제작·보급한다는 계획이다. AI가 전 산업·사회에...
