Unnamed: 0,제목,날짜,본문
74,"LG, 인간 존중 등 5대 핵심가치 담은 'AI 윤리원칙' 발표",2022.08.24.,"LG가 AI를 개발하고 활용하는 LG 구성원이 지켜야 할 올바른 행동과 가치 판단 기준이 될 'LG AI 윤리원칙'을 24일 발표했다. 아울러 윤리원칙의... 지난 18일 서울 코엑스에서 열린 '2022 인공지능대학원 심포지엄'에서 이홍락 LG AI연구원 CSAI가 기조 강연을 하고 있는 모습.(사진=LG) LG 측은 ""AI를 개발하기..."
75,디지털시대 필수 덕목 'AI윤리' 배운다,2022.08.24.,"'AI윤리로 배우는 AI윤리'는 인공지능 윤리교육 자료로, 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했다. 경기도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료는 초·중등 수업자료 60편과 전문가 기고문이 담겼으며, 과학기술정보통신부가 발표한..."
76,"경기도교육청, 'AI 윤리교육 자료' 개발·보급",2022.08.24.,경기도교육청(교육감 임태희)이 인공지능(AI) 윤리교육 자료 'AI원리로 배우는 AI윤리'를 개발해 보급했다고 밝혔다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며 도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료에는 초·중등 수업자료 60편과...
77,"LG, 5대 핵심가치 ‘AI 윤리원칙’ 발표…ESG 경영 실천",2022.08.24.,인간존중·공정성·안전성·책임성·투명성 등 핵심가치 AI 윤리 점검 TF 구성…AI 윤리원칙 중요성 전파 LG가 ‘인공지능(AI) 윤리원칙’을 발표하며 환경·사회·지배구조(ESG) 경영 실천의 보폭을 넓히고 있다. LG AI 윤리원칙은 AI를 개발하고 활용하는 LG의 모든 구성원이 지켜야 할 올바른 행동과 가치...
82,"한 발 더 윤리적인 AI ""이루다가 해낸다""",2022.08.24.,"'스캐터랩 AI 챗봇 윤리점검표'는 과기정통부와 KISDI에서 2020년 12월 발표한 <사람이 중심이 되는 인공지능 윤리기준> 의 10대 핵심요건을 기준으로 구성되었으며, 인문학, 공학, 법학을 아우르는 학계 인사를 비롯하여 법조계, 시민단체 등 각계각층 전문가들의 조언을 받았다. 스캐터랩이 AI 챗봇을 기획..."
83,"과기정통부, 제3차 인공지능 윤리정책 포럼 개최",2022.08.24.,과기정통부는 지난 2월 포럼 출범식에서 민간이 AI 제품·서비스를 기획하고 개발하는 과정에서 윤리 실천 및 신뢰성 검증을 위해 참고할 수 있는 'AI 윤리 자율점검표'와 '신뢰할 수 있는 AI 개발안내서'를 공개했다. 이는 AI 활용 목적과 조직의 특수성에 따라 점검항목을 선별·재구성해 활용할 수 있도록...
84,"LG, 인간존중·공정성 등 5대 가치 담은 'AI 윤리원칙' 선정",2022.08.24.,"LG, 인간존중·공정성 등 5대 가치 담은 'AI 윤리원칙' 선정 LG가 ‘AI(인공지능) 윤리원칙’ 발표를 통해 그룹의 ESG 경영을 확대해나가고 있다고 24일 밝혔다. ‘LG AI 윤리원칙’은 AI를 개발하고 활용하는 LG의 모든 구성원이 지켜야 할 올바른 행동과 가치 판단의 기준이 되는 원칙이다.LG는 신뢰할 수..."
85,구광모 회장이 힘 싣는 'AI'... LG '인공지능 윤리원칙' 발표,2022.08.24.,/LG 제공 LG가 24일 5대 핵심 가치를 담은 '인공지능(AI) 윤리원칙'을 발표했다. AI 윤리원칙은 AI를 개발하고 활용하는 LG 구성원이 지켜야 할 올바른 행동과 가치 판단의 기준 원칙이라는 게 LG 측의 설명이다. AI 산업은 구광모 LG 회장의 지원 아래 그룹의 미래성장동력으로 주목받는 분야다. 지난해...
86,"경기도교육청, 인공지능 윤리교육 자료 개발 보급",2022.08.24.,"초·중등 수업자료 총 60편 구성, 전자책으로 제작·배포 경기도교육청(교육감 임태희)이 인공지능(AI) 윤리교육 자료 ‘AI원리로 배우는 AI윤리’를 개발해 보급했다고 밝혔다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며, 도내 초·중등 교원 22명이..."
88,"경기도교육청, 인공지능 윤리교육 'AI원리로 배우는 AI윤리' 개발 보급!",2022.08.24.,경기도교육청이 인공지능(AI) 윤리교육 자료 'AI원리로 배우는 AI윤리'를 개발해 보급했다./ 경기도교육청 제공 경기도교육청이 인공지능(AI) 윤리교육 자료 'AI원리로 배우는 AI윤리'를 개발해 보급했다고 23일 밝혔다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해...
91,'인공지능 개발자를 위한 윤리 지침' 출판,2022.08.24.,"올해 5월 'AI는 양심이 없다'(헤이북스)를 출반해 인공지능 윤리에 대해 고찰했던 서울여대 김명주 교수(정보보호학과, 바른AI센터장)가 '인공지능 개발자를 위한 윤리 지침'을 별책 형태로 추가 출간했다. 윤리 지침은 대학이나 기업에서 인공지능을 개발하는 실무전문가들이 전체 개발과정에서 참조할만한..."
92,"과기정통부, 메타버스 윤리원칙 최종안 연내 공개",2022.08.24.,"제안한 '메타버스 윤리원칙' 초안에 대해 토론했다. 코로나 19로 촉발된 비대면 수요의 급증, 인공지능(AI), 클라우드(Cloud), 가상융합기술(XR) 등 정보통신기술(ICT)의 발전으로 '메타버스' 본격화에 대한 사회･경제･관심이 증가하고, 시장성장 가능성도 밝게 전망되고 있다. 그렇지만 이와 함께 가상의 세계에서..."
93,LG ‘AI 윤리원칙’ 발표… “인간의 자율-존엄성 침해 말아야”,2022.08.24.,인공지능(AI) 기술 발달로 윤리적 문제가 화두로 떠오르자 LG가 5대 핵심 가치를 담은 ‘AI 윤리원칙’을 발표했다. AI를 개발하고 활용하는 LG 구성원들이 지켜야 할 올바른 행동과 가치 판단 기준을 담았다. LG는 △인간존중 △공정성 △안전성 △책임성 △투명성 등 5대 핵심 가치를 내세운 LG AI...
98,"서울디지털재단, AI 서울 포럼 2022 개최",2022.08.26.,"서울디지털재단 강요식 이사장은 ""이번 포럼은 서울의 디지털 전환을 위한 발걸음으로 AI Sharing과 인공지능 윤리 각 분야 최고 전문가들이 모여 서울의 AI 서비스 방향과 디지털 동행을 모색하는 자리""라며, ""서울디지털재단은 앞으로 정례적인 AI 서울 포럼 개최와 함께 디지털 전환의 핵심 기술인..."
99,"LG, 'AI 윤리원칙' 발표···혐오표현 감지 연구도 진행",2022.08.25.,LG는 인공지능(AI)을 개발하고 활용하는 구성원들이 지켜야 할 올바른 행동과 가치 판단 기준을 담은 'AI 윤리원칙'을 24일 발표했다. AI윤리원칙은 고객을 위한 가치 창조와 인간존중의 경영이라는 경영이념을 고려해 5대 핵심 가치를 선정했다고 LG는 설명했다. 5대 핵심 가치는 △AI가 인간의 자율성과...
100,"세계 최초 나만의 'AI 가상 얼굴' 만든다!...라이언로켓, 'IFA 2022'서 버추얼...",2022.08.25.,"자세한 베리미 이용 윤리 강령 내용은 베리미 홈페이지를 통해 확인할 수 있다. 또한, IFA 현장에서 인공지능 기반 콘텐츠 제작 플랫폼 '온에어스튜디오'를 통해 가상인간 콘텐츠 제작도 경험할 수 있다. 영문 텍스트를 입력하기만 하면 라이언로켓의 자체 외국인 AI 가상 모델이 자연스러운 입모양으로..."
101,"""기술 넘어 고객 삶을 더 가치 있게""…LG, 5대 'AI 윤리원칙' 발표",2022.08.25.,"LG가 인공지능(AI)을 개발하고 활용하는 구성원들이 반드시 지켜야 할 올바른 행동과 가치판단 기준을 담은 'AI 윤리원칙'을 24일 발표했다. LG 관계자는 ""신뢰할 수 있는 AI를 개발하기 위해 필수적인 가치와 고객을 위한 가치창조, 인간존중의 경영이라는 경영 이념을 고려해 5대 핵심 가치를 선정했다""며..."
102,"경기도교육청, 인공지능 윤리교육 자료 개발 보급",2022.08.25.,"경기도교육청(교육감 임태희)이 인공지능(AI) 윤리교육 자료 'AI원리로 배우는 AI윤리'를 개발해 보급했다고 밝혔다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며, 도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료에는 초·중등 수업자료 60편과..."
103,"경기도교육청, AI 원리로 배우는 윤리교육 교재 개발·보급",2022.08.22.,"경기도교육청이 인공지능(AI) 윤리 교육을 위한 'AI 원리로 배우는 AI윤리' 교재를 개발해 보급했다고 23일 밝혔다. 이번 교재는 도내 초·중등 교원 22명이 연구·개발에 참여했으며, 초·중등 수업자료 60편과 전문가 기고문이 담겼다. 주요 내용은 ▲인공지능 윤리원칙 수립 ▲인공지능 오남용 예방..."
104,"""AI가 인간 윤리·도덕 존중하게"" LG, 혐오 표현 찾고·설명할 수 있는 AI 만...",2022.08.25.,초거대 인공지능(AI) '엑사원'에 인터넷 커뮤니티에 달린 실제 댓글을 입력하자 이처럼 '판정'했다. 단어뿐만 아니라 문장의 맥락까지 분석해... 대용량의 연산이 가능한 컴퓨팅 인프라를 기반한 엑사원은 대규모 데이터를 스스로 학습해 인간처럼 사고·학습·판단할 수 있는 AI다. 그러나 인간처럼 윤리...
107,"LG ""기술 넘어 윤리적 AI 개발한다""",2022.08.23.,LG AI 윤리원칙. /사진=LG LG가 인공지능(AI)를 개발하고 활용하는 구성원들이 지켜야 할 올바른 행동과 가치 판단 기준을 담은 AI 윤리원칙을 발표하고 ESG(환경·사회·지배구조) 경영을 실천한다고 24일 밝혔다. LG AI 윤리원칙은 AI를 개발하고 활용하는 LG 모든 구성원이 지켜야 할 올바른 행동과 가치 판단...
108,"가이드라인 마련, 전담조직 신설도...'AI윤리' 다듬는 재계",2022.08.23.,"AI윤리는 인공지능 기술이 윤리적으로 활용되고 인간과 공존할 수 있도록 개발하고 운용하는 것을 의미한다. 주요기업들이 AI 기술을 활용한 제품과 서비스를 속속 선보이면서, 과거 혐오 차별 발언으로 논란이 된 '이루다 사건'과 같이 이용자 프라이버시, 기본권 침해 등 ESG 이슈가 발생하지 않도록..."
109,"경기교육청, 인공지능 윤리교육 자료 개발 보급",2022.08.23.,경기교육청이 인공지능(AI) 윤리교육 자료 'AI원리로 배우는 AI윤리'를 개발해 보급했다고 24일 밝혔다. 이 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며 도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료에는 초·중등 수업자료 60편과 전문가...
110,인공지능 챗봇 '이루다 제작사 '스캐터랩' AI 챗봇 윤리점검표 발표,2022.08.24.,"'이루다'의 윤리적 성장 스토리이자 스캐터랩의 AI 윤리 기준을 담은 윤리점검표가 나왔다. 인공지능(AI) 스타트업 스캐터랩(대표 김종윤)은 과학기술정보통신부(장관 이종호. 이하, 과기정통부) 및 정보통신정책연구원(원장 권호열. 이하, KISDI)과 협업하여 개발한 개별 기업 특화 윤리점검표 1호로 '스캐터랩..."
111,"LG, '인간존중'등 5대 핵심가치 담은 'AI 윤리원칙' 발표",2022.08.24.,포쓰저널 서영길 기자 /LG그룹 LG그룹은 신뢰할 수 있는 AI(인공지능)를 개발하기 위해 5대 핵심 가치를 선정하며 'LG AI 윤리원칙'을 발표했다고 24일 밝혔다. LG AI 윤리원칙은 AI를 개발하고 활용하는 LG의 모든 구성원이 지켜야 할 올바른 행동과 가치 판단의 기준이 되는 원칙이다. LG의 AI 윤리원칙 5대...
112,[사이언스프리즘] 인공지능과 윤리의 공존,2022.08.24.,"그 사이 인공지능(AI) 스피커나 반자율주행 자동차도 대중화되고, 스마트폰과 가전제품 등 다양한 분야에서 AI가 활발하게 사용되고 있다. 사람의 뇌신경... 그러나 빛이 있으면 어둠도 있는 것처럼 AI 기술도 엄연한 한계가 있으며 이러한 한계들은 많은 경우 윤리 이슈와 연결되곤 한다. AI 기술이 우리..."
113,"서울디지털재단, ‘AI 서울 포럼 2022’ 개최",2022.08.24.,"‘AI 서울 포럼 2022’는 선착순 200명을 대상으로 사전 참가 접수를 받고 있으며, 참석하지 못하는 시민들을 위해 포럼 영상은 추후 서울디지털재단 유튜브에 공개할 예정이다.서울디지털재단 강요식 이사장은 “이번 포럼은 서울의 디지털 전환을 위한 발걸음으로 AI Sharing과 인공지능 윤리 각 분야..."
114,"경기도교육청, 인공지능 활용 윤리 제시...교육 자료 개발 보급",2022.08.23.,"경기도교육청(교육감 임태희)이 인공지능(AI) 윤리교육 자료를 개발해 보급했다고 23일 밝혔다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했다. 자료는 초·중등 수업자료 60편과 전문가 기고문이 담겼으며, 과학기술정보통신부가 발표한 인공지능 윤리..."
117,"'이루다 사태' 재발 막는다…스캐터랩, AI 챗봇 윤리점검표 발표",2022.08.24.,"△인공지능 10대 윤리기준의 '인권보장', '다양성', '투명성'에 따라 AI 챗봇이 사람들의 삶에 도움이 되는 소통 경험을 제공할 수 있도록 하는지 △편향이나 차별적인 대화가 발견될 경우 검토와 평가 후 반영할 수 있는 일련의 절차가 준비되어 있는지 △알고리즘의 원리 또는 데이터 수집 방법 등 필요한..."
119,"'메타버스 윤리원칙' 초안 공개…""학교 교재, 기업 가이드라인 활용""",2022.08.26.,토론회에는 과기정통부를 비롯해 여성가족부·교육부·외교부·방송통신위원회·경찰청 등 정부 부처와 산업계·법조계·학계·메타버스 유관기관 등 17명의 위원이 참석해 정보통신정책연구원(KISDI)에서 제안한 '메타버스 윤리원칙 초안을 논의했다. 코로나19 확산에 따른 비대면 수요 증가와 인공지능(AI)...
120,"[신간]김명주 서울여대 교수, '인공지능(AI) 개발자를 위한 윤리 지침' 출판",2022.08.26.,"버추얼 휴먼, 인공지능(AI) 면접, 자율주행차, AI 비서 등 AI가 우리의 일상으로 깊이 파고듦에 따라 AI 활용에 따른 어두운 그늘도 사회 전반에 걸쳐... 지난 5월 'AI는 양심이 없다((헤이북스)'라는 화제작 출판으로 AI 윤리의 '대중적' 관심을 불러 일으켰던 서울여대 김명주 교수(정보보호학과, 바른AI센터장)..."
121,"[AI 이슈] KAIST 이상완 교수, '인공지능과 뇌는 어떻게 생각하는가' 출간......",2022.08.26.,무수한 딜레마 상황이 던지는 질문 속에서 인공지능(AI)은 모순을 인지하고 상황을 해체하고 뇌와의 협업을 통해 지식을 재구성하며 지능을 탄생시킨다.... 연계한 인공지능에 대해 탐구하며 통섭을 지향하는 저자의 문제의식은 우리가 처한 기술적·윤리적 딜레마를 풀어가는 데에 의미 심장한 주제를 담고...
122,"서울디지털재단, ‘국제인공지능&윤리협회’ 업무협약",2022.08.17.,"전창배 IAAE 국제인공지능&윤리협회 이사장은 “AI 지능형 도시, 스마트 시티는 결국 기술과 빅데이터를 통해 가능하다”면서 “도시와 시민이 각 분야에서 생성해 내는 빅데이터와 AI기술, 메타버스 기술을 활용하면 도시에서 일어나는 각종 문제를 해결하고, 시민에게 편익을 가져다 줄 수 있다”고 했다."
123,조해진 '인공지능교육진흥법' 제정안 발의,2022.08.17.,"법안은 먼저 '인공지능(AI) 교육'을 △AI 원리, 영향 윤리 등을 이해하는 교육 △AI 활용과 개발 능력 향상 교육 △AI을 활용한 교수·학습·평가와 정책 수립 활동 등으로 정의했다. 이와 함께 △국가나 지방자치단체에 AI 교육 기회 보장, 개인정보 유출 등 역기능 방지, 윤리적 책임, 관련 기관과 협력 책무를 부여..."
124,"국민신뢰 메타버스 모범 세운다…과기정통부, 윤리원칙 수립 토론회 개최",2022.08.26.,"이번 토론회에는 과기정통부 외에 여성가족부, 교육부, 외교부, 방송통신위원회, 경찰청 등의 정부 부처와 산업계, 법조계, 학계, 메타버스 유관기관 등 17명의 위원이 참석하여 정보통신정책연구원(KISDI)에서 제안한 ‘메타버스 윤리원칙’ 초안을 토론했다. 코로나 19로 촉발된 비대면 수요의 급증, 인공지능(AI)..."
127,"인간존중부터 책임·투명성까지...LG, 'AI 윤리원칙' 발표",2022.08.22.,"LG가 인공지능(AI)을 개발하고 활용하는 모든 구성원의 가치판단 기준이 되는 'LG AI 윤리원칙'을 24일 발표했다. 이 원칙은 ▲인간존중 ▲공정성 ▲안전성 ▲책임성 ▲투명성 등 다섯 가지 핵심 가치로 구성된다. LG 측은 ""신뢰할 수 있는 AI를 개발하기 위해 필수적인 가치와 고객을 위한 가치 창조, 인간..."
128,"한동대, ‘인공지능(AI) 시대 차세대 기업가정신 훈련 캠프’ 개최",2022.08.22.,"임팩티브 AI 파트너 최은창, 강서영 박사 등이 참여해 50여 명의 개도국 출신 대학생들을 대상으로 경영, 재무, ICT, 기업 윤리 등의 분야에서 기업가정신... 이번 프로그램 책임자인 지범하 교수는 “이번 창업캠프에는 다양한 전문가를 초빙해 인공지능, 머신러닝 등 4차 혁명 시대 속 필요한 기술을 주제로..."
129,[경기교육소식] 특수학교 영어 원어민 강사 지원·인공지능 윤리교육 자료 보...,2022.08.24.,◆인공지능 윤리교육 자료 개발 보급 경기도교육청이 인공지능(AI) 윤리교육 자료 'AI원리로 배우는 AI윤리'를 개발해 보급했다. 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며 도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료에는 초·중등 수업자료 60편과...
130,LG 'AI 윤리원칙' 발표...인간존중 등 5대 핵심 가치 제시,2022.08.24.,LG AI 윤리원칙 [사진=LG] LG가 인공지능(AI)를 개발하고 활용하는 LG의 모든 구성원이 지켜야할 'AI 윤리원칙'을 발표했다. 24일 LG는 신뢰할 수 있는 AI를 개발하기 위해 필수적인 가치와 '고객을 위한 가치창조'와 '인간존중의 경영'이라는 경영 이념을 고려해 5대 핵심 가치를 선정했다고 밝혔다. LG의 'AI...
131,'尹 정부 ICT 국감' 한달 앞... AI윤리·인앱결제 정리될까,2022.08.24.,"올해 정보통신기술(ICT) 분야 국정감사(국감)는 △디지털 플랫폼 정부 △인공지능(AI) 윤리 △인앱결제 정책 등이 도마에 오를 전망이다. 새 정부 출범과 새로운 국회 원 구성 이후 처음 진행되는 국감인 만큼, 지난 정부에서 추진됐던 ICT 정책에 대한 집중 질의가 예상된다. ■디지털 플랫폼 정부 실효성 논란 18일..."
132,'성장을 지원하는 인공지능'…교육분야 AI 윤리원칙 만든다,2022.08.10.,"교육부는 11일 교육분야 인공지능이 윤리적으로 개발되고 안전하게 활용될 수 있도록, 개발자와 교육당사자들이 함께 준수해야 할 '교육분야 인공지능 윤리원칙'을 확정·발표한다고 10일 밝혔다. 윤리원칙은 지난 1월27일 시안 발표 이후 공청회, 전문가 간담회, 국제 의견 조회 등 광범위한 의견 수렴을 거쳐..."
133,"서울디지털재단, '국제인공지능&윤리협회’ 디지털 윤리 분야 공동 협력",2022.08.10.,"전창배 IAAE 국제인공지능&윤리협회 이사장은 ""AI 지능형 도시, 스마트 시티는 결국 기술과 빅데이터를 통해 가능하다""면서 ""도시와 시민들이 각 분야에서 생성해 내는 빅데이터와 AI기술, 메타버스 기술을 활용하면 도시에서 일어나는 각종 문제들을 해결하고, 시민에게 편익을 가져다 줄 수 있다""고 설명했다."
134,"LG, 인간존중·공정성·안전성·책임성·투명성 등 5대 핵심 가치로 한 'LG 인...",2022.08.24.,"사진은 LG AI연구원이 올해 2월, 초거대 AI 'EXAONE'으로 구현한 AI 아티스트 '틸다'(사진:본지DB) LG가 '인공지능 윤리원칙'을 발표하며 ESG 경영 실천의 보폭을 넓히고 있다. 'LG AI 윤리원칙'은 AI를 개발하고 활용하는 LG의 모든 구성원이 지켜야 할 올바른 행동과 가치 판단의 기준이 되는 원칙으로 신뢰할 수..."
136,"LG, 'AI 윤리원칙' 발표…인간존중 등 5대 핵심가치 담아",2022.08.17.,LG가 AI 윤리원칙을 발표했다. 사진=LG 제공 LG는 24일 인공지능(AI)을 개발하고 활용하는 구성원들이 지켜야 할 올바른 행동과 가치 판단 기준을 담은 'AI 윤리원칙'을 발표했다. 'LG AI 윤리원칙'은 AI를 개발하고 활용하는 LG의 모든 구성원이 지켜야 할 올바른 행동과 가치 판단의 기준이 되는 원칙이다....
137,"서울여대 김명주 교수, `인공지능 개발자를 위한 윤리 지침` 출판",2022.08.17.,"올해 5월 'AI는 양심이 없다'라는 책을 내며 인공지능 윤리의 '대중적' 각성을 일으켰던 서울여대 김명주 교수(정보보호학과, 바른AI센터장)가 '인공지능 개발자를 위한 윤리 지침'을 별책 형태로 추가 출간했다. 이번에 출간된 윤리 지침은 대학이나 기업에서 인공지능을 개발하는 실무전문가들이 전체..."
138,"LG, 인간존중 등 5대 핵심가치 담은 'AI 윤리원칙' 발표",2022.08.17.,"ⓒ 뉴시스 LG는 인공지능(AI)을 개발하고 활용하는 모든 LG 임직원이 지켜야 할 'AI 윤리원칙'을 지난 24일 발표했다. AI 윤리원칙은 신뢰할 수 있는 AI 개발을 위해 필수적인 가치와 '고객을 위한 가치창조', '인간존중의 경영'이라는 경영 이념을 고려했다는 게 회사 측 설명이다. 5대 핵심 가치는 △AI가..."
139,"""메타버스 역기능 해소하는 윤리원칙 수립이 관건""",2022.08.25.,"이번 토론회에는 과기정통부 외에 여성가족부, 교육부, 외교부, 방송통신위원회, 경찰청 등의 정부 부처와 산업계, 법조계, 학계, 메타버스 유관기관 등 17명의 위원이 참석해 정보통신정책연구원(KISDI)에서 제안한 '메타버스 윤리원칙' 초안을 토론했다. 코로나 19로 촉발된 비대면 수요의 급증, 인공지능(AI)..."
140,"태평양, 업무 자동화 위해 AI 솔루션 도입",2022.08.25.,"태평양 관계자는 ""현재는 영문-한글 또는 한글-영문으로만 번역이 가능하지만, 향후 다국어 시스템으로 확장할 방침""이라고 설명했다. [관련 기사]이상직 변호사, AI와 공존의 길 찾다...'나는 인공지능을 변호한다' 출간 [관련 기사]LG, AI 윤리 점검 TF 발족...연구진 대상 윤리원칙 교육 강화"
141,AI 이미지 생성기 무료 공개는 위험?...악용 소지 커 논란,2022.08.26.,(사진 : 셔터스톡) 오픈소스로 제공되는 인공지능(AI) 이미지 생성기가 윤리 문제를 야기할 수 있다는 지적이 일고 있다. 안전장치 없이 누구나 이용할 수 있도록 공개하는 것은 범죄에 악용될 소지가 크다는 것이다. 미국 IT 매체 테크크런치는 25일(현지시간) 스테빌리티 AI(Stability AI)가 최근 오픈소스로...
142,"교육부, 교육분야 인공지능 윤리원칙 발표",2022.08.10.,"교육부가 교육분야 인공지능(AI) 관련 윤리원칙을 확정·발표했다. 10일 교육부는 교육분야 인공지능을 윤리적으로 개발·활용될 수 있도록, 개발자와 교육당사자들이 함께 준수해야 할 '교육분야 인공지능 윤리원칙'을 만들었다. 지난 1월 시안 발표 이후 공청회, 전문가 간담회, 국제 의견 조회 등을 거쳐..."
143,"[AI 주간 브리핑] AI 황금시대, 새 기술 봇물",2022.08.10.,한 주간 주요 인공지능(AI) 동향을 가 정리해 드립니다. [AI 주간브리핑]을 보시며 주요 AI 이슈를 만나보세요. 본문 내 제목을 클릭하면 자세한 기사... 그래서 요즘이 AI의 황금시대라고 업계 전문가들이 말하고 있습니다. 새 AI기술들은 그러나 윤리 문제나 부작용을 동반합니다. 지난 주에도 여러...
145,[게시판] 서울디지털재단-국제인공지능＆윤리협회 업무협약,2022.08.17.,"(IAAE)는 서울스마트시티센터에서 디지털 윤리 실현을 위한 업무협약(MOU)을 체결했다. 양 기관은 이달 29일 열리는 'AI 서울 포럼 2022'를 공동 주최한다. 이어 인공지능(AI), 메타버스를 비롯한 디지털 분야 윤리를 대상으로 한 연구, 개발, 캠페인 등 다양한 분야에서 함께한다. (서울=연합뉴스)"
148,“기계가 왜 떨어트렸지” AI면접 잣대 몰라 취준생들 한숨,2022.08.10.,전창배 IAAE 국제인공지능&윤리협회 이사장은 “AI가 학습한 데이터가 차별과 혐오가 없는 완전무결한 데이터가 되기엔 불가능해 편향이 생길 수밖에 없다”며 “알고리즘을 만드는 인간 역시 주관이 있어 완벽하지 않아 공정한 결과가 나오지 않을 가능성도 높다”고 말했다. 실제 미국의 세계 최대...
149,"서울디지털재단, 'AI 서울 포럼 2022' 개최…'스마트 서울과 AI 쉐어링' 주제",2022.08.10.,"이번 포럼은 학계 전문가들과 함께 ‘AI 쉐어링(연합학습) 기반의 스마트도시 인공지능 기술’의 동향을 살펴보고 앞으로 시민과 인공지능이 공존하기 위해 필요한 ‘AI 윤리’에 대해 심도있게 논의하고자 마련됐다. 포럼은 총 2부로 진행되며, 주제발표에 앞서 ▲서울디지털재단 강요식 이사장 개회사..."
150,"경기도교육청, 'AI원리로 배우는 AI윤리' 보급",2022.08.10.,"도교육청은 인공지능(AI) 윤리교육 자료 'AI원리로 배우는 AI윤리'를 개발해 보급했다. 자료는 인공지능에 대한 학생들의 인식을 확대하고 올바른 인공지능 활용 방법 학습을 위해 개발했으며, 도내 초·중등 교원 22명이 연구·개발에 참여했다. 자료에는 초·중등 수업자료 60편과 전문가 기고문이 담겼으며..."
151,"한전 전력연구원, 디지털솔루션·인공지능 신뢰성 높인다",2022.08.10.,"디지털솔루션, 인공지능의 시험·인증과 연구역량 공유를 위해 손을 잡았다. 최근 전력서비스 분야에 AI, IoT, 빅데이터와 클라우드 등 첨단 ICT 솔루션의... 하지만 이러한 기술에 장애나 결함이 발생할 경우 예상치 못한 사회적, 윤리적 이슈가 생길 수 있어 그 파급효과도 클 수 있다. 따라서 기술의 성능과..."
152,"티라로보틱스, 싱가포르 AI보틱스 2022 전시회 참가…컨퍼런스 강연",2022.08.22.,AI보틱스는 인공지능과 로봇 분야 혁신기술을 공유하고 책임있는 사용과 활용으로 더 나은 생활환경 조성과 사람과 로봇의 협업을 논의하는 컨퍼런스 및 전시회다. 올해에는 윤리적이고 책임감있는 AI와 로봇 혁신을 검토하기 위해 세계 전문가가 한자리에 모여 기술과 프로젝트를 논의하고 선보인다....
153,초‧중등 정보교육 '컴퓨터언어‧소프트웨어(SW)‧인공지능(AI)교육' 확대,2022.08.22.,"(영재 육성) 영재학교·과학고 대상 소프트웨어(SW)·인공지능(AI) 특화 교육과정을 운영(2022. 시범) 하고, 영재학급도 확대 운영(2025. 70개)한다. 디지털... (디지털 교육환경) 「인공지능교육진흥법」과 「교육분야 인공지능 윤리기준」을 마련하고 디지털 기반 교수학습 통합 플랫폼 및 마이포트폴리오..."
157,"싱가포르 정부, 스마트 국가 'AI 혁신' 위해...구글클라우드와 AI 분야 최초의...",2022.08.10.,"이러한 노력은 싱가포르의 AI 윤리적 사용 자문 위원회에 구글이 참여하고 조직 및 AI 모델에 발생할지도 모르는 인공지능의 위험을 관리하는 데 도움을 줄 것이다. 특히, 이번 윈-윈 콜라보레이션으로 싱가포르는 구글의 심층적인 인공지능 기술 전문 지식과 투자 혜택을 받는 반면..."
158,"메타버스 윤리 원칙, 시장 발전 막을까?…자율 규제 기반 윤리 원칙 적용에 초...",2022.08.10.,"◆메타버스 초안에 담긴 중심 가치=26일 과학기술정보통신부(이하 과기정통부) 주관으로 메타버스 경제 활성화 민관 태스크포스(TF)와 메타버스 얼라이언스 윤리제도분과 합동 토론회가 개최됐다. 코로나19로 촉발된 비대면 수요 급증, 인공지능(AI), 클라우드, 가상융합기술(XR) 등 정보통신기술(ICT) 발전으로..."
159,"교육부, ‘교육분야 AI 윤리원칙’ 최초 마련...“윤리논란 선제대응”",2022.08.18.,교육부가 오는 11일 교육분야 인공지능(AI)이 윤리적으로 개발되고 안전하게 활용될 수 있도록하는 윤리원칙을 발표할 예정이다. 서울 강남구 세텍에서 열린 ‘2022 상반기 글로벌 일자리 대전’ 관계자들이 지난 4월 21일 인공지능(AI)을 이용한 모의면접 서비스 시연을 하고 있다. (사진=뉴스1) 교육부는...
