Unnamed: 0,제목,날짜,본문
72,"과기부, 신뢰할 수 있는 AI 인증제 도입…'제2 이루다 사태' 막는다",2021.05.13.,"4차산업혁명위원회는 13일 열린 제22차 전체회의에서 ‘신뢰할 수 있는 인공지능 실현전략’을 발표했다. 기술·제도·윤리 측면의 3대 전략과 10대 실행과제를 2025년까지 단계적으로 추진하겠다는 내용이 담겼다. 이를 통해 AI 활용에서 세계 5위, 신뢰 가능한 사회 세계 10위, 안전한 사이버국가 세계 5위에..."
76,"SKT, '사람' 중심 AI 추구 가치 정립",2021.05.14.,"AI를 선도하겠다는 의지를 반영했다. SKT는 이달 중 AI 추구 가치를 사규에 반영해 전 구성원이 경영활동 근간으로 삼도록 하고, 상반기 내 전사 교육... 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI 사회적 기업 테스트웍스 윤석원..."
78,"‘사람 중심의 AI’…SK텔레콤, 사규에 반영한다",2021.05.13.,"반영...AI 체크리스트 개발 SK텔레콤은 5월 중 AI 추구 가치를 사규에 반영해 전 구성원이 경영활동의 근간으로 삼도록 하고, 상반기 내 전사 교육 과정을... 지난 2018년부터 개최한 ai.x컨퍼런스를 통해 ‘사람’을 위한 AI 생태계의 필요성과 AI 오용 예방의 중요성을 강조해 왔다. 또한 인공지능 서비스를..."
82,"AI 서비스 인증체계 마련···""인공지능 신뢰 확보""",2021.05.13.,"이와 함께 정부는 인공지능 영향평가를 실시하고, 인공지능에 대한 신뢰 확보와 이용자 보호 등을 위한 법·제도 정비도 추진할 계획입니다. (영상취재: 김태형 / 영상편집: 오희현) 또, 인공지능 윤리교육 과정을 개발해 시민과 연구·개발자, 학생 등을 대상으로 교육도 실시할 예정입니다. KTV 문기혁입니다."
85,'신뢰할 수 있는 AI 실현 전략' 마련...원천기술 개발 핵심,2021.05.13.,"윤리적으로는 '카카오 알고리즘 헌장' '네이버 인공지능 윤리' 등 IT 기업을 중심으로 민간 차원에서 윤리원칙을 수립하기 위한 노력이 이뤄지고 있다. 정부는 이를 토대로 사회 전반에 건전한 AI 의식이 확산할 수 있도록 AI 윤리교육 과정을 개발해 교육을 실시하고, AI 윤리 실천지침 체크 리스트를 보급하며..."
86,"SK텔레콤, 사람 중심의 AI 추구 가치 제정 선언",2021.05.13.,"지난 2월에는 온라인 세미나를 통해 AI 윤리에 대한 구성원들의 이해도를 높였다. 이러한 과정을 통해 ‘사람 중심의 AI’라는 이념을 핵심으로 한 ‘AI 추구 가치’가 정립됐다. 또한 인공지능 서비스를 활용한 독거노인 돌봄 서비스, 내 주변의 코로나 안전도 확인 서비스인 ‘SafeCaster’ 등 사람을 위한..."
90,"'AI 이루다 사태 예방'에 총력 기울이는 정부, 650억 이상 투입(종합)",2021.05.13.,건전한 인공지능 윤리를 확산하는 것이 중점 방향이다. 3대 전략은 ▲신뢰 가능한 AI 구현 환경 ▲안전한 AI 활용 기반 마련 ▲사회 전반의 건전한 AI 의식... 위한 'AI 사회적 영향평가'도 도입할 계획이다. 사회 전반의 건전한 AI 의식 확산을 위해 과기정통부는 AI 윤리교육 등을 강화하고 일상업무 활용에서 AI가...
91,"정부, '사람이 중심되는 신뢰할 수 있는 AI 실현전략' 마련",2021.05.13.,이미지=픽사베이 정부가 4차 산업혁명을 견인하는 범용기술인 인공지능(AI)의 부정적 영향에 대응하기 위한 '신뢰할 수 있는 인공지능 실현전략'을... 또 정부는 사회 전반에 건전한 인공지능 의식이 확산할 수 있도록 인공지능 윤리교육 총론을 마련하고 개발자·시민에게 맞춤형 교육도 진행할 예정이다. 아울러...
92,"SKT, '사람' 중심의 AI 추구 가치 정립",2021.05.13.,"AI를 선도하겠다는 의지를 반영했다. SKT는 5월 중 AI 추구 가치를 사규에 반영해 전 구성원이 경영활동의 근간으로 삼도록 하고 상반기 내 전사 교육... 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI 사회적 기업인 테스트웍스 윤석원..."
93,"정부, ‘사람이 중심되는 신뢰할 수 있는 AI 실현전략’ 마련",2021.05.13.,제품서비스 개발검증인증단계 따라 신뢰확보 기준 제시지원2025년까지 단계적 추진 정부가 4차 산업혁명을 견인하는 범용기술인 인공지능(AI)의 부정적... 또 정부는 사회 전반에 건전한 인공지능 의식이 확산할 수 있도록 인공지능 윤리교육 총론을 마련하고 개발자시민에게 맞춤형 교육도 진행할 예정이다....
94,[한상기 칼럼] '신뢰'를 인공지능의 핵심 경쟁력으로 만들자,2021.05.13.,인공지능 윤리를 발표했다. 그러나 이런 원칙이나 가이드라인을 제정한다고 해서 인공지능 기술의 발전을 촉진하는 것은 아니다. 이제 원칙과 가이드라인 얘기는 그만하고 그에 맞는 기술 프레임워크를 개발하는 것이 더 중요하다. '이루다 AI'가 보여준 현재 인공지능 기술의 부족함이나 실 세계에서 적용...
95,"SKT, 'AI 컴퍼니'로 거듭난다…‘사람 중심의 AI‘ 핵심 가치 정립",2021.05.13.,"교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권, 정보기술), 윤석원 테스트웍스의 대표, 오혜연 카이스트 전산학부 교수(소셜 컴퓨팅), 김윤 CTO가 참가한다. 자문단은 정기 회의를 통해 AI 윤리 관련 이슈를 논의하고, AI 적용 시스템을 강화하는 방안을 제안할 예정이다. 또한 5월과 6월 2회..."
96,"국가 'AI 실현전략' 발표…""신뢰성 높이고 민간 인증도 지원""",2021.05.13.,"신뢰할 수 있는 인공지능 실현전략의 비전·목표·추진전략. 사진/과기정통부 먼저 민간 기업·개발자가 개발 과정에서 참고할 가이드북을 보급한다. 개발 단계에서 AI 신뢰성과 관련한 법·제도·윤리사항을 담았고, 이후 이를 검증할 수 있는 절차·방법 등 체계를 마련한다. 아울러 민간 자율의 AI 제품..."
100,"SKT, 사람 중심 AI 이념 설정…AI 컴퍼니 혁신 본격화",2021.05.16.,"SK텔레콤은 이달 중 AI 추구 가치를 사규에 반영하여 전 구성원이 경영활동의 근간으로 삼도록 하고, 상반기 내 전사 교육 과정을 수립하여 AI... 교수(윤리 법학)와 박상철 서울대 법대 교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권, 정보기술), AI 사회적 기업인 테스트웍스의 윤석원 대표..."
103,"갈수록 문턱 높아지는 글로벌 AI 규제…""결국 시장의 선택이 관건""",2021.05.14.,"◆ ""가이드라인 제시하며 AI 산업 싹 키울 때"" 정부가 이번에 제시한 '신뢰할 수 있는 인공지능 실현전략'을 보면, 신뢰구현 법제도·윤리·기술적 요구사항을 종합한 AI 개발 가이드북이나 AI 윤리기준 실천을 위한 윤리 교육 강화 및 개발자·이용자용 체크리스트는 얼핏 강화된 규제처럼 보인다는..."
105,"SKT, AI 회사로서 '사람 중심' 7대 추구 가치 정립",2021.05.13.,"있는 AI 기술을 열린 자세로 더 빠르게 적용, 도입해 선도할 수 있는 환경 조성을 하기 위해 추구하는 가치다. SKT는 5월 중 관련 교육을 구성원에게... 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI 사회적 기업인 테스트웍스 윤석원..."
106,"신뢰할 수 있는 인공지능, 모두가 누릴 수 있는 AI 구현... 정부, 3대 전략 1...",2021.05.13.,"이하, 과기정통부)는 13일, 대통령 직속 4차산업혁명위원회 제22차 전체회의에서 '사람이 중심이 되는 인공지능(AI)을 위한 신뢰할 수 있는 인공지능... 담은 인공지능 윤리교육 총론을 마련하고, 이를 토대로 연구·개발자, 일반시민 등 맞춤형 윤리 교육을 개발·실시한다. ▷주체별 체크리스트를 마련..."
107,안민석 국회의원 '인공지능기술 인재 양성 교육진흥법' 대표발의,2021.05.13.,위한 '인공지능교육진흥법안'을 대표 발의했다고 밝혔다. 안민석 의원에 따르면 최근 AI 인재 양성과 AI 교육이 교육정책의 중요한 화두가 되고 있으나 인간 중심 인공지능 교육을 범정부 차원에서 종합적으로 지원하는 법·제도 및 정책은 미흡한 실정이다. 인공지능교육진흥법안은 인간 중심의 윤리적 책임을...
108,"""AI 컴퍼니로의 혁신""...SKT, ‘사람’ 중심의 AI 추구 가치 정립",2021.05.13.,"SKT는 5월 중 AI 추구 가치를 사규에 반영하여 전 구성원이 경영활동의 근간으로 삼도록 하고, 상반기 내 전사 교육 과정을 수립해 AI 추구가치를... 교수(윤리 법학)와 박상철 서울대 법대 교수(인공지능법), 김현경 서울과학기술대 교수(지적재산권, 정보기술), AI 사회적 기업인 윤석원 테스트웍스 대표..."
109,"""제2의 이루다 사태 막자""... 이제 AI 서비스도 인증 받아야",2021.05.10.,"있는 인공지능 실현전략’을 발표했다. 과기정통부는 2025년까지 추진할 3대 전략과 10대 실행과제를 제시했다. 먼저 이루다 사태의 재발을 막기 위해 AI 기술이 접목된 제품과 서비스를 구현할 때 참고할 수 있는 가이드북을 내놓는다. 개발사들은 이를 통해 관련법과 제도, 윤리, 기술적 요구사항을 파악할..."
110,[기고] '사회적 가치 지향 인공지능(AI)' 확산을 통한 'K-인공지능 윤리 플랫...,2021.05.31.,윤리 교육으로 구성된다. 다음과 같이 과기정통부의 인공지능 윤리기준의 10대 핵심 요건 중 일부는 사회적 인공지능(AI-Social Tech) 인증 요건 이행을 통해 확립될 수 있다. ■ 인공지능 윤리기준의 요건 2 '프라이버시 보호'와 요건 7 '데이터 관리' : 인공지능이 학습한 데이터양이 그 품질과 활용에 막대한...
111,[해외 AI대학원] ② 카네기멜론(CMU): 머신러닝 학과의 효시,2021.05.31.,기술의 윤리적인 쟁점을 다루는 수업 등 다양한 하위 분야를 다루는 수업이 훨씬 많았습니다. 아무래도 학부가 한국 대학과 비교해 훨씬 크기 때문에... 국내 인공지능 대학원이 개선해야 할 점과 함께 설명 부탁드립니다. 김명언 님: CMU AI 교육을 받는 동안 과목별로 나오는 과제의 양도 많고 깊이도 깊어...
112,"인공지능협회, 사회적 인공지능 위한 업무협약 체결",2021.05.31.,"한국인공지능협회와 유엔(UN) 지속가능발전해법 네트워크 한국지부(SDSN Korea)가 5월 3일 서울 안암동 고려대학교에서 사회적 인공지능(AI) 발굴 및... 이와 함께 사회적 인공지능 제품, 서비스, 기업을 지속적으로 발굴하며 사회적 인공지능 생태계 발전을 위한 교육, 세미나, 전시회, 경진대회, 해외 진출..."
115,제2의 `이루다 사태` 막는다… AI 자율점검표 공개,2021.05.31.,"AI(인공지능) 서비스의 개발과 운영 시 발생할 수 있는 개인정보 침해를 예방하기 위한 안내서가 나왔다. 혐오·차별 발언과 개인정보 유출로 논란을 빚은... AI의 대규모 데이터의 처리, 복잡성·불투명성, 자동화·불확실성 등 개인정보 처리 특성을 고려해 개인정보 보호법과 과학기술정보통신부의 AI 윤리기준..."
118,"[기획연재]① 내년 모집 정원 2배 늘린다, 세계 AI연구 주도하는 KAIST AI대학...",2021.05.31.,소위 '이루다 사건'이 전국민에게 이슈가 된 만큼 AI 윤리 교육도 시작한다. 이번 가을학기부터 KAIST 인공지능대학원생들은 오혜연 교수의 AI 윤리 과목을 들을 수 있다. 작년 뉴립스(NeurIPS)에 채택된 한국 논문 60%는 KAIST에서 나왔습니다. -KAIST 인공지능대학원 정송 원장- 정송 KAIST 인공지능대학원장(사진...
119,"‘국민 플랫폼’ 카카오, ESG 닻 올렸다",2021.05.31.,2월엔 인공지능(AI) 윤리 교육을 시행했다. 인권경영선언문엔 국제연합(UN)의 △세계인권선언 △유엔기업과 인권이행지침 △국제노동기구(ILO) 선언에 관한 국제적 원칙을 담았다. 적용 범위는 카카오 본사는 물론 국내외 계열사와 그 구성원을 포함한다. 비즈니스 파트너에게도 ILO가 권고하는 노동 원칙이...
120,SKT ‘AI 기업’ 혁신 본격화… 추구가치 정립해 사규 반영,2021.05.31.,"AI를 선도하겠다는 의지를 반영했다. SKT는 5월 중 AI 추구 가치를 사규에 반영해 전 구성원이 경영활동의 근간으로 삼도록 하고, 상반기 내 전사 교육... 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI 사회적 기업인 테스트웍스 윤석원..."
121,"""포털 AI 알고리즘 투명해야""...검증은 온도차",2021.05.31.,포털의 인공지능 알고리즘이 투명하게 공개돼야 한다는데 전문가들의 의견이 모아졌다. 네이버와 카카오 역시 투명한 알고리즘 정책을 갖추고 있다는... 윤리헌장을 공포했고 사내 직원 교육도 이어가고 있다”고 답했다. 네이버 최재호 이사는 “편향성을 해소하기 위해 언론사 직접 편집을 도입했고 AI 편집은...
122,"[IT오늘] SK텔레콤이 정의한 AI 7대 추구 가치는?…KT, 韓 최초 AI 미디어 관...",2021.05.13.,"협력하며 AI를 선도하겠다는 의지가 포함됐다. SK텔레콤은 이달 내 AI 추구 가치를 사규에 반영하고, 상반기 내 전사 교육 과정을 수립하고 해당... 자문단에는 △오병철 연세대 법대 교수(윤리 법학) △박상철 서울대 법대 교수(인공지능법) △김현경 서울과학기술대 교수(지적재산권, 정보기술) △AI..."
123,"[코로나 시대 뉴노멀 2.0] 한국 사회, '뉴노멀 2.0'에 대비하라",2021.05.13.,"친환경과 지속가능한 경제, 기업의 책임 경영, 사회적 불균형·역차별 해소, 나라별·지역별 갈등·격차 완화, 빅데이터·인공지능(AI) 등 4차 산업혁명의... 산업통상자원부에 따르면 한국의 ESG 지표(K-ESG)에는 ▲기업의 사회적 책임 ▲임직원의 다양한 채용·교육·역량 개발 노력 ▲사업장 안전 등 근로환경..."
124,"서울과학기술대학교, '2021 대한민국 혁신기관' 선정",2021.05.31.,"'EPiC 졸업요건제'는 서울과기대 3대 인재상인 윤리적 인재(Ethic), 실천적 인재(Practicality), 창의적 인재(ideal Creativity)를 양성하기 위한 제도이다. '디스커버리학기제'는 4차 산업혁명의 변화에 대응해 신설된 신규 학기제다. 여름방학 기간을 3개월로 확대해 프로그램 기반 코딩스쿨, AI 인공지능스쿨..."
125,"개인정보위, AI서비스 개발·운영시 단계별 점검…'AI 자율점검표' 배포",2021.05.31.,"개인정보보호위원회는 업계의 의견을 수렴하고 전문가 및 전체회의 논의 등을 거쳐 '인공지능(AI) 개인정보보호 자율점검표(개발자/운영자용)'를... 이 자율점검표는 개인정보보호법과 과학기술정보통신부의 AI 윤리기준, 개인정보보호 중심설계(PbD) 원칙을 반영해 전 과정에서 지켜야 할 6대 핵심 원칙(적법성..."
131,"""뉴스 추천 중단할 수 있냐"" 질문에 네이버·카카오 답은",2021.05.27.,"2018년 카카오 알고리즘 윤리헌장을 발표했고 전 직원이 알고리즘 교육을 받고 있다. 더 투명하게 공개하도록 계속 검토하겠다""고 답했다. 정필모... 대신 인공지능이 어떤 목적을 갖고 있는지 구체화하는 논의는 중요하다""고 했다. 김동원 언론노조 정책실장도 ""소스코드까지 공개하는 것은 어렵다고 본다""며..."
132,[Who Is ?] 김영문 한국동서발전 사장,2021.05.13.,"구체적으로 마약 판독에 인공지능(AI)을 도입하면서 관련 조직을 보강하는 방안 등을 추진했다. 관세청이 조직화·국제화된 마약 밀수를 막기 위해... 김영문은 2019년 4월 한국경제 인터뷰에서 ""인천세관의 관련 업무 담당자를 모두 교체하는 한편 청렴과 부정청탁 회피 요령을 가르치는 교육을 했다""며..."
133,"SKT, 사람 중심 'AI 추구 가치' 정립…AI컴퍼니 전환 가속화",2021.05.13.,"SK텔레콤은 이달 중 AI 추구 가치를 사규에 반영, 전 구성원이 경영활동의 근간으로 삼도록 하고 상반기 내 전사 교육 과정을 수립하여 AI 추구가치를... 자문단에는 연세대 법대 오병철 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI..."
135,"이루다 사태 재발 막는다…개인정보위, AI 자율점검표 발표",2021.05.13.,대화형 인공지능(AI) 챗봇 '이루다' 관련 사태의 재발 방지 장치가 마련됐다. 민간기업이 AI 서비스 개발과 운영 간 발생할 수 있는 개인정보 침해를... 정부의 'AI윤리기준'을 반영했다. AI 서비스 기획·설계 단계에 PbD 원칙을 적용하고 개인정보영향평가를 수행하도록 했다. PbD 원칙은 제품과 서비스를...
137,"SK텔레콤, '사람 중심 AI' 추구 가치 정립...AI 컴퍼니로 혁신 본격화",2021.05.13.,"SKT는 이달중 AI 추구 가치를 사규에 반영해 전 구성원이 경영활동의 근간으로 삼도록 하고, 상반기 내 전사 교육 과정을 수립하여 AI 추구가치를... 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI 사회적 기업인 테스트웍스 윤석원 대표..."
139,"AI 보안 1기 석사학위를 노려라, 동국대 국제정보보호대학원 입학전형 실시",2021.05.13.,"인공지능 도입 및 확산 가속화될수록 인공지능 윤리, 인공지능 보안 등 중요성도 커져동국대학교 국제정보보호대학원, 1기 인공지능보안 석사과정... 특히, 올해 새롭게 개설된 인공지능보안전공의 경우 1기 수강생을 모집하고 있으며, 교육 수료 시 국내에서 처음으로 ‘인공지능보안’ 분야의..."
140,도마 오른 ‘포털 알고리즘 공정성’…“투명하게 공개” “남용 우려”,2021.05.13.,"있다”면서 “인공지능(AI)은 단순 기계가 아닌 사람과 상호작용을 하는 시스템이기 때문에 사람한테 요구하는 것을 그대로 요구할 필요가 있다”고 말했다. 그러면서 “데이터가 가진 공정성을 누가 판단해야 하냐고 한다면, 근본적으로 소비자도 교육시키고, 연구개발자와 정부가 모두 모여 모니터링하는 것이..."
141,"[테마캠퍼스/가톨릭대학교] ""의생명·4차 산업혁명 첨단 클러스터 구축 '총력...",2021.05.13.,졸업생들은 △인공지능 프로그래밍 △지능형 소프트웨어 개발 △의료 AI 시스템 프로그래밍 △게임프로그래밍 △드론 개발 △로봇공학 기술... 윤리적 리더 양성 위한 체계적 교양 교육 가톨릭대의 교양 교육은 윤리적 품성과 창의적 문제 해결 능력 함양에 초점을 둔 자체 특화 교육 브랜드로 명성이 높다....
142,[Who Is ?] 이용섭 광주광역시 시장,2021.05.13.,"광주에 인공지능(AI), 신재생에너지산업을 육성하고, 상생형 일자리를 늘리기 위해 온힘을 쏟고 있다. 수도권 집중화에 대응하기 위해 광주시와 전남의... '광주형 일자리'는 노사민정 대타협을 통해 노동자 임금을 낮추는 대신 주택·교육·의료 등을 지원해 실질적 임금을 높여주는 일자리 정책을 말한다...."
143,"정부, ‘신뢰할 수 있는 AI 실현전략’ 발표··· “이루다 사태 재발 막는다...",2021.05.13.,"정부가 ‘신뢰할 수 있는 인공지능(AI) 실현전략’을 발표했다. 개인정보를 오·남용한 AI 챗봇 서비스 ‘이루다’나 가짜뉴스 확산 및 불법 포르노... 10대 실행과제는 AI 제품·서비스 구현 단계별 신뢰 확보 체계 마련 및 AI 학습용 데이터의 신뢰성 제고, AI 윤리 교육과 주체별 체크리스트 마련 등이다. AI..."
144,SKT 사람 중심 AI 추구 가치 제정,2021.05.13.,"SK텔레콤은 ‘사람 중심의 인공지능(AI)’을 핵심으로 하는 AI 추구 가치 제정을 선언하고, AI 컴퍼니로의 혁신을 본격화한다고 13일 밝혔다. SK텔레콤이... 전사 교육 과정을 수립할 계획이다. 다양한 분야의 전문성을 반영하기 위해 자문단도 구성했다. 자문단은 정기 회의를 통해 AI 윤리 관련 이슈를..."
145,학생 맞춤형 공간·교육 통해 '세종 고교학점제' 선도한다,2021.05.12.,"반곡고는 2020년에 교과특성화학교로 지정돼 2년째 AI·국제교류 중점 교육과정을 운영하고 있다. 미래 사회를 이끌어나갈 인공지능 창의융합형 인재를... 속에서 인공지능의 윤리적 결정에 대한 사회적 인식, 딥페이크 기술의 양면성 등에 대해 심도 있게 토의해 인공지능 사회에서 요구되는 윤리 의식을..."
146,"서울과학기술대학교, '대한민국 혁신인물(기업·기관) 브랜드 대상' 수상",2021.05.12.,"다양한 교육적 경험을 유도하는 한편, 서울과기대 3대 인재상인 ▲윤리적 인재(Ethic) ▲실천적 인재(Practicality) ▲창의적 인재(ideal Creativity)와 6대... 기존 2개월이던 여름방학기간을 3개월로 확대하여 4개 분야 ▲파이썬 등 프로그램 기반 코딩스쿨 ▲AI 인공지능스쿨 ▲메이커스 기반 창업스쿨 ▲반도체 및..."
149,"'제2의 이루다 막자'…개보위, AI 개발자 위한 자율점검표 마련",2021.05.12.,개인정보보호위원회(개보위·위원장 윤종인)는 12일 인공지능(AI) 서비스 개발자·운영자를 위한 'AI 관련 개인정보보호 자율점검표'를 이달 말 발표할... AI 개발자·운영자는 단계별 체크 항목에 따라 자율적으로 관계 법령 준수사항 등을 점검할 수 있으며 교육 등에도 활용할 수 있다. 특히 AI 스타트업 등...
150,“AI 컴퍼니 DNA로 싹 바꾼다”…SK텔레콤 탈바꿈 첫 걸음,2021.05.12.,"SK텔레콤이 ‘인공지능(AI) 컴퍼니’로 도약하기 위해 ‘사람 중심의 AI’를 핵심으로 하는 7대 AI 이념을 마련했다. 올 초 박정호〈사진〉 SK텔레콤... 아울러 ‘지속혁신’은 AI 기술과 사회 환경에 대응해 AI를 선도하겠다는 의지를 반영했다. ▶사규 반영, 구성원 교육…‘AI 체질개선’ 속도= SK텔레콤은..."
151,"SKT, ‘사람’ 중심의 AI 가치 추구",2021.05.12.,전사 교육 과정을 수립하여 AI 추구가치를 내재화하도록 할 계획이다. SKT는 이번 AI 추구 가치에 다양한 분야의 전문성을 반영하기 위해 전문가 자문단을 구성했다. 자문단에는 이번 추구 가치 제정의 자문 역할을 한 연세대 법대 오병철 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법)...
156,포스텍 소통과 공론 연구소 2021년 정기 심포지엄 개최,2021.05.13.,"2부에서는 POSTECH 환경공학부 최원용 교수와 서울대 철학과 천현득 교수가 '지속가능한 환경과 과학기술', '인공지능에서 윤리가 왜 문제인가'라는... 통해 공적 가치로 수렴될 수 있기를 희망한다""고 전했다 포스텍 소통과 공론 연구소 2021년 정기 심포지엄 개최 ▲교육전문신문 베리타스알파 [베리타스알파=]"
157,"[생생경제] 메타버스에 사는 포노사피엔스 (최재붕, 김상균 교수)",2021.05.13.,그래서 심지어는 오프라인이 더 좋다는 교육까지 강제로 얘들 학교에 안 보내잖아요? 이거 하나를 보더라도 인류가 이 새로운 디지털 공간으로 이... ◆ 최재붕> 그런데 사실 지난 10년 간 인공지능이 도입되면서 과연 일자리가 없어졌느냐하는 문제를 보면 늘었다는 게 통계 결과입니다. 대표적인 게 이제 번역에...
159,"개인정보위, 이달 말 `AI 관련 개인정보보호 자율점검표` 공개",2021.05.12.,"개인정보보호위원회가 'AI(인공지능) 관련 개인정보보호 자율점검표'를 이달 말 발표할 계획이라고 12일 밝혔다. AI 관련 개인정보보호 자율점검표는 AI... AI 개발자·운영자는 단계별 체크항목에 따라 자율적으로 점검할 수 있으며, 교육 등에도 활용할 수 있다. 개인정보위는 향후 AI 업계의 개인정보보호 관련..."
160,"[전문] ""코로나 위기 최단 기간 극복"" 임혜숙 과기부 장관 후보자, 5G 전국망...",2021.05.12.,"위기를 타개하기 위해 “전 분야에서 데이터 댐과 인공지능의 접목 등 디지털 혁신 인프라를 시급히 확충하고 각계에서 필요로 하는 인공지능(AI)... 저는 지난 30여 년간 디지털 전환의 핵심이 되는 초고속통신과 차세대인터넷 분야에서 기술 발전과 인력 양성에 매진해 온 연구자이자 교육자로서, 결국 세상을..."
162,"SK텔레콤, 사람 중심의 'AI 컴퍼니' 전환 선언",2021.05.12.,"5월 중 이와 같은 내용을 사규에 반영, 전 구성원이 경영 활동의 근간으로 삼도록 하는 것과 함께 상반기 내 교육 과정을 수립하여 내재화하도록 할... 교수(윤리 법학)와 서울대 법대 박상철 교수(인공지능법), 서울과학기술대 김현경 교수(지적재산권, 정보기술), AI 사회적 기업인 테스트웍스 윤석원 대표..."
170,"개인정보위, 개발·운영자 'AI 개인정보보호 자율점검표' 이달 말 공개",2021.05.12.,"뉴스토마토 = 김동현 기자 | 개인정보보호위원회는 인공지능(AI) 서비스 개발·운영자가 알아야 할 개인정보보호 법령상 의무사항과 참고사항 등을... AI 개발·운영자는 단계별 체크항목에 따라 자율적으로 점검할 수 있고, 교육 등에도 활용할 수 있다. AI 관련 개인정보보호 6대 원칙. 사진/개인정보위 AI 관련..."
176,"SK텔레콤, ‘사람’ 중심 AI 추구 가치 정립…‘AI 컴퍼니’ 혁신 본격화",2021.05.04.,"선언하고 인공지능(AI) 컴퍼니로의 혁신을 본격화한다고 밝혔다. SK텔레콤은 이를 기반으로 사규 반영 및 AI 서비스 체크리스트 개발 등 경영 시스템... 우선 이달 중 AI 추구 가치를 사규에 반영해 전 구성원이 경영활동의 근간으로 삼도록 하고, 상반기 내 전사 교육 과정도 수립할 계획이다. 또한 이를..."
177,인천대 현장맞춤형 실전문제연구단 제5기 연구팀 발대식 개최,2021.05.04.,"‘2017년도부터 시작된 본 사업은 바이오, 인공지능, 빅데이터 등 연구 분야를 중심으로 산업체 및 지역사회로부터 도출된 연구주제 수행을 위한... 연구 윤리 의식 제고를 위한 교육이 함께 실시됐다. 연구단 관계자는 5년차를 맞아 더욱 성숙된 연구 성과가 기대된다. 또한 산학협력 기반 지역 문제 해결..."
178,"개인정보위, AI 개발자‧운영자가 점검할 수 있는 개인정보보호 기준 제시",2021.05.04.,"이하, 개인정보위)는 인공지능(AI) 서비스 개발자 및 운영자가 반드시 알아야 할 개인정보보호 법령 상 의무사항과 참고사항 등을 안내하고, 스스로 점검... AI 개발자·운영자는 단계별 체크항목에 따라 자율적으로 점검할 수 있으며, 교육 등에도 활용할 수 있다. 특히, AI 스타트업 등 중소기업은 '개인정보..."
179,환경·빈곤 등 인류문제 해결 세계 최고 스타트업 가린다,2021.05.04.,"(AgTech), 교육, 헬스케어, 교통·스마트시티, 기반 기술(Enabling Tech), 클린테크(CleanTech) 등 7개 부문 결승무대로 진행된다. 부문별 우승자 선정과는 별개로 특별상 수상 기업도 선정한다. 특별상이 수여되는 분야는 코로나19 혁신, 여성 창업가, 윤리적 인공지능(Ethical AI), 포지티브 홈(Positive Home) 등이다...."
180,"서울사이버대, K-MOOC 12개 과정 공개강좌 실시",2021.05.04.,이는 4차 산업혁명과 웹 문학 시대의 수요에 맞춰 웹스토리 작가 관련 교육·역량을 강화할 수 있는 과정으로 구성됐다. 또한 인공지능(AI)강좌인 '인공지능 윤리'(컴퓨터공학과 이성태 교수 외 1인) 강좌는 인공지능 기술의 발전과 함께 적극적으로 논의해야 하는 인공지능 윤리를 다룬다. 서울사이버대는...
181,"임혜숙 장관 후보자 ""디지털 뉴딜 성공으로 대한민국 대전환 기여""",2021.05.04.,"온라인 교육‧종교‧문화 활동을 폭넓게 지원하고, 원활한 재택근무 환경도 확산시켜 나가겠다""고 설명했다. 또한 ""취약계층의 통신비 부담 경감과 디지털 역량 제고 지원, 정보통신망 안전과 사이버 보안에 만전을 기하겠다""면서 ""플랫폼 경제에서의 이용자 보호, 인공지능 시대 윤리와 신뢰성 제고 등 4차..."
182,"[종합] 임혜숙, 청문회서 진땀…野 ‘여자 조국’ 맹공",2021.05.04.,"정부 지원금 수주를 목적으로 학술지에 중복 게재했다는 의혹에 대해서는 “이공계 연구윤리 및 출판윤리 매뉴얼에 따르면 석·박사 학위 논문의 학술지... 5G부터 10기가 인터넷 품질문제, OTT 부처 주도권을 비롯해 코로나19 백신 공급, 인공지능(AI)‧소프트웨어(SW) 인재양성 등 과기정통부를 둘러싼 다양한..."
