Unnamed: 0,제목,날짜,본문
78,[디지털라이프] ‘이루다’ 논란 통해 본 AI와 윤리,2021.01.13.,"한 ‘인공지능(AI) 윤리기준’을 확정했다. 정부·공공기관, 기업, 이용자 등 모든 사회구성원이 AI 개발~활용 전 단계에서 함께 지켜야 할 주요 원칙과... 방송통신위원회는 14일 AI 서비스에서 이용자 보호를 가장 큰 원칙으로 삼고 이용자 교육, 사업자 컨설팅, 제도 개선 등을 추진해 나가겠다고 밝혔다...."
79,"카카오, AI 윤리 논쟁 속 ""증오 발언 근절"" 선언",2021.01.13.,"카카오의 이번 조치는 이른바 '이루다 사건'으로 인공지능(AI) 윤리 논쟁이 뜨거운 상황에서 나온 것이어서 업계 선례로 작용할 전망이다. 최근 AI 스타트업... 또 ""증오 발언을 근절하기 위해 앞으로도 정책, 기술, 서비스 기획 및 디자인을 고도화하겠다""며 ""사내 교육과 모니터링도 강화하겠다""고 덧붙였다."
80,"인공지능윤리협회 “이루다, AI 가이드라인 어겨…서비스 중단해야”",2021.01.11.,"성희롱 대상이 되거나 혐오, 차별 발언 등으로 논란이 된 인공지능(AI) 챗봇 ‘이루다’와 관련해 한국인공지능윤리협회가 서비스 중단을 촉구하고... 인식시켜주고 교육시켜 주는 것이 필요하다”고 조언했다. 끝으로 협회는 “AI 제품과 서비스 출시 전 최종적으로 중립적인 AI 윤리 전문 검수 기관을 통해 AI..."
81,"[이루다가 남긴 것⑦]업계도 ""윤리적 AI 필요"" vs ""인간부터 반성해야""",2021.01.13.,"업계 수장들은 이번 논란을 두고 'AI가 윤리원칙을 지켜야 한다'는 의견과 '결국 인간부터 반성해야 한다'는 의견을 펼치고 있다. 이와 함께 이루다 서비스... 남궁 대표는 ""이루다는 교육을 목적으로 만들어낸 인공지능 슈퍼컴이 아니다. 앞으로 수없이 출시될 여러 AI 캐릭터 중 하나일 뿐""이라며 ""이 캐릭터..."
82,"한국인공지능윤리협회-동서대SW중심대학사업단, AI 인력양성을 위한 공동협력...",2021.01.07.,"AI와 AI윤리의 활성화를 위한 학술대회 및 컨퍼런스의 공동 개최 등을 진행하기로 했다. 한국인공지능윤리협회는 인공지능 윤리와 안전 문제에 대한 연구, 인증, 교육, 전파 사업을 활발히 펼치고 있는 비영리기관으로 작년 과학기술정보통신부에서 발표한 국가 인공지능 윤리기준안 제정에 참여한 바 있으며..."
84,[생활속과학]인간 아닌 AI를 왜 사람들은 '인간적'으로 대할까?,2021.01.14.,"정부도 사람이 '인공지능을 통해 외로움을 줄이고, 위로받는' 돌봄 효과에 주목해 디지털 돌봄 시범 사업과 돌봄 로봇 개발 사업을 추진 중이다. '이루다'에 대한 사람들의 친밀감은 특별한 현상이 아니라 이미 널리 퍼져있는 현실이다. 이루다 논란은 단순히 AI의 혐오 메시지 표출하지 않는 '윤리적 AI..."
87,인공지능 서비스 이용자 보호가 우선돼야,2021.01.14.,"한국인공지능윤리협회는 AI 챗봇으로 인해 AI의 편향성, 개인정보 유출, 악용 등 AI 윤리 문제가 논란이 됐으며 AI 서비스를 만드는 기업들과 이용자들이 AI... 방송통신위원회는 사람중심의 AI서비스가 제공되고, AI서비스가 활용되는 과정에서 이용자 보호원칙이 지켜질 수 있도록, 이용자‧사업자 대상 교육..."
88,"'성노예' 논란 이루다 개발사 스캐터랩 ""AI 윤리에 부합 노력""",2021.01.18.,"보안 교육을 하는 등 노력하겠다""고 강조했다.그러면서 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 덧붙였다.스캐터랩은 연애 분석 앱 ‘연애의 과학’으로..."
89,"청년 인식 조사 결과, ""88%, AI 개발자 윤리 교육 필요하다""",2021.01.25.,"최근 인공지능(AI) 챗봇 '이루다' 서비스가 '개인정보 유출 논란' 등 인공지능 윤리에 대한 문제에 휩싸여 해당 업체가 데이터베이스 전량 및 딥러닝... 조사 결과, AI 윤리 교육을 받아야 하는 대상을 묻는 질문에 88%가 개발자라고 답했고, AI 기업인이 81%, 전공 교수/연구원 75%, 정부정책입안자 72%, 일반시민..."
90,"인공지능윤리협회 ""AI 윤리 어긴 이루다, 서비스 중단하라""",2021.01.25.,"또한 이러한 내용을 초중고등학교 청소년 시기부터 인공지능 윤리 교육을 통해 가르치고, 새로운 AI윤리 이슈들에 대해 모든 시민 대상의지속적인 교육을 통해 해결해 나가야 한다. AI 기술은 인간의 편익과 행복을 위한 기술이지만 잘못 개발되거나 사용될 때의 인간에게 미치는 위험성과 역작용이 막대할..."
91,"KT, 세계적 AI·로봇 석학 영입...""1등 디지코 도약""",2021.01.25.,"데니스 홍 교수는 미국 국립과학재단(NSF)의 '젊은 과학자상', 'GM 젊은 연구자상', '미국자동차공학회(SAE) 교육상' 등을 수상한 석학이다. 세계적인... 한보형 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한..."
92,[CES 2021]첨단 기술 향연 속 경계 목소리..윤리·정보보호 강조,2021.01.25.,"제도와 윤리의식이 뒤따르는 속도는 늦다고 한 목소리를 냈다. 정보 개방·공유가 불가피한 현대사회에서 기술 만능주의를 경계하고 제도개선과 교육이... 하산 테테 국방부 합동 인공지능센터 박사는 “지난해부터 AI 윤리적용을 위한 정책이 필요하다”면서 “HIPPA와 같은 책임과 공평, 통제 가능한 범주에서..."
93,"AI 개발자 대상 윤리교육 필요 88%, 정부 AI 기업·개발자 대상 윤리교육 규제...",2021.01.12.,"/미래경영청년네트워크 조사 인공지능(AI) 챗봇 '이루다' 사태로 AI 윤리 교육이 필요하다는 인식이 확산되는 가운데, AI 개발자에 대한 윤리교육이 꼭 필요하다는 의견이 약 90%로 압도적으로 높았다. 또 AI 관련 규제는 기업의 자율 규제보다는 정부나 공공기구가 해야 한다는 의견이 더 많았다. 반면..."
94,"AI 이루다 논란 ""개발자 윤리 강화"" vs ""이용자 윤리 돌아봐야""",2021.01.13.,"이와 함께 AI 개발자가 윤리 원칙의 중요함을 인식해야 한다고 강조하고 이에 대한 정부나 지자체의 교육이 필요하다고 강조했다. 이 교수는 ""정부에서... 김태영 인공지능팩토리 대표는 AI를 대함에 있어 사람을 대하는 것과 동일한 윤리를 적용할 필요가 있다고 말했다. 김 대표는 ""이번 논란은 새로운 기술을..."
95,AI 얼마나 알고 있나?... 청년들 '인공지능윤리교육 필요하다!',2021.01.13.,"전공교수·연구원 75%, 정부정책입안자 72%, 일반시민 68%, 초중고대학생은 63%의 결과로 사회의 모든 구성원에게 인공지능윤리교육이 시행되어야 함을 보여줬다. '개인적으로 중요한 결정을 AI 에게 맡길 수 있느냐?'의 질문에 아니다 46%, 보통이다 35%, 그렇다 12%, 잘모른다에 7%가 답변하였다. 인공지능이 사회에..."
96,"""AI 사회적 책임 점검기회"" vs ""규제로 혁신 가둬선 안돼""",2021.01.13.,"""(남궁훈 카카오게임즈 대표) 성희롱, 소수자 증오, 개발자 윤리의식 부재 등의 숱한 논란을 낳은 AI(인공지능) 챗봇서비스 '이루다'와 관련해 IT업계... 그는 이번 이루다 논란의 반성 주체는 AI가 아닌 현 사회라고 지적했다. 남궁 대표는 ""이루다는 교육을 목적으로 만들어낸 인공지능 슈퍼컴이 아니다. 앞으로..."
101,"AI채봇 '이루다', 윤리숙제 남기고 떠났다",2021.01.04.,이루다의 윤리 인식은 현 세대의 인식 문제과 맞닿아있는 만큼 마녀사냥식으로 접근해서는 안된다는 것이다. 남 대표는 자신의 페이스북에 “이루다는 교육을 목적으로 만들어낸 인공지능 슈퍼컴이 아니다”라며 “앞으로 수 없이 출시될 여러 AI 캐릭터 중에 하나일 뿐”이라고 설명했다. 이어 그는 “이...
103,[fn광장] 인간과 자연을 위한 AI 윤리교육,2021.01.26.,"OECD가 AI는 인간과 지구에 모두 이롭게 작동해야 한다고 천명한 것에 주목해 인천재능대는 AI 윤리교육을 강화하기 위해 학생들이 교양강좌로 이수할 수 있도록 2021년부터 '미래사회와 인공지능과 윤리'를 신설한다. AI 윤리교육을 학교교육에만 맡겨둘 것이 아니라 공무원교육, 기업교육, 과학기술교육..."
104,유치원에서 실버세대까지…인공지능 평생교육,2021.01.04.,"조선대 SW중심대학사업단이 광주시 남구청과 함께한 '2020 인공지능 활용 평생교육을 위한 AI·SW 교육' 프로그램을 마무리했다. 19년에 체결한 AI·SW... 학생들이 AI·SW에 대해 관심을 갖고 SW 기초역량이 향상되는 것을 느끼고 있다""며 ""AI에 대한 관심이 날로 높아지는 만큼 2021년에는 AI 이해, AI 윤리 등..."
106,"방통위, 인공지능 정책기반 마련",2021.01.04.,"대상 교육·컨설팅을 지원하고 AI윤리규범 등을 구체화해 제도개선을 추진할 계획이라고 밝혔다. 최근 AI 채팅로봇의 혐오·차별적인 표현, AI 채팅로봇에 대한 이용자의 성희롱성 발언 등이 사회적으로 큰 논란을 일으킨 바 있다. 이와 관련해 사업자·이용자·정부 등 지능정보사회 구성원 모두가 AI윤리의..."
107,"오컴의 면도날, 그리고 ‘AI 문맹’ 극복을 위한 조건들",2021.01.05.,"저는 2000년에 이투스라고 하는 한국의 온라인 교육 기업을 창업을 했던 한국 온라인 교육 1세대입니다.◆ 김성민 : 오늘, AI(인공지능) 문맹률에 관한... ◆ 김성민 : 이렇게 이해를 못 하는 것 자체를 인공지능 또는 디지털 문맹 이렇게 볼 수가 있다는 그런 말씀으로 해석을 해볼 수 있을 것 같아요. 윤리적인..."
108,[Opinion] AI 챗봇으로 중간 점검해보는 AI 발전 방향 [문화 전반],2021.01.04.,어쩌면 AI 이루다가 남긴 것은 앞으로 우리가 인공지능을 어느 방향으로 발전시켜야 하는지 알려준 것이 아닐까. 자료 출처 [경향신문/21.01.10] 여성·인종·소수자 차별 민낯 보여준 챗봇 ‘이루다’…성희롱 논란이 ‘AI 윤리’ 문제로 확산[연합뉴스/21.01.11] 성희롱·혐오논란에 3주만에 멈춘 '이루다'…AI윤리...
109,"[긴급진단] 인공지능 '이루다' 사태... 이경전 교수, ""세상은 그런 과정을 거...",2021.01.25.,"20대의 여성으로 포지셔닝한 상태이고, 개인적 대화를 목적으로 하지, 교육이나 계몽을 목적으로 출시되지 않았으므로, 이루다가 어떤 사상과 행위를... 공개를 아예 안한 이들 회사들보다 훨씬 실력과 윤리가 뛰어나다. 한국의 인공지능과 스타트업계는 이루다의 중지 상태에 대해 안타깝게 생각하며..."
110,[데일리픽] 테슬라 모델Y 1분기 국내 출시…20년 후 일자리 절반 AI가 대체,2021.01.25.,"■이루다 논란 재발 막는다…정부 AI 윤리 제도 개선 추진 최근 인공지능 챗봇 서비스 '이루다'의 AI 윤리 및 개인정보보호 논란이 불거지는 가운데, 방송통신위원회가 관련 제도 개선에 나선다. AI 이용자와 사업자에게 교육과 컨설팅을 지원하고 AI 윤리규범을 구체화하는 등 정책기반을 마련하기로 했다...."
111,조선대 SW중심대학사업단-광주시 남구청‘2020년 AI 활용 평생교육 위한 AI·...,2021.01.25.,"‘2020 인공지능(AI) 활용 평생교육을 위한 AI·SW교육’ 프로그램을 성황리에 마무리했다. 앞서 조선대 SW중심대학사업단은 광주광역시 남구청과... 이어 “AI에 대한 관심이 날로 높아지는 만큼 2021년에는 AI이해, AI윤리 등 유치원에서 실버세대에 이르기까지 전 생애에 걸쳐 골고루 교육이..."
112,[Opinion] 인공물에 윤리적인 입장을 취할 필요성 - 20살 여대생 '이루다' [문...,2021.01.25.,"커뮤니티 이용자들은 ‘이루다 참교육’ ‘성노예 만드는 법’ 등의 제목으로 이루다와 가학적 대화를 주고받을 수 있는 공략법, 후기 인증 등을 줄지어... ai는 인권이 없다. 그러나 인공지능에 인권이 없다는 사실이 우리가 인공지능에 아무 혐오적 표현을 다 내뱉는 것을 정당화해도 된다는 뜻은 아니다. 법적..."
113,"포스트 코로나 시대, 비즈니스 성공 열쇠는 ‘AI’와 ‘자동화’",2021.01.25.,"게다가 챗봇은 시간에 따라 패턴을 학습하기 때문에 문제 해결 속도와 능력을 계속해서 개선할 수 있고, 이를 통해 제품 개선 및 직원 교육을 지원할... --------------------------------------------------------------- 인공지능 인기기사 ->기고 | 인공지능(AI)의 간략한 역사 ->현실화되는 직장 속 인공지능··· 다음 동료는..."
114,"과학기술정보통신부 ‘인공지능(AI) 윤리기준’ 마련, 발표…3대 원칙·10대 ...",2021.01.25.,"과학기술정보통신부(장관 최기영, 이하 과기정통부)와 정보통신정책연구원이 사람이 중심이 되는 ‘인공지능(AI) 윤리기준’을 마련, 발표했다. 지난... 향후 윤리기준의 현장 확산을 돕기 위해 개발자·공급자·이용자 등 주체별 체크리스트 개발, 인공지능 윤리 교육 프로그램 마련 등 구체적인 실천방안을..."
115,"KT, AI 인재 영입… '로봇 권위자' 데니스 홍, 80년생 연구소장 전격 발탁",2021.01.25.,"위해 AI 관련 핵심 인재를 대거 영입했다고 밝혔다. ABC(인공지능·빅데이터, 클라우드) 영역에서 독보적인 리더십을 원하는 구현모 사장의 의지가 반영됐다는 평가가 나온다. 데니스 홍 교수는 미국 국립과학재단(NSF)의 ‘젊은 과학자상’, ‘GM 젊은 연구자상’, ‘미국자동차공학회(SAE) 교육상’ 등을..."
117,"[뉴스업]""이루다 챗봇 '오염된 데이터' 러닝한 것""",2021.01.25.,"그런 윤리 가이드라인이 있어서 하는데 그런데 작은 기업들은 그런 것들이 없으니 지금 최근에 방통위에서도 그런 얘기를 했었지만 그런 AI 관련된 윤리... 그래서 저는 그런 인공지능 윤리와 관련된 그런 교육들을 좀 의무화해서 큰 기업들은 자체적으로 있지만 좀 작은 기업들,벤처 기업들이나 스타트업들에게는..."
118,"KT, 판교에 신사옥 짓고 로보틱스 권위자 '데니스 홍' 영입",2021.01.25.,"등 AI 원천기술 확보를 지원하는 역할을 맡는다. KT 직원과 판교에 입주할 벤처 및 스타트업을 포괄하는 사내외 AI 인재 양성을 위한 교육 특화... 한 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결하는 기술개발 방향에 대한 자문역을..."
121,"'디지코' 행보 KT, 로봇 석학 데니스 홍 영입",2021.01.25.,"출처=KT 데니스 홍 교수는 미국 국립과학재단(NSF)의 '젊은 과학자상', 'GM 젊은 연구자상', '미국자동차공학회(SAE) 교육상' 등을 수상한 석학이다.... 한보형 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한..."
125,"KT, AI·로봇 인재 대거 영입…'디지코' 도약 발판 마련",2021.01.25.,"벤처 생태계 조성 위해 판교-양재-분당 삼각벨트 조성 KT가 인공지능(AI) 분야의 핵심 인재를 대거 영입했다. 이와 함께 KT는 양재-판교-분당으로... 데니스 홍 교수는 미국 국립과학재단(NSF)의 '젊은 과학자상', 'GM 젊은 연구자상', '미국자동차공학회(SAE) 교육상' 등을 수상한 석학이다. 세계적인..."
129,"KT, 천재 로봇과학자 데니스 홍 영입",2021.01.14.,"KT가 인공지능(AI) 분야 핵심 인재를 영입하며 디지털 플랫폼 기업으로의 도약에 속도를 내고 있다. 데니스 홍 교수. 사진=KT 26일 KT에 따르면... 데니스 홍 교수는 미국 국립과학재단(NSF)의 '젊은 과학자상', 'GM 젊은 연구자상', '미국자동차공학회(SAE) 교육상' 등을 수상한 석학으로, 세계적..."
132,"'교사돼서 시집가라' 뿌리치고 상경한 소녀, 첫 여성 국가보안기술연구소장 되...",2021.01.13.,"요즘은 중소벤처기업부 상생조정위원회, 강원도, 광주광역시 인공지능(AI)산업융합사업단, 제주도 4차산업혁명위원회 등에서 자문 활동 중이다.... AI 보안과 윤리에 관심이 많아요. 경제, 기후변화 등도 공부 중이고요. 세상이 생각지도 못한 방향으로 변화하는 걸 보면서 생각이 많아졌어요. 코로나19 상황이..."
133,5년간 그린·디지털 뉴딜에 30조 수출금융 지원,2021.01.13.,"5G·AI 국내 실증 결과 내면 해외 진출 시 실적 인정 지원 디지털 뉴딜 분야에선 데이터·네트워크·인공지능(D·N·A) 융합산업에서 5G, AI 등 주요 분야... 이외에도 미국, EU 등과 5G·사이버 보안 등 핵심기술 국제 공동연구 확대, 원격교육 등 디지털 ODA 추진, AI·데이터 등 디지털 정책 의제에 AI 윤리기준 및..."
134,"""AI 이루다 논란 방지할 것"" 카카오, '증오발언' 강경 대처 나선다",2021.01.13.,"앞서 인공지능(AI) 챗봇 '이루다'의 증오 발언이 사회적 문제로 부상한 데 따른 움직임이다. 이루다는 서비스 이용자가 동성애와 같은 성소수자 질문을... 카카오는 AI 윤리 헌장, 아동·청소년 보호 정책, 그리고 최근 인권경영 선언까지 디지털 책임을 다하기 위한 노력을 하고 있다""고 밝혔다. 이어 ""이용자의..."
136,"'이루다' 개발사 ""조사 성실히 임할 것…개인정보 노출 사과""",2021.01.14.,"보안 교육을 실시하겠다""고 했다. 스캐터랩은 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 했다. 스캐터랩은 연애 분석 앱인 '연애의 과학'으로 이용자들의 카카오톡..."
138,"'이루다' 개발사, 논란 닷새만에 첫 사과문…""재발 방지하겠다""",2021.01.14.,"보안 교육을 하는 등 노력하겠다""고 강조했다. 그러면서 ""이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다""며 ""AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다""고 덧붙였다. 스캐터랩은 연애 분석 앱 '연애의 과학'으로 이용자들의..."
139,"‘이루다’ 측, 개인정보유출 등 논란에 사과 “조사에 성실히 임할 것”",2021.01.13.,"인공지능(AI) 챗봇 ‘이루다’ 개발사 스캐터랩이 계속되는 논란에 사과문을 발표했다. 또한 현재 ‘연애의 과학’ 데이터의 개인정보처리와 관련해... 보안 교육을 실시하는 등 자체적인 노력도 게을리 하지 않겠다”라고 말했다. 이어 “이번 사안에 대하여 깊은 책임감을 느끼고 있으며, 이 자리를 빌려..."
140,"""젊은 인재부터 기술요람까지""… KT, '디지코' 도약 박차",2021.01.13.,"한보형 교수는 인공지능 최신 기술 연구개발 및 딥러닝 연구, AI와 기계학습과 관련해 사회적·윤리적 이슈를 해결할 수 있는 기술개발 방향에 대한... 등 AI 원천기술 확보를 지원하는 역할을 맡는다. 더불어 KT 직원은 물론, 판교에 입주할 벤처 및 스타트업을 포괄하는 사내외 AI 인재 양성을 위한 교육..."
141,‘CES 2021’ 화제 영상 중 한 개만 고른다면 이것! [최원석의 디코드],2021.01.13.,"암논 샤슈아(Amnon Shashua) 모빌아이(MobilEye) 공동창업자 겸 CEO와 토머스 프리드먼(Thomas Friedman) 뉴욕타임스 칼럼니스트가 인공지능(AI)에 관해 대담한... 샤슈아라는 인물이 특히 흥미로운 것은 그가 21세기형 리더의 새로운 모습을 보여줄 뿐 아니라, 한국의 기업가정신, 특히 ‘공학 교육’이 나아가야 할..."
142,"카카오, 김범수가 이끄는 ESG위원회...기업지배구조헌장 공표",2021.01.13.,"컴플라이언스와 법무 역량 강화 교육, 자금세탁방지(AML)·테러자금조달금지(CFT) 시스템 모니터링과 역량 강화 교육도 진행하고 있다. 카카오는 2019년... 카카오는 2018년 1월 한국 기업 중 최초로 인공지능(AI) 기술 개발과 윤리에 관한 규범을 담은 ‘카카오 알고리즘 윤리 헌장’을 발표했다. 또한 이용자..."
143,"넥스트 킬러앱 ""앱이 곧 기업이고 기업이 앱이 된다""",2021.01.13.,"가상현실 증강현실 블록체인 인공지능(AI)와 같은 서비스가 모두 앱을 통해 제공된다. 페이스북 트위터 카카오톡 배달의민족 같은 기업 앱은 이제 그... 앱애니(AppAnnie) 보고서를 보니 쇼핑(40%), 비즈니스(57%), 교육(62%), 금융(35%), 피트니스(23%), 음식배달(38%), 스트리밍(43%) 등이 4년간에 걸쳐 연평균 크게..."
144,??[AP미디어동향 1월3주] 트롯 표절 논란 MBN 外,2021.01.13.,■ [아리랑TV]는 인공지능(AI)을 이용해 7개 국어로 온라인 전용 재난방송 서비스를 시작한다고 13일 밝혔다. ■ [한국기자협회]와 [한국인터넷신문협회]는 19일 한국프레스센터에서 언론윤리헌장 선포식을 개최한다. 두 협회는 언론윤리헌장의 선포를 계기로 관련 내용의 세미나와 교육 등을 통해...
145,"“100억건 개인정보 침해가 빚어낸 참사”…‘이루다’ 개발사, 결국 사과(종...",2021.01.14.,"보안 교육을 실시하는 등 노력하겠다”며 “이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다. AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다”고 덧붙였다. 스캐터랩은 연애 분석 앱 ‘연애의 과학’으로 이용자들의 카카오톡..."
148,"정부, 앞으로 5년 ‘K-뉴딜 글로벌화 전략’ 발표",2021.01.14.,"정부는 또 원격교육, 원격근무 등 전략적 디지털 ODA를 추진하는 등 개도국 국민들에게 신기술 활용기회 제공하는 한편, 최근 ‘이루다 사태’로 불거진 AI 윤리 문제를 방지하기 위해 지난해 12월 발표해 ‘인공지능 윤리기준 및 법제 로드맵’을 토대로 의제 설정에 선제적으로 대응하는 등 ‘디지털 신..."
149,‘이루다’ 논란 뒤 방통위 AI 정책기반 마련…“뒷북·중복 규제” 지적,2021.01.13.,또 내년에는 인공지능 윤리교육 지원 대상을 이용자에서 사업자로 확대한다. 스타트업 등을 대상으로 서비스를 만들 때 인공지능의 역기능 등 위험관리 컨설팅을 지원하는 사업도 이뤄진다. 중장기적으로는 이용자가 피해 야기한 인공지능 서비스의 책임소재 및 권리구제 절차 등이 포괄되도록 기존 법체계도...
150,[이슈 컷] 나쁜 것부터 보고 배우다가…20일만에 결국 입닫은 이루다,2021.01.13.,"지난달 23일 페이스북 메신저 기반으로 출시된 인공지능(AI) 챗봇 이루다인데요. 만화에서 튀어나온 듯 귀여운 인상인 이루다의 나이는 20살. 그룹... 대해선 윤리 교육이 필요하다. AI 윤리는 법적 구속력이 없으므로 심의 기구 같은 규제 장치도 마련돼야 한다""고 지적했습니다. 이에 더해 더욱 심각한 문제는..."
151,"논란 5일만에 사과한 '이루다' 개발사 ""원하는 이용자에 한해 개인정보 삭제""",2021.01.13.,"인공지능(AI) 챗봇 '이루다'의 개발사인 스캐터랩이 개인정보 유출 의혹에 관한 조사에 성실히 임하겠다고 사과했다. 이루다를 둘러싼 논란이 불거진 지... 보안 교육을 실시하는 등 노력하겠다""고 강조했다. 이어 ""이번 사안으로 인해 AI 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지..."
152,H·E·L·P 미래기술 3종세트 '로봇·AI·드론' 이미 일상이 됐다,2021.01.13.,"올해 CES에 참여한 기업의 약 30%인 705개사는 로봇·드론·인공지능(AI) 업체였다. GM처럼 AI 기반의 기술을 적용한 제품과 서비스를 선보인 기업도 전체의... 방역, 헬스케어, 교육 등 다양한 분야에 로봇 및 드론 기술도 접목됐다. 기아·빈곤 문제, 환경문제 등 국제기구에서 다룰 법한 전 지구적 문제를..."
153,"개인정보 유출 논란 ‘이루다’, 첫 사과문…“재발 방지 약속”",2021.01.14.,"보안 교육을 하는 등 노력하겠다”고 강조했다. 그러면서 “이번 사안으로 인해 인공지능 산업계에 계신 여러 동료 기업들, 연구자분들, 파트너들께도 누를 끼치지 않기를 바란다”며 “AI 윤리에 관한 사회적 합의에 부합할 수 있도록 노력하겠다”고 덧붙였다. 빅데이터 수집, 활용 과정서 개인정보법 위반..."
154,"카카오, 온라인 게시물 ‘증오발언 근절 원칙’ 마련",2021.01.14.,"인공지능(AI) 챗봇 ‘이루다’의 혐오 표현으로 AI 윤리 논쟁이 불거진 가운데, 카카오가 국내 기업 중 처음으로 온라인 게시물에 ‘증오 발언 근절 원칙’... 또, “증오 발언을 근절하기 위해 앞으로도 정책, 기술, 서비스 기획 및 디자인을 고도화하겠다”며 “사내 교육과 모니터링도 강화하겠다”고..."
156,"과기부, 디지털 뉴딜로 1.4만 인재 육성",2021.01.13.,"위한 ‘인공지능 융합연구센터’ 4개소를 신설했다. SW중심대학 총 40개를 운영해 2020년 4500명쯤의 졸업생을 배출했다. 혁신 SW교육기관인 ‘이노베이션 아카데미(3기 850명)’를 운영하고, 지역 산업체 수요 기반으로 AI교육 등을 제공하는 ‘ICT 이노베이션스퀘어’를 전국 5대 거점으로 확대해 6800명에게..."
157,2025년 디지털 수출액 목표는 237조,2021.01.13.,"디지털 新 경제질서 주도권 확보 디지털뉴딜은 5G, 인공지능(AI) 등 주요 분야에 대한 국내 실증결과를 해외진출 시 레퍼런스로 활용하고, 글로벌... 디지털뉴딜 성과를 토대로 원격교육, 원격근무, 보건의료 등 수원국의 협력수요를 반영한 전략적 디지털 ODA를 추진한다. AI 윤리기준 및 법제 로드맵 등 국내..."
158,"'이루다' 개발사 ""조사 성실히 임할 것…민감정보 노출 사과""(종합)",2021.01.13.,"손인해 기자,송화연 기자 = 인공지능(AI) 챗봇 '이루다' 개발사 스캐터랩이 계속되는 논란에 사과문을 냈다. 민감 정보가 포함된 대화 패턴이 오픈소스를... 보안 교육을 실시하겠다""고 했다. 개인정보 처리 논란의 골자는 스캐터랩은 연애의 과학 이용자들의 카카오톡 대화 내용을 제대로 된 고지 없이 수집..."
159,"[천준범의 IT와 법] 이루다 사건, 그리고 AI 스피커의 새로운 개인정보 문제",2021.01.14.,"천준범 님 /캐리커쳐=디미닛 개인적으로 2021년의 새해 결심으로 인공지능(AI)을 배우겠다고 결심했는데, 새해가 밝자마자 AI 챗봇 '이루다'로 전국이... 대한 교육, 오픈 소스 기반의 개발 환경과 정보 공유에 있어서 개인정보의 취급 방법, 그리고 더 나아가서는 AI 서비스를 설계하는 회사들이 학습의 대상이..."
160,"'AI 이루다' 개발사, 개인정보 유출 사과 ""필터링 놓쳤다""",2021.01.14.,"스캐터랩, 14일 입장문 통해 개인정보 포함 대화 노출된 점 사과 인공지능(AI) 챗봇 '이루다' 개발사 스캐터랩이 개인사용자들의 민감정보가 노출된 사실을... 보안 교육을 실시하는 등의 자체적인 노력도 게을리하지 않을 것""이라고 덧붙였다. 이어 ""우리는 이번 사안에 대해 깊은 책임감을 느끼고 있으며, 이..."
161,[리틀개미가 온다]④ 정운영 금행넷 “미래세대가 원하는 맞춤형 금융교육 시...,2021.01.14.,"(자료=이투데이) 최근 국내에선 금융교육 필요성이 재주목받고 있다. 잇따른 사모펀드 사태는 금융회사들의 금융윤리 부재의 측면이 크지만, 이면에는... 정 의장이 인공지능과 코딩 프로그램을 활용한 '청소년 핀테크-금융AI체험활동' 교실에서 금융교육을 진행하고 있다. (사진출처=금융과행복네트워크) 아울러..."
162,사람이 되고픈 꿈 못 이룬 ‘이루다’,2021.01.14.,이런 시대의 흐름과 잘 맞아떨어진 서비스 중 하나가 바로 인공지능(AI) 채팅봇(챗봇) ‘이루다’였습니다. 스타트업 스캐터랩이 개발한 이 서비스는... 이에 ‘사람을 위한 AI’에 대한 윤리논쟁은 ‘AI에 대한 사람’의 윤리 문제로까지 번졌습니다. 아무리 기계나 시스템에 불과한 AI라 하더라도 사람이 성적...
