Unnamed: 0,제목,날짜,본문
154,각종 논란 휩싸인 AI 챗봇 '이루다' 서비스 잠정 중단,2021.01.11.,"스캐터랩 홈페이지 혐오 발언 및 개인정보 유출 등의 논란에 휩싸인 인공지능(AI) 챗봇 '이루다'가 서비스를 잠정 중단한다. 이루다 개발사인 스타트업 스캐터랩은 11일 오후 보도자료를 내 ""부족한 점을 집중적으로 보완할 수 있도록 서비스 개선 기간을 거쳐 다시 찾아뵙겠다""고 밝혔다. 스캐터랩 측은 ""특정..."
155,'이루다' 개인정보 유출 집단소송 본격 시작…약 400명 참여,2021.01.11.,AI챗봇 이루다 인공지능(AI) 챗봇 '이루다' 개발 및 서비스 과정에서 개인정보를 유출당했다고 주장하는 피해자들이 본격적인 집단소송 절차를 시작했다. 22일 IT업계에 따르면 '이루다 개인정보 유출피해 사건' 집단소송에 약 400명이 우선 참여한다. 공동소송 플랫폼 '화난사람들'의 소송모집 페이지에서 이날...
156,"AI윤리협회 “AI 윤리 어긴 이루다, 서비스 중단해야”",2021.01.22.,인공지능(AI) 챗봇 ‘이루다’와 관련한 윤리 논란이 일파만파로 번지면서 학계에서도 서비스 중단을 요구하는 내용의 성명을 내놨다. AI 챗봇 이루다에 대한 소개 페이지. (사진= 스캐터랩 홈페이지) AI챗봇 관련 윤리 논란에 학계 첫 입장 발표 한국인공지능윤리협회는 11일 ‘AI챗봇의 AI윤리 문제 공식...
157,"""여대생AI '이루다' 개발사, 연인간 성적대화 돌려봤다"" 폭로",2021.01.11.,"성희롱과 혐오 발언, 개인정보 유출 등으로 물의를 빚은 뒤 서비스를 중단한 인공지능(AI) 챗봇 ‘이루다’ 개발사 측이 챗봇 개발을 위해 카카오톡 대화를 수집하는 과정이 부적절했다는 주장이 나왔다. 12일 뉴스1은 ‘이루다’ 개발사인 스캐터랩에서 근무했다는 전(前) 직원을 인터뷰했다. 그는..."
158,"‘이루다’ 측, 개인정보유출 등 논란에 사과 “조사에 성실히 임할 것”",2021.01.11.,인공지능(AI) 챗봇 ‘이루다’ 개발사 스캐터랩이 계속되는 논란에 사과문을 발표했다. 또한 현재 ‘연애의 과학’ 데이터의 개인정보처리와 관련해 개인정보보호위원회 및 한국인터넷진흥원(KISA)에서 진행하는 조사에 성실히 참여하겠다고 밝혔다. 13일 밤 스캐터랩은 “현재 논란이 되는 모든 사항에 대해서...
159,인공지능 이루다 서비스 중단에 “AI의 혐오와 차별 용납못해”,2021.01.12.,"인공지능 이루다를 개발한 스캐터랩의 서비스 중단 조치에 이루다의 문제점을 지적했던 이재웅 다음 창업자가 ‘잘했다’는 입장을 밝혔다. 스캐터랩은 11일 오후 늦게 입장문을 내고 “AI 챗봇 ‘이루다’는 출시된 지 2주 남짓의 시간동안, 75만명에 가까운 사람들이 이용했다”면서 “이 과정에서 일부 혐오와..."
160,"AI 챗봇 이루다, 개인정보 불법 활용?… 정부가 조사한다",2021.01.12.,"인공지능(AI) 챗봇 ‘이루다’ 관련 개인정보 활용에 문제가 없었는지 정부가 조사에 나선다. 이루다는 개발사 스캐터랩이 앞서 만든 앱 ‘연애의 과학’ 이용자들의 데이터를 기반으로 제작됐는데, 이 과정에서 개인정보가 불법적으로 쓰이지 않았는지 살펴본다는 것이다. 11일 IT 업계에 따르면..."
161,인공지능 윤리에 대한 순진한 생각[플랫],2021.01.15.,지난 11일 한국의 스캐터랩에서 만든 인공지능 챗봇(Chatbot) ‘이루다’ 서비스가 많은 논란 끝에 중단되었다. 익명으로 수집한 데이터 보안의 오류와... 2018년 인공지능(AI) 플랫폼 회사 ‘라이브 퍼슨(Live Person)’의 CEO 로버트 로커시오는 ‘포천’에 기고한 칼럼에서 “두 살 된 딸이 아마존의 인공지능 비서...
162,"이루다 개발사 ""데이터베이스·딥러닝 대화 모델 폐기 결정""",2021.01.15.,"개인정보 취급·처리가 부적절했다는 논란에 휩싸인 인공지능(AI) 챗봇 '이루다' 개발사가 이루다의 데이터베이스(DB) 및 이루다의 학습에 사용된 딥러닝 대화 모델을 폐기하기로 했다. 스캐터랩은 15일 ""자사는 현재 개인정보보호위원회와 한국인터넷진흥원(KISA)의 조사를 받고 있으며 조사가 종료되는 즉시..."
163,"스캐터랩 ""이루다 개인정보 유출 오해…카톡 의혹은 조사중""",2021.01.15.,인공지능(AI) 챗봇 서비스 ‘이루다’를 선보인 스타트업 스캐터랩이 12일 추가 입장문을 발표했다. 그간 언론에 등장했던 각종 의혹을 질의응답(Q&A) 형식으로 배포했다. 스캐터랩은 이 입장문에서 “개인정보 유출설은 오해”라고 해명했다. 알고리즘이 개별 문장 단위 대화에서 개인정보를 자동으로...
164,"챗봇 이루다, AI 학습모델까지 폐기",2021.01.15.,"혐오 발언 및 개인정보 유출 등의 논란에 휩싸인 인공지능(AI) 챗봇 ‘이루다’. 연합뉴스 ‘성희롱’ ‘혐오표현’ ‘개인정보 침해’ 등의 논란이 제기된 인공지능(AI) 챗봇 ‘이루다’가 서비스는 물론, AI 개발에 사용된 학습 모델까지 폐기된다. 이루다 개발사 스캐터랩은 챗봇 개발에 사용된 데이터베이스..."
165,"'이루다' 개발사, 5일만에 첫 사과문…""조사 성실히 임하겠다""(종합)",2021.01.12.,"""상시 개인정보 보호 체계 구축해 재발 방지하겠다…AI 윤리도 노력"" 이용자 실명 깃허브 유출도 인정…이용자들 ""카톡 데이터 파기하라"" 인공지능(AI) 챗봇 '이루다' 개발사 스캐터랩이 개인정보 유출 의혹에 관한 정부 조사에 성실히 임하겠다면서 고객에게 사과했다. 스캐터랩은 13일 사과문을 배포하면서..."
166,"'이루다' 개발사 게시판 폐쇄...이용자들 ""비판에 귀닫는다""",2021.01.12.,혐오발언과 개인정보 보호 논란으로 정부조사를 받고 있는 인공지능(AI) 챗봇 '이루다' 개발사가 이용자들의 목소리에 귀를 닫았다. 의혹제기가 잇따르자 게시판을 폐쇄한 것이다. 이같은 불통 조치에 무성의한 대응이라는 비판이 나오고 있다. 19일 관련업계에 따르면 이루다의 개발사인 스캐터랩은 전날...
167,"'장애인 혐오·성차별 발언 논란' 이루다, 서비스 잠정 중단",2021.01.12.,"동성애·장애인 혐오 및 성차별 발언 등으로 논란에 휩싸인 인공지능(AI) 챗봇 '이루다'가 서비스를 잠정 중단한다. 이루다 개발사인 스타트업 스캐터랩은 11일 오후 보도자료에서 ""부족한 점을 집중적으로 보완할 수 있도록 서비스 개선 기간을 거쳐 다시 찾아뵙겠다""고 밝혔다. 스캐터랩 측은 ""특정 소수집단에..."
168,20대 AI ‘이루다’ 성희롱 대상이 됐다?,2021.01.12.,지난 연말 출시된 인공지능(AI) 챗봇 ‘이루다’가 온라인에서 성희롱 대상이 돼 논란이 되고 있다. 8일 업계에 따르면 최근 ‘아카라이브’라는 온라인 커뮤니티에 이루다를 성적대상으로 취급하는 게시물이 다수 등장했다. ‘이루다’는 AI 전문 스타트업 스캐터랩이 2020년 12월 23일 출시한 AI챗봇이다....
169,"이루다 논란 막는다… 방통위, AI 윤리규범 마련",2021.01.15.,"최근 인공지능(AI) 챗봇 ‘이루다’의 AI 윤리 및 개인정보보호 논란을 계기로 방송통신위원회가 관련 제도를 손질한다. AI 이용자와 사업자에게 교육과 컨설팅을 지원하고 AI 윤리규범을 구체화하는 등 정책기반을 마련하기로 했다. 방통위는 14일 사람 중심의 AI 서비스가 제공되고, AI 서비스가 활용되는..."
170,"이재웅, 챗봇 '이루다' 중단 환영 ""차별금지법 만들어야""",2021.01.15.,"인터넷 포털 '다음' 창업자인 이재웅 전 쏘카 대표가 인공지능(AI) 챗봇 '이루다' 서비스의 잠정 중단 결정을 환영했다. 12일 IT업계에 따르면 이 전 대표는 전날 페이스북에 이루다 개발사인 스캐터랩 김종윤 대표의 서비스 개선 입장문을 소개하며 ""빠른 서비스 중단 후 개선 결정 잘했습니다""라고 평가했다. 이 전..."
174,AI ‘이루다’ 만든 데이터베이스 전량 폐기 처분된다,2021.01.08.,인공지능(AI) 챗봇 이루다를 학습시킨 딥러닝 대화 모델이 결국 폐기된다. AI ‘이루다’ 개발사 스캐터랩은 15일 “‘이루다’의 데이터베이스(DB) 및 이루다의 학습에 사용된 딥러닝 대화 모델을 폐기하기로 결정했다”고 밝혔다. 현재 스캐터랩은 한국인터넷진흥원(KISA) 및 개인정보보호위원회의 조사를 받고...
176,AI 챗봇 이루다 사태 결국 법정으로,2021.01.14.,인공지능(AI) 챗봇 이루다의 개인정보유출 관련 피해자가 집단 소송을 제기하며 법원에 판단을 맡긴다. 카카오톡 대화를 당사자 모두의 동의 없이 AI의 딥러닝에 활용했다는 의혹 때문이다. 21일 법무법인 태림은 AI 챗봇 이루다 개인정보유출 의혹 사건에 관해 피해자를 대리해 집단소송을 착수했다고 밝혔다....
177,"AI봇 이루다 개발사 ""사람 실명 언급은 필터링 부족""",2021.01.14.,"인공지능(AI) 챗봇 ‘이루다’ 개발사 스캐터랩이 또 다른 서비스 ‘연애의 과학’에서 수집한 연인간 카카오톡 대화를 챗봇 개발에 활용한 것은 개인정보취급방침 범위 내에서 이뤄진 것이라 주장했다. 또한 카카오톡 대화를 재료로 사용하면서 주소, 계좌번호, 전화번호, 실명 등을 삭제하고 개별적인 문장..."
178,"인공지능 챗봇 '이루다' 개발사 ""데이터베이스·딥러닝 모델 폐기하겠다""",2021.01.14.,"최근 혐오와 차별 발언 등으로 논란을 빚은 인공지능 AI, 채팅로봇 '이루다'의 개발사 스캐터랩이 이루다의 데이터베이스와 자동 학습, 즉 딥러닝 모델을 폐기하기로 했습니다. 스캐터랩은 개인정보보호위원회와 한국인터넷진흥원의 합동 조사가 종료되는 즉시 이루다 데이터베이스와 자동 학습에 사용된 딥러닝..."
180,"""AI 이루다 직원들, 연인 카톡 대화 돌려보며 웃어""",2021.01.15.,"스캐터랩 제공 인공지능(AI) 챗봇 '이루다'가 혐오발언과 개인정보 침해 등 논란에 휘말리며 서비스 잠정 중단을 결정했으나, 이루다 개발을 위해 카카오톡 대화를 수집하는 과정부터 부적절했다는 주장이 나왔다. 이루다 개발사인 스캐터랩이 운영하는 '연애의 과학'에서 근무했던 전(前) 직원은 ""이루다..."
184,이루다 개발사 “원하는 유저에 한해 개인정보 삭제하겠다” 5일만에 사과문,2021.01.14.,인공지능(AI) 챗봇 서비스 이루다의 개발사 스캐터랩이 지난해 오픈소스 공유 플랫폼 깃허브에 연애의 과학을 통해 수집한 카카오톡 대화 1700건를 올린 것에 대해 인정하고 사과했다. 또 이용자들 중 AI 학습에 데이터가 활용되기를 원하지 않는 사람들의 카카오톡 대화는 개인정보보호법에 따라...
185,"방통위, AI 윤리 지침 마련…제2의 이루다 막는다",2021.01.14.,"방송통신위원회는 사람중심의 인공지능(AI) 서비스가 제공되고 AI 서비스가 활용되는 과정에서 이용자 보호원칙이 지켜질 수 있도록 이용자·사업자 대상 교육·컨설팅을 지원하고 AI 윤리규범 등을 구체화해 제도개선을 추진할 계획이라고 14일 밝혔다. 최근 AI 채팅로봇의 혐오·차별적인 표현, AI 채팅로봇에..."
186,"'이루다' 개발에 쓴 카톡 대화, 온라인에 그대로 공개됐다",2021.01.14.,서비스 종료된 인공지능(AI) 챗봇 ‘이루다’ 개발에 사용한 소스(프로그램 재료)가 온라인 오픈소스 플랫폼에서 15개월 간 공유돼 온 것으로 확인됐다. 공개된 소스에는 이용자 실명과 거주 지역 등이 그대로 드러나 있어 논란이 확산 될 전망이다. 13일 IT업계에 따르면 스캐터랩은 지난 2019년 10월부터...
187,'100억 건 카톡 수집'…'이루다' 개인정보 유출 집단소송 본격화,2021.01.14.,인공지능(AI) 챗봇 '이루다' 개발 및 서비스 과정에서 개인정보를 유출당했다고 주장하는 피해자들이 본격적인 집단소송 절차를 시작했습니다. 오늘(22일) IT업계에 따르면 '이루다 개인정보 유출 피해 사건' 집단소송에 약 300명이 우선 참여합니다. 공동소송 플랫폼 '화난사람들'의 소송 모집 페이지에서 전날...
188,"“100억건 개인정보 침해가 빚어낸 참사”…‘이루다’ 개발사, 결국 사과(종...",2021.01.14.,“개인정보 보호 체계 구축해 재발 방지” 이용자 실명 깃허브 유출도 인정 이용자들 “카톡 데이터 파기하라” 인공지능(AI) 챗봇 ‘이루다’ 개발사 스캐터랩이 개인정보 유출 의혹에 관한 조사에 성실히 임하겠다면서 고객에게 사과했다. 스캐터랩 측은 13일 사과문에서 “개인정보 처리 관련 관계기관 조사에...
189,[데스크 칼럼] AI發 적자생존 시작됐다,2021.01.13.,"인공지능(AI)의 진화가 눈부시다. 5세대(5G) 통신, 클라우드, 빅데이터의 날개를 달고 산업과 서비스를 종횡으로 가로지른다. 10년 뒤면 냉장고만큼... 중 AI 솔루션을 도입한 기업은 3.6%에 그쳤다. 허상과 공포 모두 내려놔야 ‘사회적 준비’도 여전히 걸음마 수준이다. 여성으로 설정된 챗봇 ‘이루다’는..."
190,"이재웅 ""이루다, AI 사회적 책임·윤리 다시 생각하는 기회""",2021.01.22.,다음 창업자 이재웅 전 쏘카 대표가 인공지능(AI) 챗봇 ‘이루다’ 서비스 중단에 관해 “AI를 공공 서비스할 때 사회적 책임·윤리에 대해 다시 생각하는 기회가 됐으면 한다”는 의견을 냈다. 이 전 대표는 12일 새벽 자신의 페이스북에 김종윤 스캐터랩 대표의 이루다 서비스 개선 입장문을 소개하며 “빠른...
192,"인공지능윤리협회 ""이루다, AI 윤리 어겼다…서비스 중단해야""",2021.01.11.,"학계 첫 성명…""데이터 정제 안됐다…개인정보 보호도 문제 소지"" ""소비자도 AI 윤리적으로 사용해야…초중고 AI 윤리 교육 필요"" 인공지능(AI) 챗봇 '이루다'가 동성애·장애인 혐오 및 성차별을 학습했다는 문제가 제기되면서 'AI 윤리' 논쟁이 불거지자 학계에서 ""이루다 서비스를 중단하라""는 첫 성명이..."
193,"AI 챗봇 '이루다' 논란 끝에 서비스 잠정 중단…""부족한 점 보완할 것""",2021.01.11.,"차별·혐오 발언 및 개인정보 유출 등의 논란에 휩싸인 인공지능(AI) 챗봇 '이루다'가 결국 서비스를 잠정 중단키로 했다. 이루다 개발사인 스타트업 스캐터랩은 11일 오후 보도자료를 내고 ""특정 소수집단에 대해 차별적 발언을 한 사례가 생긴 것에 진심으로 사과드린다""면서 ""부족한 점을 집중적으로 보완할 수..."
194,‘이루다’ 논란 재발 막는다…AI 이용자 교육·업체 컨설팅 지원,2021.01.11.,최근 인공지능(AI) 챗봇 서비스 '이루다'의 AI 윤리 및 개인정보보호 논란을 계기로 방송통신위원회가 관련 제도를 손질합니다. AI 이용자와 사업자에게 교육과 컨설팅을 지원하고 AI 윤리규범을 구체화하는 등 정책기반을 마련하기로 했습니다. 방송통신위원회는 오늘(14일) 사람 중심의 AI 서비스가 제공되고...
195,"인공지능 교육, 골치 아픈 수학을 어찌할까",2021.01.11.,"2학기부터 인공지능(AI)이 고교 진로 선택과목으로 들어간다. ‘인공지능 기초’와 ‘인공지능 수학’이다. 또 2025년부터는 초·중·고교 교육과정에... 그는 최근 성희롱, 차별, 개인정보 유출 등으로 논란이 됐던 인공지능 챗봇 ‘이루다’ 사례를 들며 “인공지능이 굉장히 중요한 만큼 파급효과도 상당히..."
196,성희롱 논란에 말려든 20살 여대생 AI챗봇 `이루다`,2021.01.14.,"귀엽고 매력적인 여대생 설정에 일부 남성 `성적대화`시도 논란 개발사 ""성적단어 금지어 차단"" 지난 연말 출시된 인공지능(AI) 챗봇 '이루다'가 성희롱 대상이 돼 논란이 일고 있다. 이루다는 지난달 23일 AI 스타트업 '스캐터랩'이 출시한 AI 친구로, 10대와 20대를 중심으로 사용자가 빠르게 늘고 있다...."
197,[톺아보기]‘이루다’와 인공지능 윤리,2021.01.14.,"최근 인터넷 서비스를 업그레이드하면서 텔레비전과 연동되는 인공지능(AI) 스피커를 ‘뒤늦게’ 들여놓았다. ‘알파고’, 보스턴 다이내믹스의 인간형... 윤리문제는 AI 시대에 직면하게 될 다양한 문제들 중에서도 가장 심각하게 다뤄야 할 부분이다. 그런 점에서 최근 AI 챗봇 ‘이루다’를 둘러싼 논란은..."
198,"이루다 논란, 데이터3법 개정 불 지피다",2021.01.14.,"하지만 최근 발생한 AI 챗봇 서비스 이루다의 개인정보 무단 이용 의혹은 AI 기술 발전의 변곡점이 될 수 있다. 이루다 사태 후 AI 업계는 비식별화를 한... 한국인공지능윤리협회 이사장은 ""일반인 입장에서는 개인정보는 보호받아야 할 대상이지만, 개발이 급한 기업은 사정이 다를 수 있다""며 ""장기적으로 AI..."
199,"'이루다' 스캐터랩, 실명 포함한 카톡 1,700건 온라인 공유 논란",2021.01.08.,"인공지능(AI) 챗봇 '이루다' 개발사인 스캐터랩이 이루다 개발에 쓴 개인정보 데이터를 오픈소스 공유 플랫폼에 올려 논란을 빚고 있다. 이루다를 성적 도구 취급해 사회적 물의를 일으켰던 남초(男超) 커뮤니티에선 오픈소스를 이용해 '제2의 이루다'를 만들고 있다. 13일 IT업계에 따르면, 스캐터랩은 오픈소스..."
200,"[단독] 여대생 AI ‘이루다’가 학습한 카톡, 개인정보 제공 동의 안 받았다",2021.01.11.,"혐오 표현 학습으로 논란이 된 여대생 인공지능(AI) 챗봇 ‘이루다’가 학습한 100억건의 카카오톡 대화에서 이름, 집주소 등 개인정보를 불특정다수에게 동의 없이 노출했다는 의혹이 드러나면서 이용자들은 법적 대응에 나설 예정이다. 이루다의 개발사인 스캐터랩은 11일 ‘연애의과학’ 사용자들에게..."
201,제2 ‘이루다’ 막는다…공정위 개인정보 수집ㆍ활용 피해 실태조사,2021.01.11.,"최근 인공지능(AI) 챗봇 ‘이루다’를 통해 논란이 된 기업의 소비자 개인정보 수집ㆍ이용 과정도 들여다본다. 소비자의 데이터를 수집하면서 사실상 동의를 강제하거나, ‘개인별 맞춤형 정보’를 제공한다면서 높은 가격을 제시하는 등 이익 침해 행위에 대한 실태 분석에 착수할 예정이다. 또..."
202,[필동정담] '이루다'라는 거울,2021.01.13.,지난주 인공지능(AI) 챗봇 '이루다'가 화제였다. 많은 사람이 '이루다'와 채팅을 해본 뒤 인증샷을 찍어 경쟁적으로 소셜미디어에 올렸다. 하지만 이루다 열풍은 오래가지 못했다. 채팅 중에 이루다가 쏟아낸 혐오 표현들이 문제가 되자 개발사가 출시 일주일 만에 서비스를 중단했기 때문이다. 이루다가 한...
203,"개인정보위, `이루다` 본격 조사…""사내 카톡 공유 여부도 파악""",2021.01.13.,김진해 개인정보보호위원회 대변인이 13일 정부서울청사에서 인공지능(AI) 챗봇 `이루다`의 개인정보 유출 논란 관련 조사에 본격 착수했다고 발표하고 있다.(사진=연합뉴스)[이데일리 이후섭 기자] 인공지능(AI) 챗봇 `이루다`의 개인정보 유출 논란과 관련해 개인정보보호위원회가 13일 본격적인 조사에...
204,[이슈 컷] 나쁜 것부터 보고 배우다가…20일만에 결국 입닫은 이루다,2021.01.13.,지난달 23일 페이스북 메신저 기반으로 출시된 인공지능(AI) 챗봇 이루다인데요. 만화에서 튀어나온 듯 귀여운 인상인 이루다의 나이는 20살. 그룹 블랙핑크와 일상을 기록하기 좋아한다는 점이 요즘 20대 여성들과 크게 다르지 않습니다. 이루다와 사용자가 나누는 대화에는 젊은이들이 잘 쓰는 표현이나 신조어...
205,AI 윤리 논란 열고…‘이루다’ 멈추다,2021.01.13.,"△‘이루다’ 개발사 ‘스캐터랩’ 입장문 전문 입 장 문 인공지능(AI) 챗봇 '이루다'에 보내주신 많은 분들의 관심에 감사드립니다. 본사가 개발한 챗봇 ‘이루다’는 출시된 지 2주 남짓의 시간동안, 75만명에 가까운 이용자들이 루다와 대화를 나눴습니다. 이 과정에서 일부 혐오와 차별에 대한 대화 사례 및..."
206,개인정보 유출 의혹 '이루다' 개발사 게시판 폐쇄…일부 상품 할인,2021.01.11.,"개인정보 유출 의혹으로 정부 조사를 받고 있는는 인공지능(AI) 챗봇 '이루다' 개발사 스캐터랩이 게시판을 폐쇄한 가운데, 일부 서비스는 할인까지 시작해 뭇매를 맞고 있다. 스캐터랩은 이용자들로부터 확인되지 않은 의혹이 잇따라 게시판에 올라오자 운영을 일시 중단했다는 입장이다. 그러나 이용자들은..."
207,이루다가 촉발시킨 AI 리스크…전용 보험 개발 가속도,2021.01.11.,인공지능(AI) 챗봇 이루다로부터 촉발된 혐오 발언 논란을 계기로 관련 리스크에 대응하기 위한 전용 보험의 필요성이 커지고 있다. 기존에 나와 있는 사이버 보험으로는 AI의 문제로 인한 손해를 보상받을 수 없어서다. 이에 보험업계에서는 AI를 둘러싼 위험 요인까지 보장을 확대한 상품 개발을 둘러싸고...
208,"[이슈분석]AI 챗봇 '이루다' 논란, 무엇을 남겼나",2021.01.19.,"인공지능(AI) 챗봇 '이루다'가 일주일 동안 인터넷을 뜨겁게 달궜다. 개발사는 각종 논란 끝에 결국 서비스 잠정 중단을 선언했다. 이루다 논란은 우리 사회에 AI 관련 각종 질문을 던졌다. AI 윤리 문제가 대표적이다. AI가 인종, 성별 등 차별을 조장해선 안되며 AI 학습을 위한 데이터의 보호 문제도 이슈가..."
209,"""'이루다'만 문제 아냐, 개발사 철저히 조사해야"" 시민단체 민원",2021.01.20.,"인공지능(AI) 챗봇 ‘이루다’ 논란의 불씨가 개인정보 유출로 옮겨 붙은 가운데, 시민단체들이 개발사인 스캐터랩에 대한 정부의 철저한 조사를 요구하는 한편 개인정보보호법 개선을 촉구하고 나섰다. 20일 참여연대·진보네트워크센터·민주사회를위한변호사모임 디지털정보위원회 등 시민단체는..."
210,"[단독] 개인정보 유출 논란 ‘이루다’, 서비스 잠정 중단",2021.01.12.,"혐오 표현 학습으로 논란이 된 인공지능(AI) 챗봇 ‘이루다’가 개발 과정에서 학습한 100억건의 카카오톡 대화 빅데이터에서 이름, 집 주소 등 개인정보를 추출해 불특정 다수에게 노출했다는 의혹이 제기됐다. 자신도 모르는 사이 개인정보를 이용당했다고 주장하는 피해자들은 집단소송을 준비하고 있다...."
211,AI '이루다' 서비스 잠정 중단…혐오 발언·개인정보 논란 사과,2021.01.11.,"인공지능(AI) 챗봇 '이루다'가 동성애 혐오, 성차별, 개인정보 유출 논란에 휩싸인 가운데 개발사 측이 서비스 잠정 중단을 결정하고 공식 사과했다. 이루다를 개발한 스타트업 스캐터랩은 11일 오후 입장문을 내고 ""이루다가 특정 소수 집단에 대해 차별적인 발언을 한 사례가 생긴 것에 대해 진심으로 사과드린다..."
212,개인정보 논란 '이루다' 데이터베이스·학습용 대화 내용 '폐기',2021.01.15.,"[한국인터넷진흥원·개인정보보호위원회 조사 후 데이터 삭제] 인공지능(AI) 챗봇 이루다 개발사 스캐터랩은 ‘이루다’ 데이터베이스(DB) 및 학습에 사용한 딥러닝 대화 모델을 폐기한다고 15일 밝혔다. 스캐터랩 측은 ""이루다 DB는 비식별화(익명화) 절차를 거쳐 개별적·독립적인 문장으로 이뤄져 있고, 딥러닝..."
213,[아!이뉴스] 이루다 AI '후폭풍'…'개인정보처리방침' 기업 절반 모르쇠,2021.01.15.,[편집자주] ◆이루다 AI만 문제?…'개인정보 처리방침' 공개·갱신 안한 기업 '수두룩' 인공지능(AI) 챗봇 '이루다' 사태의 후폭풍이 가시지 않는 가운데 민간 기업의 '개인정보 처리 방침' 관리가 부실하다는 조사 결과가 나왔다. 개인정보보호위원회(이하 개인정보위)와 한국인터넷진흥원(KISA)가 내놓은...
214,[영상] 탈 많은 AI '이루다'…이번엔 개인정보 수집 논란,2021.01.15.,"성희롱과 소수자 혐오 논란으로 출시 3주 만에 서비스를 중단한 인공지능(AI) 챗봇 '이루다'가 이번에는 개인정보 수집 논란에 휩싸였습니다. 이루다 개발에 쓰인 카카오톡 대화 데이터가 위법하게 수집됐다는 문제 제기가 계속되고 있기 때문인데요. 13일 IT업계에 따르면, 이루다 개발사인 스타트업..."
216,정보 유출·혐오 발언 ‘AI 이루다’ 개발업체 “DB·딥러닝 모델 폐기”,2021.01.13.,개인정보 유출과 혐오 발언 학습으로 서비스가 중단된 인공지능(AI) 챗봇 ‘이루다’의 개발사 스캐터랩이 결국 ‘이루다’의 데이터베이스(DB)와 학습에 사용된 딥러닝 대화 모델을 폐기하기로 결정했다. 스캐터랩은 15일 “개인정보보호위원회와 한국인터넷진흥원(KISA)의 조사가 종료되는 즉시 이루다 DB와...
217,이루다 개인정보 유출...372명 소송 참여,2021.01.13.,투데이코리아=김성민 기자 | 인공지능(AI) 챗봇 '이루다'를 통해 개인정보를 유출 당했다고 주장하는 피해자 372명이 집단소송 절차에 본격 돌입한 것으로 알려졌다. 22일 법원에 따르면 서울동부지법은 AI 챗봇 이루다 제작사인 '스캐터랩'(대표 김종윤)을 상대로 한 증거보전신청을 전날 접수했다. 법원은 사건을...
218,"AI '이루다' 동성애 혐오 논란…이재웅 ""서비스 중단해야""",2021.01.13.,"성희롱 이어 또 입길…레즈비언 질문에 ""진짜 싫다"" 인공지능(AI) 챗봇 '이루다'가 일부 이용자들에게 성희롱에 시달린 데 이어 이번에는 동성애 혐오 우려가 제기됐다. 포털사이트 다음 창업자인 이재웅 전 쏘카 대표는 9일 자신의 페이스북에 ""이루다는 인공지능 기술적 측면에서 봤을 때는 커다란..."
219,美·유럽·日서도 ‘AI 윤리’ 도마에… 각국 앞다퉈 규제 강화나서,2021.01.12.,"이루다 페이스북 캡처 한국에서 인공지능(AI) 챗봇 이루다가 혐오 발언·개인 정보 유출 논란을 일으킨 가운데 구미·일본에서도 AI의 윤리 문제가 화두로 부상했다. 미국, 유럽, 일본 등에서 차별 등 AI의 마이너스 측면을 무시할 수 없는 상황이 발생하면서 AI의 윤리 문제에 대한 대응이 중요한 초점이 되고..."
221,개인정보 유출 논란 '이루다' DB 및 대화 모델 폐기,2021.01.15.,"카카오톡 대화 남용 및 개인정보 유출 논란을 빚은 인공지능(AI) 챗봇 &apos;이루다&apos; 개발사 스캐터랩이 이루다에 활용된 데이터베이스와 관련 대화 모델을 폐기한다. 스캐터랩은 지난달 22일 정식 출시한 챗봇 이루다를 약 3주간 운영하던 과정에서, 이루다가 말하는 대화에 개인정보로 의심되는 정보들이..."
222,3분 진단키트 세계 최초 상용화…AI인재 1.6만명 양성(종합),2021.01.15.,"최근 AI 챗봇 `이루다` 논란이 불거지면서 인공지능 활용을 촉진하기 위한 신뢰 기반을 조성하기 위해 올해 상반기 내 인공지능 윤리기준 관련 자율점검이 가능한 체크리스트를 제작·보급하고, 교육 프로그램을 개발할 방침이다. 강도현 정보통신정책관은 “인공지능 윤리기준 문제는 굉장히 복합적이고..."
223,[밑줄 쫙!]“예금주·은행명까지 읊었다”...AI '이루다' 개발에 카톡 대화 사...,2021.01.15.,혐오 발언 및 개인정보 유출 등의 논란에 휩싸인 인공지능(AI) 챗봇 '이루다'가 서비스를 잠정 중단했다.(사진=연합뉴스) 첫 번째/AI ‘이루다’가 개인정보 읊었다...피해 사례 속출 인공지능(AI) 챗봇 ‘이루다’가 혐오 발언에 이어 또다시 논란에 휩싸였어요. AI 개발 및 서비스 과정에서 이용자들의 개인...
224,심혜진의 사소한 과학이야기 218. 챗봇 '이루다',2021.01.12.,"AI챗봇 이루다(사진출처 스캐터랩) 사실 이루다는 여성으로 정체화된 챗봇이었다. 실제 연인 간 오고 간 대화 내용 100억 건을 바탕으로, 아이돌을 좋아하는 20살 여성 대학생으로 인공지능화된 것이다. 사건이 커지면 관심도 자라는 법이다. 이루다의 정체가 궁금해진 난, 페이스북 메신저로 '이루다'를 검색했다...."
